,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X000596.SZ,X000100.SZ,X600271.SH,X600809.SH,X000661.SZ,X300003.SZ,X002236.SZ,X000625.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X000157.SZ,X300142.SZ,X002456.SZ,X002506.SZ,X600498.SH,X600867.SH,X600776.SH,X600066.SH,X600177.SH,X000977.SZ,X002241.SZ,X300146.SZ,X600522.SH,X000050.SZ,X002179.SZ,X600089.SH,X002180.SZ,X600566.SH,X002508.SZ,X002129.SZ,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.317458141713275,0,0,0,0.139250072942814,0,-0.030085599527353,0,0,0,0,0,0,0,0,-0.0911488172292379,0,0,0,0.0304417554253044,0.0527809199253219,0,0,0,0,0,0,0.0404311372989731,0,0,0,0,0,0,0,0,0,-0.0457418192996628,0,0,0,-0.0137254752673071,0,0,0,0,0,0.0586383375833248,0,0,-0.0143490476497097,0.0389531930886336,0,0,0,-0.0327974773391368,0,0
X000858.SZ,0,0,0,0,0,0,0.100543692643203,0,0,0,0.140054653005555,0.083267908910194,0,0,0,0,0,0,0,0,0.136992797402014,0,0,0,-0.0152432381642672,0,0.0935994494994704,0,0,0,0,0,0,0,0,0,0,0,0,0.0401643099001633,0.0815194690920282,0,0.0479270568293729,0,0,0,0,0,0,0,0,-0.0354615162962322,0.010894745946232,0,0,0,-0.0310791745204231,0,0
X000651.SZ,0,0.102865806493654,0,0,0,0,0.230569898665859,0,0,0,0.23294120103036,0,0,0,0.119729914773037,0,0,0,0,0,0,0,-0.109586596573401,0.0135338688630473,0,0,0,0.0179732486609651,0,0,0,0,-0.0432293299728191,0,0,0,0,0,0,0.0208862436577983,0,0,0,0,0,0,0,0,0,0,0,0.00106906704874184,0.0315805460833373,0,0,0,0,0,0
X600104.SH,0,0,0.117170405132194,0,0,0,0,0,0,0,0.0488319789144643,0.0577043169058435,0,0.101587537346679,0.195362162263062,0,0,0,0,0,0,0,0,0.107732615100547,0.118751258447916,0,0,0,0,0,0,0,0,0,0,0,0.0654323694330965,0,0.0418278329434495,0,0,0,0,0,0,0,0,0,0,0.0168811839464689,0,-0.0220300661106788,-0.0290758523050866,0,0,0,0.031686292168923,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0703169687389991,0,0,0,0.0311591799662608,0.0302237138229971,0,0,0,0,0,0.070064402227716,0,0,0.243045183800142,0,0,0.0873004543837407,0,0,0,0,0,0,0,0,0,0,0,0,0.0177544120020377,0,0,0,0,0,0,0,0.0777499842889905,0,0,0,-0.0298462335773168,0.0372863531895763,0,0,0,0,0,0
X600276.SH,0.0609201403603327,0,0,0,0,0,0.107302955149499,0,0,0,0,0,0,-0.46061564470024,0,0,0.299505791530191,0,-0.0621188184766397,0,0,0,0.438763431272,0,0,0,0,0,0,0,0.113495273581515,0,0,0,0,0,0,0,0,0.060076201127877,0,0,0,0,0,0,0,0.0168248604832093,0,0,0,0,0.0655074767672867,0,0,0,0,0,0
X002304.SZ,0,0,0.0453756733840541,0,0,0,0,0,0,0.0462550372949269,0,0,0.469727953587933,0.0895575685489971,0,0,0,0.185564432408869,0,0,0,0,0,0,0,0,0,0,0,0,0.0150923125274351,0,0,0,0.0375753649952972,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0360750728495799,0,0,0,0,0,0,0,0,0,0,-0.0314315254737569,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.056619607757924,0.125091334643133,0,0,0,0.160974232193807,0,0,0,0,0.186954294728276,0.103410548549435,0,0,0,0,0,0,0,0,0,0,0,0.0742125514457862,0,0,0,0,0,0,0,0,0,0.0154911791239466,0.0754356905296165,0,0,0,0,0,0.104906336024937,0,0,-0.0380499529921936,0.0271614703402648,0,0,0,0.0459038489164585,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0779344567105109,0,0,0,0,0,0.100642926905372,0,0.517226124895494,0.00384639233548592,0.0963035253505826,0,0,0.0430962764980407,0,0.0741629633950055,0,0,0,0,0,0,0,0,0.0923246529429562,0,-0.0172874864866348,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0916020417703479,0,0,0,0,0,0,0.166115443905163,0,0.0824636750887115,0,0,0,0,0,0,0,0,0,0.0202632296754595,0,0,0,0.214994955020974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249316938545131,0,0,0,0.0932591331065079,0,0.0788693342920564,0,0,-0.0168179975092229,0,0,0,0,-0.041641325496504,0,0
