,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X300003.SZ,X600183.SH,X002241.SZ,X300014.SZ,X000596.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X300142.SZ,X002463.SZ,X002456.SZ,X002129.SZ,X002414.SZ,X300136.SZ,X600271.SH,X002179.SZ,X600118.SH,X000066.SZ,X600498.SH,X002180.SZ,X600584.SH,X002008.SZ,X600487.SH,X002223.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.102167755546131,0,0,0,0,0.244772601371184,0,0,0,0,0,0,0.207926759714173,0.112188271431334,-0.152397678850941,0,0.0697899094056836,0.0549397138940483,0,0,-0.12940268391979,0,0,0,0,0,0.181244383359,0,0,0.1046123722079,-0.0198943123265072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321016746488725,0,0,0,-0.066295139586319,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0348439614992326,0,0,0.0417706310003377,0,0.497605237454349,0,0.0355691716983486,0,0,-3.46944695195361e-18,0.0531412035748544,0,0,0,0.0335930907514673,0.115764923775516,0,0,0,0,0,0.0287622396201136,0,0,0,0,0,0,0,0.0450273191032365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339412653494515,0,0
X600276.SH,0.0889366254497329,0,0,0,0,0,0,0,0,0,0,0,0.0117096012981213,0,0,0.0612170540061505,0,0,0,0.239814025426057,0,0,0.102175414271423,0,0,0.0432177387363518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116794744204435,0,0,0,0,0,0,0,0,0,0,0.00515646771612814,0,0,0,-0.0783314497765519,0,0
X000651.SZ,0,0.0573055217986582,0,0,0,0,0,0.0268968830171063,0.0673413070384401,0,0,0.0902295796820135,0,0,0.243388653679703,0,0,0,0.0400233874586145,0,0,0,0,0.0128652490655154,0.0458691042986453,0,0,0,0,0,0,0,0,0,0,0,0.00497089871304357,0,0,0,0,0,0,0.0145278029371561,0.0419710200092095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0123198945743312,0,0,0,0,0,0,0,0.00129696153291411,0,0,0,0,0.0407473032778421,0.0735913200914961,0,0.0432777250293044,0.44030255571509,0,0,0.209537640961053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.242469117240798,0,0.0637111217218581,0.110305378658015,0,0,0,0,0.0127734024183224,0.0178627646239697,0,0,0,0,0,0,0,0,0,0.103997362138858,0,0.0997496271658982,0,0.0382675219186418,0,0,0,0,0,0,0,0,0.0396560059617659,0,0,0,0,-0.0594171457429364,0,0,0.00978052792532635,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.109252623675789,0,0,0,0,0,0,0.135743042632984,0,0,0.0283529907735737,0,0.0548323328757746,0.112032910583454,0,0,0,0,0,0,0.19381257893143,0,0,0,0,0.0303326054846515,0,0,0,0.0355849666040474,0,0,0,0.0186211603797577,0,0
X002475.SZ,0,0,0,0,0.0640217252499765,0,0,0,0,0,0,0,0,0,0.0495634969641531,0.0766101912364331,0,0,0,0,0,0,0.374769002369452,0,0.0807355258705207,0,0,0,0,-0.00981891254332656,0,0,0,0,0,0,0,0,0.181370035569905,0,0,0,0,0,0,0,0.0712450561175604,0,0.0902693965514756,0,0,0,0.0157291167751354,0,0,0,0.0372562850355879,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0913412015321917,0,0,0,0,0,0,0.0953786909992135,0,0.40478050805644,0,0,0,0,0.0151979772576817,0.00878709005421324,0,0,0,0,0,0,0,0,0.070796453785153,0,0,0,0,0.127277763042095,0,0,0,0,0.0327855845823535,0,0,0,0,0,0,0,0,-0.00114764066820584,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0638147180568179,0.0793763374683382,0,0,0,0,0.141770208101339,0,0,0,0,0,0,0,0,0,0,0.0145233338756315,0,0,0,0,0,0,0,0,0,0,0.0524433015341686,0,0,0,0,0,0,0.137078241287743,0,0.127918146961494,0,0,0.182874199390255,-0.00805569709518454,0,0,0,0,0,0,0,0.0548642678351511,0,0
