,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300003.SZ,X600089.SH,X600177.SH,X300136.SZ,X600271.SH,X002085.SZ,X600522.SH,X002294.SZ,X000157.SZ,X002007.SZ,X002008.SZ,X600118.SH,X600809.SH,X600487.SH,X600566.SH,X600699.SH,X600867.SH,X002074.SZ,X600372.SH,X000559.SZ,X000623.SZ,X000596.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.0172205437584357,0,0,0,0.133515993082874,0,0,0,0,0.00201950024557051,0,-0.0501379799960311,0,0,0,0,0,0,-0.0186884778583145,0,0.113616832208929,0,0,-7.4318719172857e-05,0.205629933288043,0,0,0,0,0,0,0.122767169401104,0.0242085820426479,0,0,0,0,8.67361737988404e-19,0,0,0.351960545314874,0.0883918576508402,0,0.0121704185750946,-0.0235585211613559,0,0,0,0,0,0
X600104.SH,0,0,0,0.165406242070164,0,0,0,0,0.188335191250497,0,0,0.395301613973475,0,0,0,0,-0.179958879107334,0,0,0,0,0,0,0.0627150129951918,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0638375650961826,0,0,0,0,0,0,-0.0322234075962773,0,-0.310272593919495,0.00426470920652171,-0.0318601563850971,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.25110237163252,0,0.0685731177045874,0,0,0.0861001443225361,0,0.0558496368804529,0.0585745444474219,0,0.272878502806656,0.119637350939687,0,0,0,0,0,0,0,0.139003651288338,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741818473676768,-0.00666253575858214,0,-0.191785881240156,0,0,0,-0.196514320992857,0,0,0,0,0.0126227340605778,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0909792405763178,0,0.209893075615759,0.139405645210919,0,0,0.0982025516177301,0,0.0550762195857167,0,0,0,0.0451935183059647,0,0,0,0,0.128432564963192,0,0,0,0,0.00697415792928043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633710652217115,0,0,0,0,0,-0.0173442872071044,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0343182236040128,0,0,0.0157928856318403,0,0,0,0,0,0.615409691904522,0,0.0505764403054404,0,0,0,0,0,0,0,0.0946634514567493,0,0,0,0,0,0.0095831270945301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.129987326508212,0.0731679333281285,0,0.0619199955734439,0,0,0,0,0,0,0.125895331857115,0,0,0,0,0,-0.147679833648329,0,0,0,0,0,0,0,0,0,0,0,-0.177260469286808,0,0,0,0,0,0,-0.0121764354382684,0,0,0,0,0,0,0,-0.108118682732388,0,0.0325836374729161,0,0,0,0.0063021425971115,0,0,0,0,0,0
X000725.SZ,0.0465733636019855,0,0.184417389515968,0,0,0,0,0,0,0,0,0,0.16435525826523,0,-0.00770500198117125,-0.244282431882387,0,0,0,0.196282124265333,0,0,0,0,0,0,0.153337143491055,0,0,0.460280653874194,0.291895812376651,0,0,0,0,0,0,1.73472347597681e-18,0.036321494224329,0,0,0.0937815202467396,0,0.184557667043001,0,0,0,0,0,8.67361737988404e-19,0.0481927458384677,0,0,0,0,0,0
X002304.SZ,0,0.016542658472745,0,0,0,0,0,0,0.483583752858427,0,-0.143820429571826,0.12200653520792,0,0,0,0,0,0,0,0,0,0,0.128847600366348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413674512932436,0,0,0,0,0,-0.168632023009394,0,0,0.774568727428766,-0.270791068164056,0,-0.000603583894780724,0.0156702900107937,0,0,0,0,0,0
X600690.SH,0,0.31032076994282,0,0.110757850208161,0,0,0,0,0,0,0,0.304342145431332,0,0,0.157895565149047,-0.0396397671394091,0,0,0,0,0,0,0,0,0,-0.135027833106204,0,0,0,0,0,0.000121186524142396,0.0164320772951498,0,0,0,0,0,0,0,0,0,0,-0.0860903533207991,0,0,0.0295161723826039,0.0333013111084811,0,0.0227451304252967,-0.00256155313834807,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0208341291174238,0,-0.0469412666144033,0,0.0892061833885502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159645422228709,0.0148919398287635,0,0,0,0,0,0,-0.0248966021185473,0,0,0,0,0,0.0489695271112556,0,0,0,0,0,0,0,-0.0168334431516349,0.330734480728777,0,-0.016801237781709,0,0,0,0,0,0,0
X600703.SH,0,0,0.0781080212516809,0,0,0,0.0823967956249404,0,0,0.086725618722525,0,0,0,0,0,0,0.040343617450416,0,0,0,0.102063719053904,0,0,0,0,0,0,0,0.0289607732611131,0,0,0,0,0,0,0,0,0,0.186619494509014,0,0,0,-0.055850827444404,-0.0445637975521524,0,0,0,0,0.0031018413426948,0.0112946852797163,-0.00183390919480712,0,0,0,0,0,0
X600741.SH,0,0.412755726024707,0,0,0.0780207450623956,0,0,0.06043341179207,0.11035399257993,0.052993921899964,0,0,0,0,0.14462820753304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124054776852127,0,0,0,0,0,0,0,0,0,0.0621914624022705,0.00527151441662574,0,0,0,0,0,0,0,0,0,-0.00646009444545031,0.0179103567357439,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.750851575987092,0,0,0,0,0,-0.0139923784983875,0,0,0,0,0.0151964022268002,0,0,0,0,0,0,0,0.036568076869178,0,0,0,0,0,0,0,0.0211690796518779,0,0,0,0,0,0,0,0,0,0,0.00567952563253919,0,0,0,0.083774151909648,0,0,0.0122600789374911,-0.00635885905104058,0,0,0,0,0,0
X000625.SZ,0,4.33680868994202e-19,0,0.0758935976040505,0,0,0,0,0,0,0,0.228523252899025,0,0,0,0,0,0,0.409372518318024,0,-0.243164779344858,0,0,0,0.0157997763836874,0,0,0,0,0,-0.0151513846985185,0,0,0,0,0,0,0,0,0,0,0,0.219948490581871,0,0,0,-0.0215198469446628,0,0,-0.0016214430836645,0.0341435756136805,0,0,0,0,0,0
