,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X000568.SZ,X003816.SZ,X002371.SZ,X000725.SZ,X600104.SH,X300124.SZ,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002463.SZ,X002241.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X600372.SH,X000977.SZ,X000157.SZ,X002028.SZ,X002049.SZ,X600839.SH,X002236.SZ,X600066.SH,X600522.SH,X002129.SZ,X600741.SH,X600183.SH,X600460.SH,X601877.SH,X000661.SZ,X600487.SH,X002456.SZ,X000800.SZ,X002074.SZ,X000921.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.49304634743361,0,0,0,0,0,0.0405311080075973,0,0,0,0,0,-0.0190712377058068,0,0,0,0.111696153500914,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00505272959567656,0,0,0,0,0,0,0,0.0394427405457465,-0.136592604611813,-0.0387156419528408,0,0,0,0,0
X000858.SZ,0.314215146736125,0,0,0.0115276817312391,0,0,0,0.494165831751615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120502263000609,0,0,0,0,0,-8.67361737988404e-19,0.15836192556242,0,0.0204005043440511,0,0,0,0,0,0,0,0,0,0,0.0752296092565128,0,0,0.0553136368722946,0,0,0,0.00511404378339558,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.059771228267161,0,0,0,0,0,0,0,0,0.0489997314782011,0,0,0,0.0305175785300188,0,0,0.116958036377456,0.702414211490435,0,0,0.0562469178972516,0,0,0,0,0,0,-0.0243116439821361,0,0.00647685298420525,0,0,0,0,-0.0306499647188536,0,0,0.125339636144821,0.0116730239362902,0,0,0,0,0,0,-0.0431323506530479,0,0,0,0,0,0
X600276.SH,0,0.282850036923411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133915613615096,0,0,-0.13046423846389,0,0,0,0.103915737243678,0,0,-1.73472347597681e-18,0,0,0.0621067681340985,0.111194989814435,0,-0.112814670127959,0,0,0.480670336303283,0,0,0,0,0,0.184036908290706,0,0.0932451063720197,-0.227195406691838,0,0,0,0.0163497765052974,0,0
X600690.SH,0,0,0,0,0,0,0.308020823426709,0,0,0,0,0,0,0,0,0,0,0,0.0906286977273469,0,0.0258924112086744,0,0,0,0,0.1508716064155,0,0,0,0,0,0,0.00921614209679729,0,0,0,0,0,0,0,0,0,0,0,0.0309049651826818,0,0,0,0.180692461543545,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.0209920531929741,0,0,0,0.117525095520201,0,0,0.0274407254734731,0,0,0,0,0,0,0.0646120593539077,0,0,0,0,-2.16840434497101e-19,0.115764825987002,0,0,0,0,0,0,0,0,0,0,0,0,0.0185435762915373,-0.0556909902072178,0,0,0,0.134202367576559,0,0,0.0965898315995783,0,0.0295670319388842,0,0.115698526002872,0,0,0,0.0628792362425615,0,-0.0175594787596552,0,0.0396797947139519,0,0,0,0,0
X000651.SZ,0,0,0,0,0.339498199908109,0,0,0,0,0,0,0,0,0.0774997634480766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576579002499188,0,0,-0.101838765425418,0,0,0,0.00482142030232749,0,0,0.104857095105282,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.244447616321074,0,0,0,0,0,0,0.360547349153373,0.145120073172743,0,0,0,0,0,0,0,0,0,0.26686954258262,0.0792147691887339,-0.0227681070918371,0,0,0,0.0930350860200831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045255396851568,0,0,-0.106800910934909,-0.0410924099773786,0,0,0,0,0,-0.00534654638644057,-0.0232222025502799,0,0,0,0,0,0
X000568.SZ,0.28353624308132,-1.73472347597681e-18,0,0,0,0,0,0.548568939101235,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.0846302068143913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171569103292875,0,0.0547905314419728,0,0,0,0,0,0,0,-0.0599295200787828,0,0,0,0,0,0,-0.0834860819285984,0,-0.0498175790757725,0,0,0,0,0
X003816.SZ,0,0,0,-0.120135288279014,-0.0343149306492918,0,0,0,0,0,0,0,0,0.0870179759381241,0,0,0.137523127997804,0,0.428066104918419,0,0,0,0,0,0,-0.000388959653964251,0,0,0,0.0599777718756114,0,0.254743178420828,-0.402000854990706,0,0,0,0,0,-0.0725092167324381,0,0.0451288818903854,0,0,0,0,0.00282092556852079,0,0,-0.403245021331451,0,0,0,0,0.0200589048617661,0,0,0,0,0
