,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002241.SZ,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X000100.SZ,X600118.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X000559.SZ,X002074.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002085.SZ,X002456.SZ,X000050.SZ,X002007.SZ,X002426.SZ,X002180.SZ,X002294.SZ,X002249.SZ,X600867.SH,X600089.SH,X002049.SZ,X600699.SH,X000869.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X600498.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.411878169679976,0,0,0,0,0,0.0147981986053695,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0368449445117844,0,0,0,0,0,0,0.141202223321253,0.0312982652747791,0,0,0.144101845659263,-0.0801923818275913,0.0235144096668128,0,0,-0.138352599271451,0,-0.0903940444647176,0,0,0,0,0,0,0,0,-0.097482657565198,0.102613524218951,0,0,0,0,0,0
X600104.SH,0.0364987803107785,0,0,0,0.0922030512703193,0,0,0.149997463320065,0,0,0,0.0144245412000242,0,0,0.00855555969955956,0,0,0,0,0,4.33680868994202e-19,0.0205667908314913,0,0,0,-0.0141098401772562,0,0,0,0,0,0,0,0.0713210855128987,0,0,0,0,0,0,0,0,-0.00725610324380725,0,0,0,0,0,0,0.158099738957863,-0.0133910605008783,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.101725756229434,0,0,0,0,0,0,0,0,0,0,0,0,0.12901368474768,0,0,0.102412770488883,0.0243315762576777,0,0.0860037172769629,0,0,0,0.019867202468163,0,0,0.0254699788312479,0,0.0114127635241806,0,0,0,0,0,0.0328295416193952,0,0,0.0115258695085793,-8.67361737988404e-19,0,0,0,0.0449828504205097,0,0,0,0,0.0294274182514173,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.212773091747338,0,0,0,0,0.23307827409997,0.0153237893179055,0.0323293466264234,0,0,0.0667037403707655,0.00285545791529894,0,0,0,0,0,0,0,-0.0303160000986,0,0.0875880558611247,0,0,0,0,0,0,0,8.67361737988404e-19,0.0358955055865282,0.0433019899359723,-0.0420040253034111,0,0,0,0,0,0,0,0,0,0,0.0216124114904438,0,0,0,-0.0235665731683909,0,0,0,0,0,0
X002304.SZ,0,0,0,0.754751476312379,0,0,0,0,0,0,0,0,0,0,-0.0399147753477087,0.300457629009376,0,0,0,0,0,0,0,0,0,-0.0127113787013477,0.0879414601497301,0.0326687705468003,0,0,3.46944695195361e-18,0,0,-0.0346517972618564,0,0,-0.0739637374770773,0,0,0,0,0.020438258548325,0,0,0,3.46944695195361e-18,3.46944695195361e-18,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,-0.00555317873102384,0,0,0,0,0,0,0,0,0.0858336700348351,-0.0125985964028016,0,0,0.0673194437344102,0,0,0,0,0,0,0,0,0,0.0148639930839404,0,0,0.110366073202054,0,0,0,0,0,0.103745421712979,0,0,0,-0.0276346257361549,0,0,0,0,0.0127073452974351,0,0,0,0,0,0,0,0,-0.0126974370191225,0,0.110150030761919,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0311929601837125,0,0,0,0,0,0.0541413558434773,0,0,0,0,-0.0317289759426828,0.222188552355801,0,0.012390702639278,0,0,0,0.160117912978973,0,0,0,0,0,0,0.0780825083814296,0,0,0.0324740733384042,0.0215584677260061,0.0398400967554111,0,0,0,0,0,0,0,0,0,0.122304251408527,0.0231215355665483,0,0,0,0,0,0.00397677833014484,0,0,0,0,0,0
X000625.SZ,0,0,0,0.238366996243333,0,0,0,0,0.0195069085319904,0,0,0.228388564425205,0,0,0,0,0,0,0,0,0,0.0834688319328541,-0.343252505185643,0,0,0.145762499324041,0,0,0,0,0,0,0,0.14575429841176,0,0.102534795884669,0,0,0.0305274551922518,0,0,0.14900115227818,0,0,0,0,0,-0.343414502537413,0.135883178536538,0,0.0540683260447385,0.033087586777731,0,0,0,0,0,0
X000063.SZ,0,0,0,-4.33680868994202e-19,0.320661328347937,0,0,0.27381285218687,0,0,0,0,0,0,0,0,0,0,0.0843695778601519,0.134627496427409,0,0.125668856660898,0,0,0.140755980337901,0,0,0,0,0,0,0,0,0,0,0,0.0550788786964215,0,0,0,0,0.0703804827147496,0,0,0,0,0,0,0,0,-0.0968858692374315,-0.0264053237687359,0,0.00389289674406193,0,0,0,0
X600690.SH,0,0,0,0.204866772955085,0,0,0,0,0.048038463240108,0,0,0,0,0,0,-0.124994252511366,0,0,0,0,0.02478596631774,0,0.102630313106892,0,0,-0.0144826120209008,0,0,0,0,0,0,0.0258123899400638,0.0376706890250142,0.0157017448450367,0,0.025726852371391,0,0,0,0,0,0,0.0364539373416077,0,0.0520333781958826,0.0964109694979669,0,0,0,0,0.00197719187710061,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304588965250567,0,0,0,0,-0.0197365267543612,0.00344901896111867,-0.115938111299822,0,0,0,0,0.126101284732839,0,0.0594285729336156,0.0676468420036541,0,0,0,0,0,0.154330284759879,-0.136464147643734,0,0.0661450271505668,0,0,0,0,0,-0.0479959173323343,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.161596614120827,0,0,0,0.22010862678662,0,0,0,0.173919665644592,0.193175876743535,0,0,0.0156615377851442,0,0.0804857651832136,0.0378330503992821,0,0.0245107213481532,0,0,0,0,0,0,0,0,0.00789441788639996,1.35525271560688e-20,0,0.131877432294324,0.0388309731368669,0,0,0,0,0,0.106922052212089,0,0,0,0,0,0,0,0.0178791734352325,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0340678026170284,0.0477781657927704,0,0,0,0,0,0,0,0,0,0.031386352825562,0,0,0,0,0,0,0,0.115168313053838,0,0,0,0,0,0,0,0,0,0.124798059420561,0.114269214134524,0,0.0505678107299245,0.0395991933323439,0,0,0,0,0.0780827281839267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.450048553804618,0,0,0,0,-0.0530489760500479,0,0,0,0,0,0,0.0570992030319927,0,0,0.0548853269503569,0,0,0,0,0,0,0,0,0,0,-0.00947538515350528,0.0560640763826475,0.00411316635064265,-0.068242381716337,-0.0741456807847198,0,0,0,0,0,0.162414066013811,-0.018165855288307,0,0,0,0,0,-0.284440969659718,0,0.0177594891424115,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.180965086622793,0,0,0,0,0,0,0.407901006620779,0,0,0.069660864357028,0,0,0.00773816179191876,0,0,0,0,0,0,0,0.040594014684886,0,0,0.0435888074989675,0,0,0,0,0.125580518308719,0,0,0,0,0,0.128024183565003,0,0,-0.0720121202054915,0.0241016882982752,0.151065771468787,0,0,0,0,0
X000568.SZ,0,0,0,0,0.156809395175254,0,0,0,0,0,0,0,0,0,0,0,-0.0730107040196032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113633036909214,0,0,0,0,0,0.0105508320567219,0,0,0.177754088020579,-0.126099784966942,0,-0.0692347004088296,-3.46944695195361e-18,0.164568119594718,0,0.200020669254981,0,0,0,0,0,0,0.14959119570195,0,0
