,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X002475.SZ,X600809.SH,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X600460.SH,X600702.SH,X300142.SZ,X300003.SZ,X300146.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.207610489992836,0.161334829621112,0,0.0983892011703362,-0.0548737885494238,0,0.0254484933160772,0,0,0,0,0,0.0422382047911448,0,0,0,0,0,0,0.0128111751056881,0,0,0,0,0.0208953395121032,0,-0.0386923524760711,0,-0.0310365706855989,-0.0558798672618895,0,0,0,0,0,0,0,0.0182130221005096,0,0,0,0.0548076202195863,0,0,0.0433749549984961,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0663460850678569,0,0.341721412070043,0,0,0,0.0442239089318029,0,0,0,0,0,0,0,0,0,0.140206501451851,0,0,0,0,0,0,0,0,0.00474759256205573,0,0,0,-0.0225874606073864,0,0,0,0,0,0,0,0,0,0,0.0426067723531035,0,0.131070367376601,0,0,0,0,0,0,-0.0242843170428637,0,-0.0325414235655035,-0.00184840782807746,0,0,0,0,0,0
X000568.SZ,0,0.566761166917431,0,0,0,0,0,0,-0.0715071497771056,0,0,0,0,0,0,0,0,-0.0697212543878873,0.0214936380270412,0,0,0,0,0,-0.0451687033226524,0,0,-0.0154884563934895,0,0.0163837822777351,0,0,0,0,0,0,0,0,0,0,0,-0.00526810210905981,0.292996354215868,0,0,0,0,0,0,0,0,0.0334830445423527,-0.0802271318241793,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00654426517701381,0,0,0,0,-0.143972314728448,0,0,0,-0.141165713271321,0,0,0.305422913977034,0,-0.0268221892047169,0,0.213144175971361,-0.00198714330010999,0,0,0,0.320062978662498,0,0,0,0,0,0,-0.108809932154412,0.177135406422957,0,0,0.0766504147041303,0,0,0,0,0.108840475136496,-0.112008992716588,0,0,-0.0358689612129637,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.134177795911113,0,-0.0929098967207508,0,0.0910864521455698,0,0,0,0,0,0,0,0.0106671626247029,0,0.13500375908193,0,0,0,0,0,0,-0.134538496508808,0.124934511265589,0,0,0,0.0745834924639532,0,0,0,0,0,0,0.0141661333140653,0,0.0337544754610608,0,0,0,0,0,0,0,-0.335665051397501,0,0,0.170122025771975,0,0,0.0298800356368559,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0785257296263578,0,0,0,0.00571526889628797,0,0,0,0,0,0,0,0,0,0.0544008007339596,0,0,0,0,0,0,0,0,0,0,0,0.0302451978819074,0.697496633484086,0,0,0,0,0.177633389717365,-0.0779104927991079,0,0,0,-0.108096205345536,0,0,0,0,-0.193549609958461,0,0,0,0.108863395710666,0,0,-0.0377163516445435,0,0,0,0,0,0
X600809.SH,0,0.23083273812784,0,0,0,0,0,0,8.67361737988404e-19,0.0594596195958192,0.00992179438941568,0,0,0,0,0,0,0,0,-0.0158806794706907,0,0,0,0,0.0213706127458141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884849835333015,-0.100732291794054,0,0,0,0,0,-0.371104635333416,0,0.0328672149760665,0.52988038533959,0,0.0756384957864019,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.191493817693931,0,0,0,0,0.213657292511343,0.547233516101689,0,0,0,0,0,4.33680868994202e-19,0,-0.376543325320617,0.0950650651375124,0,0,0,0,0,0,0,0.0312574207078069,0.0254821602046188,-0.00283794601204014,0,0,0,0,0.0339958474158443,0,0.0311253607137366,0,0,0,-0.0717995829107443,0,0,0,0,0,-0.0412716632833046,0,0,0,0.177105565052711,0.105164256256306,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0334835828896784,0,0,0,0,0,0,0,0.209024324513934,0,0,0,0,-0.0882001383242842,0,0,0,0,0,0,-0.328321196411854,0,0.257982902967162,0,0.15268419986095,0,0,0,-0.431180060467063,0,0,0,0.362956364713901,0,0,0.0650753285310452,0,0.0946882048684055,0,0,0,0,0,0,0,0.0184630795376586,0.143303933231001,-0.0854627705599261,-0.128652933300254,0,0,0,0,0
X000651.SZ,0,0,0.0800581180698468,0,0,0,0,0,0.277298288357307,0,0,0.0816187301502604,0,0,0,0,0,0,0,0,0,-0.447888602568724,0,0,0,0,0,-0.000708766615834102,0.0802250591837178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452933502365172,0,0,0,0,0,0,0,0,0.0188228909919936,0,0,0,0,0,0,0
