,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X002180.SZ,X601877.SH,X300142.SZ,X002074.SZ,X000733.SZ,X600884.SH,X600741.SH,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600563.SH,X600418.SH,X601799.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.285178896946827,0,0,0,0,0,0,0,0,0,-0.037960127290943,0,0,0,0,-0.0214152845969603,0,0,0,0,0,0,0,0,0.018700197381505,0.015328677640204,0,0,0,0,0.0723074433238656,0,0,0.0612399679187556,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0214214563567778,0,0,-0.0281056427705308,0,0,0,0.00847383177132871,0,0,0,-0.00481577165145348,0,0
X000858.SZ,0,0,0.226187487868513,0,0,0,0,0,0,0,0,0.103492079126126,0,0,0,0,0,0,0,0,0,0.030377528338463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2206086936021,0,0,0,0,0.0364290417243837,0,-0.03626972237065,0,0.0269983504321167,-0.00248613175148628,0,-0.0150426523338502,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.286850191699837,0,0,0,0,0,0,0,0,0,-0.0510092804490049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160583161312625,0,0,0,0,0.167132974726686,0,0,-0.0405253810293068,0,0,-0.169203108841755,0,0,0.0036458145357613,0,0,0,0,0,-0.00870961280076806,0,0
X000568.SZ,0,0.129418300817146,0.0283153745830774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361751501712252,0,0,0.024658467013786,0,0,0,0,0.0296339937427096,0,0,0,0,0,0,0,0,0,0.381319396404852,0,0,0.0867544771555398,0,0,-0.0106409111756634,0,0,0,0,0,0,0,0,0,0,0,-0.0247483536380297,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.06155574275881,0,0,0,0,0.0638374430967263,0,0,0,0,0,0,0,0,0.0200741757675769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670248454585825,0,0.050987519490208,0.0134355904082382,0.432674615808641,0,0,-0.120847985730136,0,0,0,0,0,0,-0.0823350942036145,0,0,0,0.0226818153158619,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462571685405135,0,0,0.590043920648744,0,0,0,0,0,0,0.0179842719847202,0,0,-0.175171696559117,0,0,0,0,0,0,0,0,0.0705964417398022,0.186590058709469,0,0,0.0448108341243655,0,0,0,0,0.0314959403299154,0,-0.0673111576481261,-0.0750490835478251,0,0,0,-0.0210722181909448,0,0
X002304.SZ,0,0,0,0.0738343876540544,0,0.0507487301843504,0,0,0.0589757075176829,0,0,0,0,0,0,0,0,0,0,0,0.024391004051964,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.127034990979387,0,0,0,0,0.21011574199802,0,0,0,0,0.0740294201824204,0.00357540020029806,0,0,0,-0.0398052029174161,0,0,0,-0.00124103118749909,0,0,0,-0.00622444627417041,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0662808726465587,0,0,0,0,-0.34355708013375,0,0,0,0,0,0,0,0.690706850010375,0,0,0,0,0,0,0,0.0234040979932394,-0.0592826525303459,0.0370758291201689,0,0,-0.135658126666232,0.26107814954924,0,0,0,0,0,0,-0.0650962201900171,0.0133513600075181,0,-0.0248400794849634,0,-0.0761487285568188,0,0.0562928985804782,0.0927473630681633,0,0,0,0.0532602685501267,0,0
X600690.SH,0,0,0,0,0,0.0606073876071459,0,0,0,0,-0.0434085914812664,0,0,0,0,0,0,0,0.121029546043207,0,0,0.0752546716947469,0.0954198160947509,0,0,0,0,0.0501676065604954,0,0,-0.045568459611151,0,0,0,0,0.137593033563072,0,0.0106293670349603,0,0,0.0202133595013288,0,0.1618268195091,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.000802126710380474,0,0
X600104.SH,0,0,0,0,0.145457721462357,0,0,0,0,0,0.109046470415827,0,-0.0812887284147621,0,0.0985934895903262,0,0,0,0,0,0,0,0,0.102978926682542,0,0,0,0,0,0,0,0,0,0,0,0.270576105164057,0,0,0.029909695090747,0,0,0,0,-0.0801867181033406,0.0961368923221422,0,0,0,0.0963811709351765,0.111956772158864,0,0.0231691782913211,-0.0202092551951022,0,0,0,0,0,0
