,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000568.SZ,X600741.SH,X000338.SZ,X000063.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X600809.SH,X002456.SZ,X002008.SZ,X300124.SZ,X600867.SH,X000596.SZ,X600487.SH,X000100.SZ,X000625.SZ,X600566.SH,X600066.SH,X000661.SZ,X000977.SZ,X002294.SZ,X600498.SH,X000157.SZ,X300142.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X000981.SZ,X002007.SZ,X002241.SZ,X300146.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X600522.SH,X600779.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.386829699036334,0,0,0,0,0,0,0,0,0.040153027650219,0,0,0,0.0468630642726794,0,0,0,0,0,0.0036038330820047,0,0,0,0,0,0,0,0,0.049783614139296,0,0,4.33680868994202e-19,0,3.46944695195361e-18,0,0.0679723631894177,0,0,0,0.0572122011367944,0,0,0,0,0,-2.71050543121376e-20,0,0,0.0037027102453705,0,0,0,0,0,0,0
X600104.SH,0,0,0.04807276054069,0,0.0865543196236083,0,0,0,0,0,0.138657172426057,0,0,0.243217030558122,0.00390721036831476,0.0123198986681417,0,0,0,0,0,0,0,-0.0223851878487068,0.0259748385141527,0,0,0,0,0,0,0,0,0,0,0,-0.0593567694589426,0,0,-0.184654559644743,0,0.103063400747295,0,0,0,0,0,0,0,0,0.0245411554097394,0.0233516670749678,0.0464760801429952,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.241204452310087,0,0,0,0,0,0,0,-0.0928797838044928,-8.67361737988404e-19,0,0.182866609988207,0,0,0,0,0,0,0.0630281524274689,0,0,0,0,0,-0.0195573212471978,0.0874713852706483,0,0.121334794834404,0,0,0,0.0478820038758653,0,0,0,0,0,0,0.0450282285854514,0,0,0.0935840227698612,0,0.0959474081142446,0.0182396578311684,0.0401816070669198,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0766932250828959,0.307073574763481,0,0.116866730607681,0.0673856226145893,0,0,0,0.06954102531385,0,0,0,0,0.0807250189844105,0,0,0,0.119794186248788,0,0,0.151706634784009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100911753064141,0,0,0,0,0,0,0.00270018416716892,0,0,0.0132192273481366,-0.01604774172894,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.324469742868524,0,0.0971542249631146,0,0,0,0.0885818364857381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770936908325614,0,0,0,0,0,0,0,0,0,0,-0.088131117129531,0,0,0,0,0,6.93889390390723e-18,0.126287133025555,0,0,-0.00435793387499053,0.0192497950538118,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112574209534005,0,0,0,0,0,0,0,0.0980156489985766,0,0.0124969939588032,0.0909316404453758,0,0,0.0174094893952291,0.119502037309056,0.348767834705718,0,0.16790999076351,0,0,0,0,0,0,0,0,0,0.109397858907178,0,0,0,0,0.024397915410846,0,0,0.013721937490013,0.0277103091609253,0,0,0,0,0,0
X002304.SZ,0,0,0,0.431395110671598,0,0,0,0,0,0,0,0,0.0416647108781905,0,0,-0.0520323051850009,0.117813149623879,0,0,0.124891355918708,0.413810301234908,0,0,0.0201246967761686,0,0,0,0,0,0,0,0,0,0.049719752239113,0,0,-0.163447086148435,0,0,0,0,0,0,-0.134954941752986,0,0,0,0,0,0,0,0.0153286884765811,0.020478826654871,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441446738976896,0,0,0,0,0,0,0,0,0,0.201652195468917,0,0,0,0,0.0195935401913768,0,0,0,0.0153274823761532,0,1.73472347597681e-18,0,0.1966015085691,0,0.0704036297939106,-0.149808307473821,0.021523394650545,0,0.123498013108132,0.166155159253531,0,0,0,0.00125944411940583,4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0.375102949934982,0.208479169505312,0,0,0,0,0,0,0,0,0,0,-0.0722287359360993,0,0,0.0454534744080657,0,0,0.0839656353217403,0,0,0.104181416517095,0,0,0,0,0,0,0,-0.135121788231552,0,0,0,0,0.168628527346451,0,0,0,0,0,0,0,0.114742389198717,0,0,-0.00170531425292936,0,0,0.00109295330268593,0.0151336416912448,0,0,0,0,0,0
X002475.SZ,0,0.151674796519961,0,0,0,0.144735399107546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554106318595476,0,0.141699959309551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478987104264776,0,0,0.105155481574001,0,0.0481461828194902,-0.0948500089725451,0,0,0,0,0,0,0.0132845936764551,0,0,0,0,0.0749368116638719,0,0
