,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X002371.SZ,X300124.SZ,X600703.SH,X000338.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000625.SZ,X002129.SZ,X000661.SZ,X601877.SH,X002179.SZ,X002074.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X601799.SH,X600522.SH,X002414.SZ,X002180.SZ,X600884.SH,X000733.SZ,X600584.SH,X600183.SH,X002007.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.490410505319346,0,0.0198491244940432,0.0627771150377453,0,0,0,0,0,0,0,0,-0.142369523578097,0,0,0,0,0,0,0,0.00195590004947849,0,0,0,0,0,0,0,0,0,0,0,0,0.0510641153704544,0.0115219210582171,0,0,0,0,0,0,0,0.017335715574676,0,0,0,0,0,0,0,0,-0.00328939400819178,0,0,0,-0.00584655283817062,0,0
X000858.SZ,0,0,0,0.381027101217485,0.0939061144739079,0,0,0,0,0.120693643971985,0,0,0,0,0,0,0,0.0388519887302792,0,0,0,0,0,0,0,0.200217390206723,0,0,0,0.0443769306531599,0,0,0,0,0.111513902483243,0,0,0,0,0.0307228588225983,-0.00632784799562778,0,0,0,0,0,0,0,0,0,0,-0.0127894965007503,0.00271582101855611,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0183110142778238,0,0.109212060375487,0.280226650769093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641383669014153,0,0,-0.00261584058999808,0,0.00663984983848498,0,0,0.066257905109724,-0.0476567091685757,0,0,0,0,0,0,0.0806896972610151,-0.152404281071599,0,0,0,0,0,0,0,0,0,0.00456006078810795,0,0,0,0,0,0
X600809.SH,0,0.143591964992692,0,0,0,0.0573406166124335,0,0,0.107351570370248,-0.0206705775694033,0,0,0,0,-0.0470366902916056,0,0,0,0,0,0,0,0,0,0,0.156940046252027,0,-0.107036142381202,0,0,-0.169379626778421,0.106564208960849,0,0,0,0.398217511025109,0,0,0,0,0,0,-0.104375446392768,0.0192692036821412,0,0,0,0,0,0,0,0,-0.0773604612062628,0,0,0,0,0,0
X000568.SZ,0,0,0,0.171016675999314,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0102040677203478,0,0.0484704339951292,0,0,0,0,0.492684402426278,-0.0668898300835751,0,0,0.0356868744316785,0,0,0,0,0,0,0,0,0,0,0,0.150546366635691,0,0,-0.111284707663176,-0.196911782555924,0,0,0,0,0,0,0,0,0,0,0.0216500205101647,0,0,0,0,0,0
X002475.SZ,0,0.238206689332897,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0920101980172207,0.181639110147059,0,0,0,0,0.00223835333268897,0,0,0,0,0,0,0,0,0.176598639977633,0,0,0,0,0,0,0,0,0,0.126384208771604,0,0,-0.0758063289272882,-0.0727832083386525,-1.73472347597681e-18,0,0,0,0,0,0.0208576791718151,-0.00247017450508953,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0937377387025941,0,0,0,0,0,0,0,0,0,0,0,0,0.018044504114985,0,0,0,0.139254742710018,-0.294217779804367,0,0.0282297947922363,0.137809912575596,0,0,0.00474044961683976,0,0,0,0,0,0,0.0305800784064714,0,0,-0.0594531179416394,0,0,0,0.195335046062931,-0.104250432176335,0,-0.0120228250783922,-0.00838653842881409,0.0182520527250166,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093087232705924,0.0439465808246495,0,0,0.0117137105334976,0,0,0,0,0,0.305386206235816,-0.119705255745563,0.0207964474599268,0,0,0,0,0,0,0,0,0,0,-0.0419559329835015,0,0,0.0163076879211692,0,0,0,0,0.0084961798214607,0.00224493464517554,0,0,0,0,0,0
X002304.SZ,0,0.295244994661212,0,0.202349172244366,0,0,0,0.229785153662981,0,0,0,0,-0.117902112499508,0,0,0,0,0,0,0,-0.0858570381276179,-3.46944695195361e-18,0,0.0605776812898415,0,0,0,0,0,0.0479787989636121,0,0,3.46944695195361e-18,0,0.0099265124765031,0,0.146720383447604,0.0569189875583307,0,0,-0.0387287588420795,0,0,0,0,0,0,0,0,0,0,0.0128383371400577,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.47651946748255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951613164325738,0,0,0,0,0,0.0530357310556322,0.0789109201682499,0,0.0366488245052412,0,0,0.08853395544581,0.0685044401282417,0,0,0,0,0,0,0,0,0,0.0631070769067129,-0.00498869030187553,0,0,0,0,0,0,0,0,0,0,-0.0438718405376802,0.122053365725097,0,0,0,0,0,0
