,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000625.SZ,X002241.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X600809.SH,X601877.SH,X300003.SZ,X002008.SZ,X002508.SZ,X600089.SH,X300136.SZ,X600177.SH,X002085.SZ,X600487.SH,X000157.SZ,X600271.SH,X002294.SZ,X600522.SH,X600118.SH,X600867.SH,X000981.SZ,X600372.SH,X300115.SZ,X600566.SH,X000050.SZ,X000559.SZ,X600699.SH,X002074.SZ,X000596.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0718755984489184,0,0.119106657464941,0.100484671697657,0,0,0,0.216246363243246,0,0,0,0,0,0,0,0,0,0,0,0.12907522817507,0,0.0575514715287421,0,0.02973131785239,0,0,0,0.0158917621966488,-0.0378945785645448,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964437652282983,0,0,0,-0.0021617055617726,-0.011508068706172,0,0,0,0,0,0
X600104.SH,0,0,0,0.116940065708421,0,-0.166862774795968,0,0,0,0.347577521578163,0,0,0.0477901043541538,0.26015973152068,0,0,-0.206815973731513,0,0,0,0.169871735851515,0,0,0,0,0.264769501651624,0,0,0,0,-0.110778796830819,0,0,0,0,0,0,-0.15225466921568,0,0,0,0,0.00114810137449926,0,-0.169943085831742,0,0.0222701620957213,0.0508048459131781,0,0,0.0189113745250404,-3.46944695195361e-18,1.73472347597681e-18,0,0,0,0,0
X002415.SZ,0,0,0,0,-4.33680868994202e-19,0,0,0.125097043969832,0,0.160260926614902,0,0.215247705675205,0.185815267714122,0,0.0911964145982856,0,0.108634478480905,0,0,0.000377512308606429,0.0234055977746547,0,0,0,0,0.0541816825481983,0.0210993132674456,0.157358372428696,0,0,0,0,0,0,0,0.0366020736325856,0,-0.134501375942572,0,0,0,0,0,0,0,-0.14638339000955,0,0,0,0,0,0.0571796741429067,0,0,0,0,0,0
X000651.SZ,0,0.107272091913504,0,0,0.226771256451784,0,0,0,0.0619015140992162,0.125054220193219,0,0,0.0962003398658018,0,0,0,0,0.0921079518958866,0,0,0,0,0,-0.0677800973191702,0,0,0,0,-0.0887446226648709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394065886389202,0,0,0,0,0,0.0209992886445661,-0.00886790561445583,0,0,0,0,0,0,0
X000858.SZ,0.0333819631421321,0,0.206412535555989,0.0721346173482765,0,0,0.156994473786012,0,0,0,0,0.252384833523972,0,0,0,0,0,0.0128550384055327,0,0,0.0426955403844219,0,0,0.0430384360542076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297311430716967,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.391227220072974,0,0,0,-0.00180621806115654,0.0124181702786686,0,0,0,0.00358664908627126,0,0,-0.0736254856143709,0.00481471402492106,0,0,0,0,0,0,-0.0675658945960564,0,0,-0.110282693135309,0,0,0,0,0,0,0,0,0,0,-0.0510495843763809,0,0,0,0,0.0146366473481582,0,0,0.107410847115146,0,0,-0.125938891708218,0.0195610436690154,-0.003085462462063,0,0,0,0,0,0
X002304.SZ,0,0.0170734328398754,0,0,0.361907035213782,0,0,-0.00768978587578861,0,0,0.00886172354507628,0.247538883126249,0,0.0672003258973108,0,0,0,0.0245867073020807,0,-0.100682826201818,0.154936594204113,0,0,0,0,0,-0.0187706329830814,0,0,0,0,0,0,0,0,0,0,0,-0.13067201269767,0,0,0,0,0,0,0,0,0,0,0,-0.0078475945200335,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0765418595074953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26470839237079,0,0,0,0,0.0560818093703003,0,0,0,0,0,0,0,0.256285029055504,0.0593400240574795,0,0,0.099763559306693,0,0,0,0,0,-0.158329175025224,0,0.192030203881277,0.0354505305375912,0.110105942658554,0,0,0,0,0.00114132603914577,-0.0196550147278188,0,0,0,0,0,0
X000063.SZ,0,0,0.14475328853056,0,0,0,0,0,0,0,0.0432450309743416,0,0.186678840065743,0.10068043945003,0,0,0.162563649279157,0,0.0747715542263896,0,0,0,0,0.106736201481385,0,0,0.0432302528521567,0,0,0,0,0,0.115711828665579,0,0,0,0,0,-0.019308758636813,0,0.115779839070691,0,0,0,0,0,0,0,0,0,-0.0229814251351057,0,0,0,0,-0.112586373822048,0,0
X600690.SH,0,0.0604966269208389,0,0.386680135389506,0,0,0,0,0,0,0,0.0875536762793817,0.0502575018507214,0.200598455948221,0,0,0,0,0,0,0,0,0,0,0,-0.0310378003429894,0.0401053964232067,0,0,0,0,0.0335469477559733,0.0433675075271854,0,0,0,0,0,0,0,0,0,0.147555128566209,0.0120944489615098,0,0,0,0,0,0,0.0160009797710057,-0.0110513274241046,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0938323382691324,0,0.111207353723437,0.164955508376631,0,0,0,0.245187137313705,0,0,0.265934788087355,0.326349946255138,0,-0.0311349664433559,0,0,0.0983851791672124,0,0,-0.167888505997531,0.192846170732239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00820544130073519,0,0.0148399230567476,0.0142151414031879,0,0,0,0,0,0
X000568.SZ,0.222672848099177,0,0,0,0.34752529690717,0,0,0.122607375640696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.052275787330182,0,0,0.0326949705721269,0,0,0,0,0,0,0,0.012885383370941,0,0,0,0,-0.0857890539613819,0.0288771480511091,0.0908650820092148,0,0,-0.00481927013134945,-0.0343625636930747,0,0,0,0,0,0
X002236.SZ,0,0,0.343119383457883,0,0,0,0,0,0.0326304925991937,0,0,0,0,0,0.230070127122976,0,0,0,0,0,-0.076809525629201,0,0,0,0,0,0.104301446077402,0.0665702109248823,0,0,0,0,0,0,0.0228565909530761,0.235363358068573,0,0,0,0,0,-1.73472347597681e-18,0.0981230327567467,0,0,0,0,0,0,0,0,0.0215895197373569,0,0,0,0,0,0
X600741.SH,0,0.383789231782186,0.131576464256968,0,0,0,0,0,0.0574574510532227,0,0.107953301277502,0,0,0,0,0,0,-0.0434979988752054,0,0,0,-0.233296296979355,0.00208356713728225,0,0,0.0306399232799598,0,0,0,0.0833718258022638,0,-0.0346506847489719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549482030906081,0,0,0,0,0,0
X002475.SZ,0,0,0.0688312948630521,0,0,0,0,0,0,0,0.0368637823683092,0,0.22183049001781,0.0110618186552491,0,0,-0.010859637984695,0,0,0,0,0,0,0,0,0,0.277666308921422,0,-0.0509731339255915,0.0649602483093457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123007696681806,0,0,0,0.00978876702256662,-0.0758201150512266,0,0,0,0,0,0
X000625.SZ,0,0,0.0131770858054636,0,0,0,0.0204005946432923,0,0,0,0,0,0.0749090814862027,0,0,0,0,0.0806440766176076,0,0,0,0,0,-0.0191886992005644,0,0,0,0,0,-0.0587915932454745,0.164808140634066,0,0,0,0,0,0,0,0,0,0,0.109157120065444,0,0.136585908146192,0,0,0,0,0,0,0,-0.0086565664816452,0,0,0,0,0,0
X002241.SZ,0,0.102740159485831,0,0,0,0,0,0,0.198978540153479,0,0.170542094923687,0,0,0,0,0,0,0,0.0193831936041131,0.256946998314013,0,0,0,0.0187656832092759,0,0,0.0644162619733882,0,0,0,0,0.0497817176982865,0,0,0,0.19534087768167,0,0,0,0,0,0,0,0,-0.193246796564497,0.0850238947436588,0,0,0,0,0,-0.0605447549721125,0,0,0,0.00709241276185869,0,0
X600031.SH,0,-0.052710396342388,-0.171691453241613,0,0.199702039316114,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.102858419194404,0,0,0,0.193264874729814,0,0,0,0,0.18717139440648,0,-0.0256662588053975,0,0,0,0,0,0,0.130948816849196,0.0907462477859762,0.0361209721026357,0,0,0,0,0,0,0,0.16329626791295,0,0,0,0,0,0,-0.0361616701705413,0.00384367509889064,0,0,0,-0.0415365353824361,0,0
X000338.SZ,0,0,0,-0.311120263314492,0,0,0,0,0.155706010796593,0,0,0,0,0,0,0,0,0.362454248568701,0,0,0,0,0,0,0,0,0.115644385777479,0,0,0,0,0,0.142767785984981,0,0,0,0,-0.0333152160970852,0,0,0,0,0,0,0,0.205288928382956,0.0364783882473658,0,0,0,0,0.0372321717899921,0,0,0,0,0,0
X002456.SZ,-0.190457618659747,0,0,0,0,0,0,0,0,0,0,0,0.236978789260285,0,0,0,0.111242030945804,0,0,0,0,0,0.0576442263289108,0.0233957349694754,0,-0.0979555479132991,0,0,0,0,0,0,0.203570464485336,0,0,0,0,0,0.0262331034837317,0,0,0.104475563732091,0,0.143397549946166,0,0,0,0,0,0,-0.0112384641173188,0.0393163223194198,0,0,0,0,0,0
X600066.SH,0,0.0625082612527539,0,0,0,0,0,0,-0.219248509051396,0.102103356964762,0,0,0,0,0.00750014623656727,0,0,0,0,-2.71050543121376e-20,0,0,0.126450994488398,0,0,0,0.0360374170355567,0,0,0,0,0,0,0,0,0,0,0,-0.130976912853067,0.154769517972265,-0.0374677884205822,0,0,0.0439052791223573,0,0,0,0,0,0,0.0048593282169056,0.0279625201813165,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,-0.00211831421726826,-0.0164925703805038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066752256048395,0.0472908477028686,0,-0.00512058905927464,0,0,-0.00462223272208312,0,-0.0751058421844873,0,0,0,0,0,0.0942139836822511,0,0,0.0219536838506192,0,0,0,-0.0122539041114988,-0.0216288938054666,0,0,0,0,0,0
X300124.SZ,0.0328181878166038,0,0,0,0,0,0,0,0.111458636650461,0,0,0,0,0,0.164491424962695,0,0.0656170877736862,0,0,0.145761313716661,0,0,0,0.109230254504611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181516011135194,0,0,0,-0.030964267024036,0.180269681728476,0,0,0,-0.0215246399225798,0,0.0128117384289931,0,-0.0164928643319632,-0.00306656044721703,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.187253654559481,-0.15935213149946,0.233213646010267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212954141550522,0,0,0,0,0,0,0,0,0,0,0,-0.081352177863087,0,0,0,0,0,0,0.488955539701136,0,0,0.00461102020586772,0.018223398354856,0,0,0,0.0906966087386707,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.255097587650163,0,0,0,0,0,0,0,0,0.0425140490036413,0,0,0,0,0,0,0,0,0,0,0,0,0.005839514684844,0,0,0,0,0,0.241936240158434,0.0401746406475592,0,0,0,0.0213893248222558,0,0,-0.0764251271425871,0.157559258056478,0,0,0,0,8.07591724964214e-05,-0.0178789859485813,0,0,0,0,0,0
X300003.SZ,0,0.187213597568176,0,0,0.215417957189465,0,0,0,0.210546237310326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025531588520355,0,0,0,0,0,0.063924391024582,0,0,0,0,0,0,0,0,0.109168752813704,0,0,0,0,0,0,0,0,0,0.0222505775841728,0,-0.064885653831995,-0.018817906780717,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,-0.0643471392916633,0.103487455684375,0.132114238497805,0,0.057016638398219,0,0.0669176150920704,0,0.444397244207537,0,0.0291689285666015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283670366888595,0,0,0,0,0,-0.111203137599171,-0.0522157271715804,0,-0.0146079692468526,0.00512074816779606,0,0,0,0,0,0
X002508.SZ,0,0,0.203785890657846,0.437663102153776,0,0,0,-0.144637262291853,0,0,-0.199865942939572,0.0414715905884728,0.260883575684216,0,0.0466618847340641,0,0,0,-0.036397422967121,0,0,0,0,0,0,0,-0.0569788414490981,0,0,0.166496919927324,0,0,0,0,0,0,0,0,0,0,0,0,0.175640230077657,0,0,0,0.204454165557706,0,0,0,0.00504566927468067,0,0,0,0,0.182709454226803,0,0
X600089.SH,0,0,0,-0.0342691449801955,0,0,0,0,-0.0274616621021138,0,0,0,0,0,-0.0509068341891301,0,0,0,0,0,0,0,0,0.0828373893679278,0,0.0546464452135803,0,0,0,0,0,0,0.0739802369925426,0.154936784142219,0,0,0.0816544185878323,0,0,0,0.178408351720847,0,0,0,0,0,0.0440055571400817,-0.0137996339770568,0,0,-0.0197607378849985,0.00521706050791061,0,0,0,0,0,0
