,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X000625.SZ,X300124.SZ,X002008.SZ,X000157.SZ,X600487.SH,X300142.SZ,X002007.SZ,X002456.SZ,X002506.SZ,X600498.SH,X600776.SH,X600867.SH,X000977.SZ,X600177.SH,X600066.SH,X002179.SZ,X002241.SZ,X600089.SH,X000050.SZ,X600522.SH,X002508.SZ,X002180.SZ,X600118.SH,X300146.SZ,X600372.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212939509691992,0,0,0,0.165885880481634,0,0,0.0320916613319027,0,0,0,0,0,0,0,-0.0840539509786616,0,0,0.0379697528786622,0,0,0.045485115079193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267956049413594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.00935531430103906,0,0
X000858.SZ,0,0,0,0,0,0,0.164549677012125,0,0,0,0,0.0509993616656582,0,0,0,0,0,0,0,0.0692902769509258,0,0.038214610242861,0.208894185282183,0,-0.0129831608283804,0,0.120947112985207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220749266333012,0,0.172239118403804,0,0,0.0010558645987087,0,0,0,-0.0182578380286944,0.0387394396283017,0,0,0,-0.0607161074359102,0,0
X000651.SZ,0,0.19696028026332,0,0,0,0,0.112813618431816,0,0,0.20273663846397,0,0,0,0,0.104182151866111,0,0,0,0,0,0,0.051451021504401,0,-0.0935821428328572,0,0,0,0,0,0,0,0,-0.0501497624473747,0,0,0,0,0,0,0,0.0195148138562864,0,-0.0215688514475271,0,0,0.0835489436079922,-0.0541941102359417,0,0,0,0,0.00471003912981991,0,0,0,0,0,0,0
X600104.SH,0,0,0.230177283219182,0,0,0,0,0,0.0340618796913207,0,0,0.0478931269833849,0.0680834872105207,0,0.192627495463465,0,0,0,0,0,0,0.128854603958796,0,0,0.0914887463376662,0,0,0,0,0,0,0,0,0,0,0,0.0352147289406306,0,0.0581803704646872,0,0,0,0,0,0.000890380136676132,0,0,0,0,0,0,-0.0246747216937681,-0.0368118852641174,0,0,0,0.0377572687062939,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0342096045141814,0,0,0.0553715550790991,0,0.0197184566729236,0,0.0741853806043786,0,0,0,0,0,0,0.300799469102618,0.0372217497881812,0,0,0,0,0,0,0,0,0,0,0,-0.00153567749935504,0.0160477666561899,0,0,0,0,0,0,0,0,0.110237052029277,0,0,0,0,0,0,-0.0225886025081733,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.149296834230572,0,0,0,0,0,-0.500090885663454,0,0,0,0.286734088719081,-0.0850072169016513,0,0,0,0,0.0373087244729929,0.431627203065779,0,0,0,0,0,0.109037138329449,0,0,0,0,0.00243908489695981,0,0,0,0,0,0.0650867345612475,0,0,0,0.0382911096246446,0,0,0,0,0,0,0.00585574894352958,0.0568930446809253,0,0,0,0,0,0
X002304.SZ,0,0.0972480687424384,0.0420191939075923,0,0,0,0,0,0,0,0.0728428310661955,0,0.0162230363121812,0.340780253917147,0,0,0,0,0,0.234222970715867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463896835875629,0,0,0,0,0,0,0,0,0,0.0515528385373935,0,0.0244044000397198,0,0,0,0,1.0842021724855e-19,0,0,0,-0.02359631758905,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0917447395925618,0,0,0,0.0954258593248296,0,0,0,0,0.236628142083845,0.0591873346181282,0,0,0.0918549224847469,0,0,0,0,0,0,0,0.0119391002504151,0,0,0,0,0,0.0128743597021634,0,0,0,0,0.0258752254280541,0,0.120069648092424,0,0,0,0,0,0,0,-0.132203288061798,-0.0478641008238382,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0776563084119733,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0927421926581789,0,0,0,0,0,0.103759831584963,0,0.714132789049048,0.0706016470186034,0,0.0676699780774399,0,0,0.0438024694559733,0,0,0.024679443756444,0,0,0,0,0.0219835063105111,0,0,0,0,-0.0482392650218683,0,0,0,0,0,0
X600690.SH,0,0.0680519708131637,0,0,0.0197246040556257,0,0,0,0,0,0,0.071567698953346,0,0,0.110155920368136,0,-0.0152290795381581,0,0,0,0,0.0829822061228314,0,0,0.0217575605490948,0,0,0.0833298164158852,0,0,0,0.0690946863630175,0,0,0,0.0441411259367934,0,0.0414846476107559,0,0,0,0,0,0,0.316036893528284,0,0,0,0,0,0,0,-0.0549425257880172,0,0,0,-0.0201885689417618,0,0
