,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X600183.SH,X600703.SH,X000157.SZ,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600839.SH,X600522.SH,X000066.SZ,X601877.SH,X600460.SH,X002281.SZ,X002156.SZ,X600487.SH,X002085.SZ,X000988.SZ,X002180.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257199905070799,0,0,0.03644999388015,0.0299667774953374,0,0.0153225441524669,-0.00590120963427701,0,0,0,0,0,0,0,0,0.39654234456675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199295210460655,0,0,0,-0.0153621128076028,0,-0.0238636481781221,0,0,0,0,0,0,0.00242441101627954,0,0,0,0,-0.0135039792064024,0,0
X000858.SZ,0.109882597578158,0,0,0,0,0,0,0.214385034969275,0.0426815888736694,0,0,0,0.137172272963242,0,0,0,0.0573190347277512,0.138514201336241,0.0120302163628638,0,0,0,0,0,0,-0.0210357087170663,0,0,0,0,0,0.204783468548719,0,0,0,0.109441003278811,0,0,0,0,0,0,0,-0.00671691082833883,0,0,0,0,0,0,0,0,0.00945125455870152,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147892256822901,0,0,0,0,0.330126416688689,0,0.0331220549755409,0,0,0,0.0225124848349384,0.0805225140802464,0,0,0.0802922910078088,0,0,0,0,0.0419051372107677,0.00517567875903451,0,0,0.0756060821291596,0,0,0,0,0,-0.0347778912121735,0,0,0.00864464665262073,0,0,0,-0.0174598488732331,0,0,0,0,-0.0131652235148531,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.080613997081185,0,0,0,0,0,0,0,0,0,0,0.078532865744391,0.0563765219981149,0,0,0,0,0,0,0,0,0,0,0,0,0.254037740495028,0,0,0,0,0.09203779215033,0,0,6.93889390390723e-18,0,0,0,0,0.186980878595527,0,0,-1.0842021724855e-19,0.00701525898006111,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0445914676345958,0,0.0142813354319978,0,0,0,0,0.0431211813256233,0,0,0,0,0.0169202041532364,0,0.188823721737187,0,0,0,0,0,0,0,0,0,0,0,0.0339128144561704,0,0,0,0,0,0,0.00962789275722372,0,0.0033956692785254,0,0,0,0.0203124159300357,0,0.150591622389014,0,0,0,0.0104979065892434,0,0,0,-0.0433829430455765,0,0
X600690.SH,0,0,0.0728678644876912,0,0,0,0.33169793679541,0.0812616802086355,-0.157243147020357,0,0,0,0.112526199683224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881235107005945,0,0,0,0,0,0,0,0,0,0,-0.0189803614451455,0,0,0,-0.0184594377809421,0,-0.011597609415821,0,0,0.0642509265283713,0,0.00549442034596034,-0.00432198156731898,0,-0.0344705927598235,0,0,0,0
X000651.SZ,0,0,0.0424851620051734,0,0,0.151063612590014,0,0,0,0,0,0,0,0,0.091731600229132,0,0,0.071765690114746,0,0,0,0,0,-0.155838724169936,0,0,0,0,0,0,0,0,0,0,0,0.299935292702226,0,0,0,0,-0.00358511955630906,0,0,0,-0.020185200685675,0,0,0,0,0,0,-0.0161371132258699,0.00226096131072382,0,0,0,0,0,0
X600809.SH,0,0.0260708604736496,0,0,0,0,0,0,0,0,0,0,0.476350569619374,0,0,0,0,0,0,0,0,0,0.288536856941691,0,0,0,0,0,0,0.0973883691823528,0,0,0,0,0,0,0,0,0,0,-0.0266043702099406,0,0,0.00722039289118322,0,-0.0530364103147928,0.0491387876020015,0,0.0226428793241109,0,0,0,-0.00691229228250022,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14921747635532,0,0,0,0,0,0,0.188108427609534,0,0,-0.121458359539901,0,0,0,0,0,0,-0.230790741875383,0,0,1.07120241390767,0,0,0,-0.255106241554463,0,-0.13676439775776,0,0,0,0.121610852586091,0,0,0,0,0,0.0433956657197036,0,0,0,0.0852037128375897,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344797174582995,0,0,0,0,0,0,0.0174434070518047,0,0,0,0.275935567268023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679861285926168,0,0,0,0.121863387167258,0,0,0.0221058707434508,0,-0.0176509906613195,0,0.00700123785276163,0,0,0,0,0.0370724123584153,0,0
