,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002241.SZ,X000596.SZ,X300014.SZ,X002007.SZ,X002371.SZ,X300142.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X600741.SH,X002129.SZ,X002049.SZ,X600183.SH,X600584.SH,X000157.SZ,X000800.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X002185.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X002463.SZ,X600118.SH,X600522.SH,X002180.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.107400378258935,0,0,0,0,0,0.149115695989511,0,0,0,0,0,0,0,0,0,0,0,0.0913851101702745,0,0,0,0.160776367086992,0,0,0,0,0,0.0375332143622902,0,0.0295961574067354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272546232355182,0,0.0564312110376403,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0271264630491633,0,0,0,0,0,0,0.139797927993028,0,0,0,0.159664821278893,0,0,0.31127096569339,0,0,0,0.0959928839131522,0,0,0,0,0.14354739301333,0,0,0,0,0.0767086524484123,0,0,0,0,0,-0.0507175434728718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00164880422463003,0.00215283390766553,0,0,0,0,0,0
X600276.SH,0,0,0,0.00237276549801513,0,0,0,0.0577297674402324,0.0209261820433504,0,0,0,0,0,0.110456489215561,0,0,0,0,0,0,0.0900318164270706,0.0902407843213065,0,0,0,0.239263174139112,0,0,0.0150685178860589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184163505220063,0,-1.73472347597681e-18,0,-0.005201125400728,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477056314585596,0,0,0,0.221688514505499,0.0977790181891301,0,0,0,0,0,0,0,0,0,0.0334617389630704,0.177860958429252,0,0,-0.0363124597450716,0,0,0,0,0,0.116533573407101,0,0.0409302606725741,0,0,0,0,0,0,0,0,-0.0124677577973217,0,-0.0240673909106676,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.111313128641825,0.000144350364415533,0,0,0,0.26695309888688,0,0,0,0,0,0.385371239431753,0,0,0,0,0,-0.0415569625978253,0,0,0,0,0,0,0.00817246442738465,0,0,0,0,0,0,0,0,0,-0.0150259629404389,0,0,0,0.0170234242789392,0.0437595264359237,0,0,0,0,0,0,0.00163872680609224,0.011244366601901,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.226009861310733,0,0,0,0,0,0,0,0,0,0,0,0.0999943485706646,0,0,0,0,0,0,0,0,-0.0375387518537537,0.191127660161092,0,0,0,0,0.400560553612413,0,0.0997586288520316,0,0,0,0,0,0,0,0.0814709705389219,0,0,0.240002202724381,0,0,0,-0.00176995992393108,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.065060593586264,0,0.0472921989167985,0,0,0,0,0,0.0591449186653739,0,0,0,-0.125306537146067,0,0.0148236466022139,0,0,0,0,0,0,0,0,0,0,0.0446352609506503,0.175152482831679,0,0,0.125591994524212,0,0,0,0,0,0.144975069033873,0,0,0,0,0,0,-0.090036760179964,-0.00953233988346394,0,0,0,0,0,0,0
X002304.SZ,0,0.347892624556978,0,0,0,0,0,0,0,0,0,0.0625177766107853,0,0,0,0,0.0862025289950883,0,0,0.0450656307686626,0,0,0.00471691963263805,0.0399762279630757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618295964648135,0,0,0,0,0,0,0,0,0,0.182320616065942,0,0.00688445036050219,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.130207955220997,0,0,0,-0.162671713585709,0,0,0,0,-0.0472048970109249,0,0,0,0,0,0,0,0,0.174890936237409,0.0186294393414349,0.0815800126267335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188811442464414,0,0,0.0808396386512537,0,0,0,0,0,0.182685887916211,0.0605192332073602,0.00587974687437216,-0.00986387463148623,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169210303542455,0,0.0177269046710402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133589782322644,0,0,0,0,0.158214006360728,0,0,0.0830309525649275,0.313955538614445,-0.130982987074465,-0.00175861856588276,0.0201299844760412,-0.0134404714276279,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.149798016104075,0,0.0262449879843821,0.0808256488356761,0,0,0,0,0,0,0,0.0931919704265378,0,0,0,0.0651166938771978,0,0,0,0,0,0,0.0360898165782638,0,0,0.087614250006188,0.0122034518210959,-0.052398684241306,0,0,0,0,0,0,0,0.0037064777586531,0,0,0,0,0.233490428142831,0,0,0,0,0,0,-0.0109617545908961,-0.0102754723936708,0,0,0,0,0,0
X000568.SZ,0,0.555699595674265,0.013314058744051,0,0,0,0,0,0,0,0,0,0,0,0.0929435487051898,0,0,0,0,0,0.0317718061804357,-0.0926047166874851,0.0780926465868501,0,0,0,0,0,-0.0276742590895647,0.0498804233859301,-0.0740885935101126,0,0,0,0,0,0,0.00571622804419933,0,0,0,0,0,0,0,0,0,0,0,0.190934271684566,0,0.0106931614878658,-0.0185393085556057,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.0418447190580189,0,0,0,0.0692779075487891,0,0,0,0,0,0,0,0.035100834181828,0,0,0,0,0,0,0,0,0,0.360991959071351,0,0.176062544085659,0,0,0,0,0,0,0.0611084087870901,0,0,0,0,0,0,0,0,0,0,0,0,0.151717262960372,0,0,0,0.00154969444270748,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0445469633215587,0,0.0505013123496687,0.00591955982449109,0,0,0,0,0,0.0641323850343104,0,0,0,0,0,0,0,0,0,0,0,-0.00666137335398925,0,0,0.0460325434921755,0,0,0,0,0,0.0209138948618423,0.0779546121299704,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0922360997765628,0,0,0,0,0,0,0,0.010554950938084,-0.0137279764743074,0,0,0,0,0,0
X600809.SH,0,0.43544595405579,0,0,0,0,0,-0.130021452439483,0.0240082376483247,0,0,0.17329735117569,0,0,0,-0.015742912471566,-0.0461220144130467,0,0,0.0902492472590038,0,0.0901861668526454,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395745394733284,0,0,0,0,0,0,0.0629536704501552,0,0,0,0,-0.0541363786444431,0,0,0.184131060547406,-0.067083609914174,0.0166120728734777,-0.0175763732883503,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0643086432742933,0,0,0.152700784207028,0,0.0472487090748545,0,0,0,0,0,0,0,0.00456113884787013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245279004445238,0,0,0,0.0915772727442866,0.0389648507551873,0,0,0,0,0,0,0.000106700223895242,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.177436778682448,0,0,0.284720023224053,0,0,0,0,0,0,0,0,0,0,0,0,0.0634355562746118,0.0469878294070993,0,0,0,0,0,0,0,0.00257191408163066,0.103030310583539,0,0,0,0,0,0,-0.127086511911284,0,0,0,-0.00517819680187101,0,0.0737521719391538,0,0,0,0,0,0,0,0.0110357040233327,-0.00194232493076467,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0843019274898663,0,0,0,0,0,0,0.271080224754925,0,0,0,0.251494255904102,0,0,0,0,0,0.0427190591450128,0,0,0.0148664479692594,0,0,0,0,0,0,0,0.100664259185443,0,0,0,0.052922909348915,0,0,0,0,1.73472347597681e-18,0,0,0,0.0213355030548555,0,0,0,0,0,0
X002241.SZ,0,0,0,0.408355932695316,0,0,0,-0.0471681662184314,0,0,0,0,0,0,0,0,0,0.0562266919564794,0,0,0.0214875453622267,0,0,0,0,0,0,0,0,0,0.127061789535384,0,0,0,0,0,6.93889390390723e-18,0,0,0.00981761171825987,0.130026426559703,0.181971434333771,0,0,0,0,0,0,0,0,0,-0.0260327913911753,0.0114387050011824,0,0,0,0,0,0
