,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600690.SH,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X000100.SZ,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X600839.SH,X002294.SZ,X002129.SZ,X000559.SZ,X000050.SZ,X000400.SZ,X000869.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X002465.SZ,X600312.SH,X002007.SZ,X300003.SZ,X600435.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.166028818514591,0,0.0302160726411769,0,0,0,0.0633238164129153,0,0,0,0.578340362211394,0,0,0,0.121803943951735,0,0,0,0.0365360462497943,0,0,0,0,0,0.0474436197206322,0.0187582689413269,0,0,0,0.114229831069567,0,0,0,0,0,0,0,0,0,0,0.11872283665547,0,-0.06551925640003,0,0,0,0,0.00409069871283231,-0.174804381969083,0,0,0,0,0
X600519.SH,0,0,0,0,0.0926779731572384,0,0.201505650696701,0,0,0,0.284297943043068,0.00371523306687436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285175163240627,0,0,0,0,0,0,0.151942507757542,0,0,0,0,0,0,0,0.188862060719482,0,0,0,0,-0.0731700241709588,0,0,-0.0787233357637688,0,0,0.0492800882914696,0.0104310382682616,0,0,0,0,0,0
X000651.SZ,-3.46944695195361e-18,0,0,0,0.222046094690361,0.0742137773652403,0,0,0,0,0.0555707629704412,0,0,0,0,0,0,0,0,0,0,0,0.0401033478128567,0,0,0,0,0.0120029218580152,0,0.105829632265034,0,0,0.00111354453091377,0,0,0,0.0540926941027608,0,0,0,0,0,0,0,0.00518439625831545,0,0.189326161373993,0,0,0,0,-0.0481387989017007,-0.031172943054282,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.219190703235033,0.121167292746803,0,0,0,0.0675822777419828,0,0,0,0,0,0,0,0,0,0,0,0,0.00816823118911951,0,0.334945218198979,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0114298608934288,0.0774932346182231,0,0,0,0,0,0,0,0,0,0.0626650946465453,0,0,-0.00191968830213164,0,0,0,0,0,0
X000725.SZ,0,0.136959992604792,0.181571614813873,0,0,0.00812577589769465,0,0,0,0,0,0,0,0,0.246647498578839,0,0,0,0,0,0.0375246608564907,0.078192889013745,0,0,0,0,0,0,0,0,0.0441903977735448,0.134061783191401,0.0550489632504764,0,0,0,0,0,0,0,0,0,0,0,0.153926315980035,0,0,0,0,0,0,0,0.0154422063504183,0,0,0,0,0,0
X000625.SZ,0.292435305846781,0,0.0332604746153531,0,0,0,0.0862452399016244,0,0.245932283277914,0,0,0,0,0,0,0.192644292622433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716110796820926,0,0,0,0,0,0,-0.0296550300656373,0,0,0,0,0,0,0,0,0.0847323200757365,0,0.0127124147697135,0,0,0,-9.5171576947369e-05,0,0.185083823402433,0,0,0,0
X002304.SZ,0.0120252831329086,0,0,0,0,0,0,0.454663846068478,0,0.210779809740565,0,0,0,0,0,0,0,0,0.056677332235483,0.0546536612224057,0,0,0,0,0,0,0.0551796208264828,0,0,0,0,0,0,-0.0202375337664329,0,0,0,0,0,0,0.094041023636002,-0.049113511440794,0,0,0,0,0,0,-0.0242797389955857,0,0,0,-0.00552561979214255,0,0,0,0,0,0
X000858.SZ,0.00799232802364516,0.170890710545816,0.0749538897919151,0,0,0,0,0,0.0774011861162989,0,0,0,0.238414605985449,0,0,0,0,0,0,0,0.0829329717487188,0,0,0,0,0,0.0259401470508646,0,0,0.0086274880829767,0,0.0194768825291368,0.0199094586703959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178896201059785,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0523695815759971,0.093737378645905,0,0.102781594475651,0,0,0.148192778924836,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0433940120318087,0,0.246861821066779,0,0,0,0,0,0,0,0,0,0,-0.0332719167643462,0,0.0100434901927817,0,0,0,0,0,0,-0.0305778381657352,-0.020707746084347,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0853370982607464,0,0,0,0,0,0,0,0,0,0,0,0,0.179070038147837,0,0,0.0628220790061492,0,0,0.0727930526436063,0,0,0,0,0,0,0,0,0,0,0,0.0470629979122333,0,0,0,0.033154108163878,0,0,0,0,0,0,0,0,0,-0.00580380604541828,0.016466972216829,0,0,0,0,0,0
