,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X002475.SZ,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X600066.SH,X000100.SZ,X000338.SZ,X002456.SZ,X002508.SZ,X601877.SH,X300124.SZ,X002085.SZ,X600177.SH,X300136.SZ,X600271.SH,X300003.SZ,X002008.SZ,X600089.SH,X600522.SH,X000157.SZ,X600118.SH,X002007.SZ,X002294.SZ,X600867.SH,X600487.SH,X000066.SZ,X600699.SH,X600372.SH,X600566.SH,X002180.SZ,X300115.SZ,X600809.SH,X000050.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0463498737350671,0,0.0841410177627315,0,0,0.0515166514578965,0.20449389817345,0,0,0,0,0,0,0,0,0,0.0495696750547724,0,0,-0.0973849877715277,0,0,0,0,0,0.103670871352019,0.08417951959859,0,0,0,0,0,0,0.150285230448006,0,0,0,0,0,0.00992324658609664,0.0468185543589732,0,0,0,0,0.00688739238595657,0,0,0,0,0,0
X600104.SH,0,0,-0.00311608296530706,0,0,0,0.0983913029349214,0,0.197077812640693,0,0.297612212802773,-0.00726541621810334,0.0479826503538945,0,0.237669489283428,0,-0.0435540414546135,0,0.230087084720452,0,0,-0.0345183438067784,0.0125281954892413,0,0,-0.0716688507918096,0,-0.0953891139746686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455103204116851,-4.33680868994202e-19,0,0,-0.0163819903220057,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0246391009472145,0,0,-0.0823745119707513,0,0,0,0,0,0,0,0.362644750364269,0,0,0,0,0,0.242828777378472,0,0,0,0,0.0206988692274164,0.00138878778345406,0,0,0.0512244204504828,0,0,0,0,0,0.0545540734472346,0,0,0,0,0.10945100003275,-0.064284115169506,0,0,0.0588540573679819,-0.319405648449008,0,-0.0132381560897816,0.0148320442504066,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0890878558552618,0,0,0.117513751484619,0.0144784819300252,0.178585077698456,0,0.042485213601227,0,0,0,0,0,0,0,0,-0.0399925802419233,0.173431312752372,0,0,-0.0165671406300667,0,0,0,0,0,0,0,0,0,0,0,-0.126178394414812,0,0,0,-0.0280046598553362,0,0,0,0.138626172220755,0,0,0,0.0190038541167293,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0583008159166053,0,0,0,0,0,0,0,0.496925534427361,0,0,0,0,0.0555561819988372,0,0,0,0.0296099415276024,0,0,0.0562485441481239,0,0,0,0,-1.73472347597681e-18,0,0.0672584816358463,0.012846688349474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243920283602993,0,0,-0.0162085284389784,0.00743905308497016,0,0,0,0,0,0
X000725.SZ,0,0,0.392948170653523,0,0,0,0,0,0,0,0,0,0,-0.249716376792748,0,0,0,0,-0.130231544454272,0,0.192220358445075,0,0,0,0.0885192315967806,0,0,0,0.432274136700495,0,0,0.144365294237788,0,0,0,0,0,0,0.0690844132501286,0.0330065971454781,0,0.0601993841463853,0.156492572622972,0,0.127658068915412,0,-0.0203092720580562,0,0,-0.0481752684998872,0.0333738307794548,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.034325857061237,0,0.0774135898748649,0,0.0158707889140096,0,0,0,0,0,0,0,-0.0682958559934892,0,0,0,0.00277120137131563,0.156344893111079,0,-0.0151810154554338,0,0,0,0,0,0,-0.0488721656484786,0,-0.0031486939364439,0,0,0,0,0.0787176339377911,-0.0462207763218054,0,-0.0805702647583852,0,0,-0.0846681675657876,0,0,0,0,0.00468390171324197,0,0,0,0,0,0,0
X002304.SZ,0.0889700793380433,0.561268931812393,0,0,0,0,0,0,0.0850249490508382,0,0,0,0,-0.277171532223465,0.325384859516762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713529405982312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775142907152463,0,0,0,0.0103729961941975,0.0866288161434048,0,0,0,0,0,0
X600690.SH,0,0.446881962984346,0,0,0,0,0,0.149658064098688,0,0,0,0,0.0131591848033158,0,0.104196832968979,-0.154483387828687,0.0697409782248482,0,0,0.0533265694910591,0,0,0,0,0,0,0,0.025142807171043,0,0,0,0,0,0,0,0,0,0,0.00340783251670552,-0.0870659791908068,0,0,0,0,0.126412406187517,0,0,0,0,0.00514124055526885,-0.00995959490744379,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.115362022306302,0.100374806445467,0,0,-0.036005366016787,0,0,0,0,0,0.0331064931770875,0,0,0,0,0,0,0,0.0867679942812134,0,0.0351968245392128,0,0,0,0,0,0,0,0,0,0,0.150408786942884,0,0,0.0557174843899783,0,0,0.17751789922533,0,0,0,-0.0103264572858891,0.107691229223571,0,0,0.0240159883030463,-0.0228149917581596,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.121316244695625,0,0,0,0.0201811362097137,0,0,0,0,0,0,0.0124143590274986,0.0457438567664781,0,0,-0.0688348494425693,0.168857591324955,0,0,0,0,0,0,0,0,0,0.0509884185141598,0,0,0,0,0,0,0.185044349450525,0,0,-0.106077531456111,0,-0.0120352423491136,0,-0.016838635390549,0,0,0,0.00155735049745347,-0.00519344895082349,0,0,0,0,0,0
X000568.SZ,0,0,0.200145299819089,0,0.517803448115514,0,0,0,0,0,0,0,0,0,0,0,0.0492657350155128,0,0,0,0,0,0.0053550148536968,0,0,0,0,0.0275208845055394,0,0,0.000843904600642928,0,0.0743910156441719,-0.0920179952976262,0,0,0,0,0,0,0,0,0,0,0,0.188042916285219,0,0,0,-0.000913409916776006,-0.0103393585268353,0,0,0,0,0,0
X000625.SZ,0,0.0812993759055222,0,4.33680868994202e-19,0,0,0,0,0.104035685026634,0,0,0,0,0,0,0,0.0537295553276751,0,0.725715514937918,0,0,0,-0.0406389059575073,0.0689782005610995,0.0900493776470982,0,0,-0.175202216327636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438146420005128,0,0,0,0,0.0800991936529812,0,-0.0297761037575488,0.0485976596144159,0.37160535068693,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0427665923710596,0,0,0,0,0,0,0,0,0.0232557981229831,0.0276215658448336,0,0,0.123335441370335,0,0,0,0,0,0,0,0.35006743484168,0.0297207383518909,0,0,0,0,0,0,0,0,0,0,-0.149250657072979,0,0,0,0.0466701941885981,0,0,0.0813618154269953,0.0646327763286146,0,0.00627771001742284,0.00106225548593398,0,0,0,0,0,0
