,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X600584.SH,X601877.SH,X000157.SZ,X600741.SH,X000661.SZ,X600522.SH,X002180.SZ,X000066.SZ,X002074.SZ,X300142.SZ,X300003.SZ,X600702.SH,X000733.SZ,X600460.SH,X002463.SZ,X002007.SZ,X002156.SZ,X300146.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.208796954440193,0,0,0,0.00553110266762854,0,0,0,0,-0.0523929029951026,0.0319700309436413,0,0,0,0,0,0.0414219711428428,0.0611570859886905,0.0215074693483099,0,0,-0.00553947108896575,0,0,0,0,0,0,-0.0161949603151474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713366164310952,0,0,0,-0.0791261613162014,0,0,0,0,0,0
X000858.SZ,0,0,0.196178668358507,0,0,0.0762437521456842,0,0,0,0,0,0,0,0,0,0,0.075246840250928,0.093566314984553,0,0,0,0,0,0,0,0,0,-0.000201488911304068,0,0,0,0,0,0.00266049511277002,0,0,0,0,0,0,0,0,0,0,0.0126931949640097,0,0,0,0.000607393236187093,0,0,0,-0.0513519944694355,0,0,0,0,0,0
X000568.SZ,0,0.582495572607476,0,0,0,0,0,0.0516190000407439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146372103400009,0,0,0.056565638900198,0,-0.031613833699089,0,0.0148063905048184,0,0,0,0,0,0,0,0,0,0.0923698086090337,0,0,0.187155503080725,0,-0.0245550305261393,0,0,0,0,0,0,0,-0.0340722993040219,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0553068428562822,0.00521790341380337,-0.109189171797274,0,0,0,0,0,0,0.263601435346737,-0.0254607659603055,0,0,0.199465060895114,-0.0546195297781977,0,0,0,0,0,0.250293844929544,0,0,0,0,0,0,0,0,0.0977243445196967,0,0,0,0,-0.0895522421954946,0,-0.178951780917541,0,0,0,0,0,-0.00739504467337722,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0148285233537336,0,0,0.0175579552063382,0,0,0,0,0.173603335849469,0,0.0789899230354247,0,0,0,0,0,0.0942968303432157,0,0,-0.0825603575009172,0,0.113274964830145,0.0339504031345216,0,0,0,0.210491067396534,0,0,0,0,0,0,0,0,-0.155534240859067,0,0,0,0,0,0,-0.244249042607026,0,0,0,0.0678543476189535,0,0.0655988856296026,0,0,0,0,0,0,0
X600809.SH,0,0,0,-0.0209426925535448,0,0,-0.0494108712280551,0.225232900345343,0.0771928869230874,0,0,0,0,0,0,0,0,0,0,0,-0.143212497540753,0,0.0449322249683049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279043920247985,-0.142619647548118,0,0,0,0,0,0,0,2.16840434497101e-19,-0.271346383135111,0,0,-0.185600373773191,0.316117968528498,-0.0329727684597282,0.0496915350850322,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0377561539706483,0,0,0.196377022223355,0.048401914861553,0,-0.121302597389948,0,0,0,0.372964962266372,0,0.129251124450307,-0.537680087013567,0,0,0,0,0,0,0,0,0,0,0.0262085852999257,-0.0767515262898122,0,0,0,0,0,0,0.0670820000756886,0,-0.141466819479926,0,0,0,0,0,0,0,0,-0.0429249920910205,0,0,0,0.0241616873158939,0,0,0,0,0,0,0
X002304.SZ,0,0.201149938235685,0.0940771383441932,0,0,0.075931542064808,0.0505001381685563,0,0.0859036933159984,0,-0.0453005444611861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307633252951691,0,-0.0947185627563401,0,0.0450722666482736,0,0,0,0,0,0,0,0,0,0,0.112707652663434,0,0,0.0176664531927899,0,0,0,0,0.033116252578804,0,-0.0108310890784431,0,0,0,0,0,0
X000651.SZ,0,0,0.142830134563075,0.0114359139830626,0,0,0,0,0,-8.67361737988404e-19,0.171516309524246,0,0.0397474551702202,0,0,0,0,-0.0853751097978598,0,0.290044587825046,0,-0.549597727339487,0,0,0,0,0,0.038000025153605,0.145878223399082,0,0,0,-0.254054486550675,0,0,0,0.0352688819698316,0,0,0,0,0,0,0,0,0.0137336144403298,0,0,0,0,0,0,-0.0117593477052429,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263993078765717,0,0,0.0971496179617399,0,0.0628778207074628,0,0.0771049534252698,0,0,0,0,0.0536796781302051,0.615886200977426,0.110269271755677,0,0,0,0,-0.0448562601297864,0,0,0,0,0,0,0,0,-0.033391023233326,0.288922065189,0,-0.17416124487215,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.118571841724612,0,0,0,0,0,0,0,0.10123448811356,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301459408308548,0,0.108578817552524,0,0.428526460484194,0,0,-0.247897714322206,0,0,0,0,0,0.0258118748063852,0,0,0,0.111132498159319,0,0,0,0,0.149978311345453,0,0,0.265450735852404,0.131289553298084,-0.107772864909321,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0.0114597166199183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454722852386869,0,0,0.0142236494184562,0,-0.0306689651811625,0,0,0,0,-0.840558752543229,0,0,0.299134327242682,0,0,0,0,0.128256969906227,0,0,0,0,0.230051642838371,0,0,0,0.0412833221647564,0,0,0,0,0,0,0
X600104.SH,0,0,0.028977089094775,0,0,0,0,0,0.12151863946305,0,0,0,0,0,0,0,0,0,-0.0162626378139923,0.261746924475326,-0.140518081470169,0,0,0,0.0605667417040404,0.0425517895834542,0,0.00067209577326997,0,-0.0127569781244626,0,0,0,0,0.262749832888403,0,0,0,0,0,0,0,0,0,0,-0.0291077650610662,0,0,0,0,0,-0.0120049173722577,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0356909389178854,0,0,0,0,0.108952498458242,0.0056480530530976,0,0,0,0,0,0,0,0,0,0.111496198187805,0,0,0,0,0,0.0624581832764629,0,0.00579260845200622,0.012847839100037,0,0,0.127926350893172,0,0,0,0,0,0,0,0,0,0,0,-0.00979289505232198,0,0,0,0,0.132334704673575,-0.0149552075877274,0.0140254554582679,0.0707381802235843,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.220264885810387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13892627507576,0,0,0.00900060288830816,0.400129731049353,0,0,3.46944695195361e-18,0,0.0379004631543751,0,0,0,0,0,0,0.120730854834662,0,0,0,0,0,0,0.0836955335092054,0,0,-0.0371152589992814,0.0144247289682398,0.165270287658719,-0.00361031293783951,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0926876404748257,0.0434430095513877,0,0,0,0,0,0,0,0,0,0.0786820986538285,0,0,-0.0536981215326845,-0.0358266575070097,0,0,0,0,0,0,0,0.196613198899628,0.0563943870043112,0,0,0,0.0279845216237117,0,0,0,0,0,0,0,0,0,0,0,0.0127562013986293,0,0,0,0.00120377948918957,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0580968796786654,0,0,0,0,0,0,0.0263503104154033,0,0,0,0,0,0,0.0161656391198959,0,0,0,0,-0.0357581586026277,0.0364171131402784,0.0293591547804663,0,0,-0.00854360382282756,0,0,0,0,0,0.438305335712768,0,0,0,0,0.0687794676259089,0,0,0,0,0,0,-0.0289514799234416,0,0,0.0863923335956866,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.104226712832708,0,0,0,0,0,0.209733317059046,0,0,-0.0387965342394149,0,0,0,0,0,0,0,0,-0.0323594571152716,0,0,0,0,0,0.0772727727997451,0,0,0,0,0,-0.115036099399985,0,0,0,0.121204790579103,0,0,0,0,0,0,0.115118798244893,0.079591549594781,0,-0.0559608917387049,0,-0.0142344325423518,0,0.0262282207897922,0,-0.0238442129676722,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.0568817953713623,0,0,0,0,0,0,-0.0925444264013406,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0262597134268471,0,0,0.00468169933171547,0,0,0,0,0,0,0,0,0,0.0386429894113212,0,0.141369362474548,0.0600997277429357,0.0632315851549478,0,0.0155670863223457,0.363012293820746,0,0,0.137579695185617,0.0911101292071372,0,0,0,0,0,0,0,-0.00732110880106752,0,0,0,0,0,0,0
