,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X002179.SZ,X002129.SZ,X600584.SH,X601877.SH,X002049.SZ,X600183.SH,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X300003.SZ,X601799.SH,X000066.SZ,X300136.SZ,X002008.SZ,X002185.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X600066.SH,X002156.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.263921275942349,0.0276912622817209,-0.0810248946493878,0,0.0592572134134384,0,0,0,0,0.209811198997932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145906501261151,0,0,0.0569146096737708,0,0,0,0.0993067198047603,0,0,0,0,0.0372724132849633,-0.0324126412126762,0,0,0,0,0,-0.0772439330256762,0,0,0.0210555452007026,0,0,0,0,0.0187231454111296,0,0
X000858.SZ,0.0790053855672343,0,0,0,0,0,0.146251609172611,0.0463105818733037,0,0.020382261552773,0.325661440707822,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0421283694981166,0,0,0,0,0.00491274755303062,0,0,0,0,0,0,0,0,0,0,0,-0.0575753292796617,0,0,0,0.0298961571924879,0,0,0,0.120815987152753,0,0,0,0,0.00190327339321223,0,-0.0173516541082403,0,0,0,0,0.00250652098951107,0,0
X600276.SH,0,0,0,0,0,0,0.0727354604574411,0,0,0,0.0895651157882025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00409929857143427,0,0.0623098898018277,0,0,0,0,0,-0.0475500761981097,0,0,0.0208173959986706,0,0,0,0,0,0,0,0,0,0,0,0,-0.124380648082443,0,0,-0.0396275262056613,0,0,0,0.0115247840930339,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0814049505122594,0,0.0495058952493943,0,0,0,0,-4.33680868994202e-19,0,0,0.0185016924384814,0,0,0.0529425101967588,0,0.00891076344750634,-0.0407375652700947,0,0,0,0,0,0,0,0.195412002216468,0,-1.0842021724855e-19,0,0,0.151732787233548,0,0,0,0,0,0,0,0.00222248658088217,0.104012138906013,0,0,0,0,0,0,0,-0.000737017679996176,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0224578954420297,0,0,0,0,0.162015539804197,-0.0657862471031551,0,0,0,0,0,0,0,-0.019055563387389,0,0,0,0,0.153266927720247,0,0.132554725145742,0,0,-0.0481028208521612,0,0.0566378405568824,0.0643103911158053,0,0.0981684950245139,0,0,0,0,0,0,0,0,0,0,0.0288107172624712,0,0,0.0602174671102512,0,-0.0134494830361393,0,0,0,-0.020178249295303,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0290453564331971,0,0,0,0,0,0,0.0839415003099494,0,-0.0238333262624176,0,0,0.454766154285054,0.0300158064592224,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.178933640619776,0.11657563616258,0,0.118232606239659,0,0,0,0.0263587059517313,0,0,0.0167924326901958,0,0,0,0,0.0127570620898849,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.224673289860908,0,0.1866052080154,0,0,0,0,0,0,-0.0586459997061272,0,0,0,0.211191560097355,0.0923631541035927,0,0,0,0,0,0.0595436049291088,0,0,0,0,0,0,0.0431557092149778,0,0,0,0.132292702494265,0,0,0,0,0,0,0,0,0,0,0,0.0335005170835423,0,0,0,0,-0.00717042692693336,0,0
X600104.SH,0,0,0,0,0.0282401634347693,0,0,0,0,0,-0.0840248452961378,0,0,0,0,0,0,0.143760886541612,0.202372917767865,0,0,0,0,-0.0260994881653904,0.145885999267645,0.102862140237957,0,0.0831546043833914,0,0,0,0,0.0339864829357792,0,0,0,0.0517400909146562,0.00709407691606513,0,0,0,0,0.0658686289300766,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290829447812547,0,0
X000568.SZ,0,0.148196938932581,0,0,0,0,0.22898476208448,0,0,0,0.339965237493618,-0.0986134113653305,0,-0.0998218097088871,0,0,0,-0.0383097082486716,0,0,0.12955948060225,0,0.0194323073637014,0,0,0,0,0,0,0,0,0,0,0,-0.0776153169771145,0,0,0,0,0,0,0.0625725576400685,0,0,0.0282957299890311,0,0.390278083802027,0,0,0,0,0.0253671053017739,-4.33680868994202e-19,0,0,0,0.0221360667636208,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0645300001535818,0,0,0.199139179143149,0,0,0,0,0.25169857946194,0,0,0.0542303982765196,0,0,0,0.0686977336250938,0.234828827612848,0,0,0.110095557535067,0,0,0,0,0,0,0,0,-0.111811100392769,0.101432128947171,-0.105396603230975,0,0,0,0,0,0,0,0,0,0,0.0393936947623634,0,0,0,0,0.0193767066772568,0,0
