,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002456.SZ,X002241.SZ,X600487.SH,X600066.SH,X002008.SZ,X000100.SZ,X300124.SZ,X600809.SH,X300136.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600522.SH,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X002179.SZ,X600498.SH,X600699.SH,X600566.SH,X002129.SZ,X000661.SZ,X600118.SH,X600584.SH,X002180.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0649055635032148,0,0.566500632635947,0,0,0.255452347168686,0.0908584944237452,0,0,0,0,0,0,0,0,-0.107683366096884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536535520583817,0,0.0818921372249276,0,0,0,0,-0.0233876895708768,0,0,0,-0.0264445903325521,0.0483599280989816,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.123099711577108,0,0,0,0,0,0.00827920070405361,0,0.0766488802658631,0.0871454908954186,0,0,0.031730565777565,0,0,0,0,0.00117648185398252,0,0,0.1598137575849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693755033055801,0.0907448929277526,0.0447090518428453,0,-0.0301841848229417,0.0205917973292026,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0184732898088919,0,0,0,0,0,0.14557594715103,0,0.0363205202526362,0,0.0071057465093754,0.202418005267168,0,0.325518311923683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141451621965097,0,0,0.0165857950619472,0,0,0,0.119279270471178,0,0.0870850072365864,0,0,0,-0.00833075051398448,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.167638560453663,0,0,0,0.461888556775732,0,-0.0178893347141695,0,0.0889637032988058,0,0,0,0,0,0.0218229575219897,0,0,1.73472347597681e-18,0,0.133550302593045,-0.0244000134219883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205103115392863,0,0,0,0.00133125656073442,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.117628188638271,0,0,0,0,0.0267815915248324,0,0,0,0.0265759390136247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634812805340256,0,0.0474105860829739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949411079780304,0.13932562677705,0,0.00495778608480728,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.320703375855161,0,0,0,0,0,0,0.129205668007387,0,0,0,0,0,0,0,0,0,0,0.198176642402424,0.124684941366723,0,0,0.26917761505722,0.219693359243262,0,0,0.119039019661076,0,0,0,0.115758002183748,0,0,0,0,0,0,0,0,0.0666342419351954,-0.265934588970455,0,-0.293840841338148,-0.0574664960237855,0.129256638856439,0,0,0,0,0,0
X600276.SH,0.097190607430323,0,0.104783049117142,0,0,0,0,0.0963519901945592,0.0677794958571452,0.13922247648944,0.0846303380291646,0,-0.0195089380034639,0,0,-6.93889390390723e-18,0.0973034543603521,0,0,-0.265360443882359,0,0,0,0,0,0.0804611916048215,0,0.172025677576768,0,0,0,0,0,0,0,0,0,0,0.00557071141516475,0,0,0,0,0,0,0,0,0,-0.036715218310108,0,0,-0.0294034691517962,0.0586413933672127,0,0,0,0,0,0
X002304.SZ,0.276691803471904,0,0,0.207916192413117,0,0,0,0,0,0,0,0.167802467899426,0.0785748352758547,0,0,0,-0.0100539801726863,0,0,0,0,0,0,0.00778029501044204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966058020381208,0,-0.0115634047378579,0,0,0,-0.00935539109311475,-0.00850349933078788,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.141759000075621,0,0.417491974200764,0,-0.00754137330771791,0,0,0.0516529928336693,0,0,0,0,0,0,0,0,0,0.16015878383264,0,0.0284035292943707,0,0,0,0,0,0,-0.0164140056971833,0,0.0950392889396607,0.326277285720818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362480710774222,0,-3.46944695195361e-18,0,-0.00333474247333488,-0.0162503516096972,0,0,0,0,0,0
X600690.SH,0,0.271960907439724,0,0.0285047441125365,0.280720524673072,0,0,0,0,0,0,0,0.0172674382152084,0.0134519576564049,-0.0479704228825222,0,0,0,0,0,0,0,0,0.249986847799231,0,0,0,0,0,0,0,0.0507316225790357,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208608812388774,0,0,0,-0.113731809195307,0,0,-0.0195755273249143,0,0,0,0,0,0,0
