,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X600703.SH,X600271.SH,X300124.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X002241.SZ,X600177.SH,X600183.SH,X600498.SH,X002008.SZ,X600487.SH,X600867.SH,X002371.SZ,X300014.SZ,X000050.SZ,X600066.SH,X000977.SZ,X000066.SZ,X600118.SH,X600522.SH,X300146.SZ,X002129.SZ,X002049.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0586703015887821,0,0,0,0,0,0,0,0.165656877483559,0,0.0884310746900312,0,0,0,0.085532730393755,0,-6.93889390390723e-18,0,0,0,0,0,0.229948579829957,0,0,0,0,0,-0.0211747841511131,-0.0357921218982644,0,0,-0.0431653439319967,0,0,0,0.142630614350778,0,0,0,0,0,0,0,0,-0.212511238480946,0,0.0297427567631005,0,0,-0.00309932114152772,0.0313684020180313,0,0.189973998140181,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.422229136274022,0,0.176593209709024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397926771146115,0,0,0,0,0,0.0767131835250061,0.068416201989498,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,-0.0315894153326187,-0.0384410118181816,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.515014871971281,0,0.0238871454147061,0,0.157470396152372,0.0733044442262712,0,0,0.172101928095351,0,0,0.295873661147846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182015729651166,0,0,-0.0613046080974615,0,-0.0209102683748944,0,0,0,0,0,0,0,0,0.000819247798551098,0,0,0,0,0.02315563318369,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.174905798479667,0,0,0.0275059647268349,0,0,0.0912315783556265,0,0,0,0,0.0424640757788598,0,0.23884906861101,0,0,0,0,0,0,0,0,0,0,0,0,0.0578258834549308,0,0,0,0,0,-0.0201509675476647,0,0,0.0999797192829231,0,0.09368884731811,0,0.00596938584709913,0.00915349948888873,0,0,0,0,0.0295141222257898,0,0
X600104.SH,0,0,0.0438896346596668,0,0,0,0,0,0,0,0,0,0,0,0.325533328388729,0,0,0,0.0123849326825425,0,0,0.0558497988509644,0,0,0,-0.0062074589057535,0,0,0,0.232092764192912,0,0,0,0,0,0,0,0,0,0.0689094449819852,0,0,0,0.00952123342459447,0,0,0,0,0,0,-0.076611082307459,0.0041475623364445,0.00764171581239421,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.271414087968797,0,0,0,0,0,0,0.153232285426356,0,0,0,0,0.570105983448871,0,-0.110639993496603,0,0,0,0,-0.0119590074962169,0.123457350136312,0,0,0,0,0.151207385809813,0.0106779045792031,0,-0.0526236438090343,0,-0.0964631484854144,-0.0942024869055678,0,-0.0140988852642896,0,0,0,0,0,-0.0927853252589699,-0.00715203821091887,0,0,0,0,0.0126401097969622,0,0
X002304.SZ,0,0,0.070106442920005,0,0,0,0,0,0,0.224999991121155,0,0,0,0,0.0635874489965802,0,0.0814572015042703,0.0607952838878095,0,0,0,0,0,0,0.0185302584157236,0,0,0,0,0,0.058531070687702,0,0,0,0,0,0,0,0.066050721882688,0,0,0,0,0,0,0,0,0,0,0,0.0551628773817149,-0.0143316902293886,-0.0863803556312988,0,0,0,-0.029620943351185,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127498544392697,0,0,0,0,0,0,0,0,0,0,0.0530207210763511,0,0.132438671022808,0,0.352511042679952,0,0.00569142822174261,0.0482389533109951,0,0,0,0,0.0241670117149687,0,0,-0.0090579066552671,0,0,0,0,0.0459530028175759,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177070786886928,0,0,-0.00722924491196723,0,0,0.0140314332856046,0,0,0.318600004086145,0,0,0.226726796463508,0.395950264368768,0,0,0,0,0.0931573600217952,0,-0.248095838576735,0,0,0,0,0,0.106140035369087,0.0226230649404531,0,0,0.0543718063929615,0,0,0,0,0.0520365619632418,0,0
X000568.SZ,0,0.412093944224445,0,0,0,0,0,-0.0335246740602262,0,0,0,0.0313483354444311,0,0,0,0.0370155774666058,0.171161570864995,0,0,0,0,0,0,0.0827893202695282,0.0536644792822521,0.0190755009988584,0,0,0,0.0136601160111962,0,0,0,0,0,0,0,0,0,0.0765925803157937,0,0,0,0,0,0,0,0,0,0,0,-0.00869760733135683,0,0,0,0,-0.010451044139862,0,0
X600031.SH,0,0,0.345604195776471,0,0,0,0,0,0,0,0,0,0,0.157577386625025,0,0,0,0,0,0.157176679343149,0,0,0,0,0,0,0,0,0,0.0593518417160264,-0.0613189876639615,0,0,0,0,0,0,-0.0261062095710203,0,0,0,0,0,0.0807272443043249,0,0,0,0,0,0,0,-0.0140193753882987,0.00936420360508696,0,0,0,0.101971509142589,0,0
X002475.SZ,0,0,0.11706361332826,0.118259862382901,0,0.274905481769328,0,0,0.245459420872723,0,0,0,0,0,0.0562047503066269,0,0,0,0,0,0,0,0,0,0,0.183944180096127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271152089511646,0,0,0,0,0.0135369482599602,0,0,0,0,0,0,0
X600690.SH,0,0,0.044625491503879,0,0,0.0939190856275918,0,0,0,0,0,-1.38777878078145e-17,0,0,0.154877067079119,0.128691414280255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743050775863561,0,0,0,0.0486091726636709,0.0462444921504005,0,0,0,0,0,0,0,0,0,0,0,-0.0654958643791097,0,0,-0.0198944495093505,0.0623975789275393,0,0,0,0.0387963146401834,0,0
X000338.SZ,0,0.197292528131785,0,0,0,0,0,0.463902625100119,0,0,0.0993030739684638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237402982203708,0,0,0,0,0,0,0.0286669813171755,0,0,-0.0313013257080639,0,0,0,0,0.00787276656007875,0,0
X600741.SH,0,0,0.0768012972815105,0,0.0571856593802259,0,0,0,0,0,0.0407826443882826,0.264067600269453,0.156282347288432,0,0,0,0,0,0,0,0,0,0,0,0.0916309183853907,0.0265541753650874,0,0,0,0,0,0,0,0,0,0,0.0306375206150588,0,0,0,0,0.0239781820918198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213175639781657,0,0
