,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600741.SH,X600031.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002007.SZ,X000625.SZ,X002179.SZ,X300142.SZ,X600498.SH,X600066.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X000869.SZ,X300136.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.440871299467905,0,0,0,0,0,0,0.077563941998537,0,0,0,0,0.00846552569941873,0.122345425518033,0,0,0,0.0520267319673364,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0730580774940046,0,0,0,0,0.000577191637753617,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,-0.00251861135845302,0,0,0,0,0,0
X600104.SH,0,0,0,0.058612882660669,0,0,0,0,0,0,0.156219480581134,0.0233630463865961,0,0.330930467909661,0.00844035901626229,0.0747616415652168,-0.0625378354974886,0,0,0,0,0.0678165522661728,0,0,0,0,0,0.0258591940594853,0.0529216445288654,0,0,0,-0.00811701943324726,0,0,0,0,0,0,0.0653819440565693,0,0,0,0,0,0,0,0,0,0,0,0.00417133715398264,-0.028424417720573,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.128377352516332,0,0,0.00260154739736803,0,0,0,0,0,0,0.0557518374765069,0,0,0,0,0,0.470856277371413,0.0233409852550471,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.183928355940804,0.0711432029042844,0,0,0,0,0,0,0,0,-0.0619667587461364,0,0,0,0,0,-0.0091459048247837,0,0,0,0,0,0,0
X000858.SZ,0.0270267598246191,0,0,0,0.0761838548701686,0,0.0342686959071083,0,0,0,0.373467899107155,0.0121370454970993,0,0,0,0,0,0,0.00203840054335218,0,0,0.0185764630125172,0.0230413485552766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144590973017209,0,0,0,0,0,0
X000651.SZ,0.237326418499606,0,0,0.0722045287235835,0,0,0,0,0,0,0.121805471235151,0,0,0.0559967623679268,0,0.00435134056597445,0,0,0,0,0.0557176002306928,0.284888564954129,-0.0247314409262097,0,0,-0.0409816831843494,0,0.0803033657702566,0,-0.0111303841938559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091279110424916,0.0171102071752505,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0055894658855365,0,0,-0.00877904257612128,0,0,0,0,0,0.0534394874331498,0.360918026236641,0,0,0,0,0,0.0806095181523693,0,0,0.0648374169857029,0,0,0,0.102575540225189,0,0,0,0,0,0,-3.46944695195361e-18,0,0.177752498975518,0.244618416405689,0,0,0,0,0,-0.0683541385724478,0,0,0,0,0,0.0068083025829911,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.104396535238119,0,0,0,0,0,0.12562178951224,0.567831586190674,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.32711687135965,0,0,0,0,0.0313654203359686,0,0,0,0,0,0,0,0,0,0,-0.0458126456322568,0,0,0,0,-0.219599712582884,0,0,0,0,0,0.0195356188448396,0.0376917743954597,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.000335492000879132,0,0,0,0.0742981921505227,-3.46944695195361e-18,0,0.107128729348862,0,0,0,0,0,0.0451031228897203,0.288141848093267,0,0,0,0,0,0,0.133743596219948,0,0.0420880872208963,0,0,0,0,0,0,0,0,0,0.2776703496358,0,0,0,0,0,0.00563040541451641,0.0286955474744781,0,0,0,0,0,0
X600690.SH,0,0,0.278786027016879,0,0,0,0,0.0728326210356741,0,0,0,0.114516441878409,0.0487948049042611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115343734253649,0,0,0,0,0,0,0,-0.0388054754991067,0,0,0,-0.0166597019953436,0,0,0,0,0,0,0,0,0,0,0,-0.00330512482697613,-0.0102076563967991,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.029972209927094,0,0,0,0,0,0,0,0,0.297037437721352,-0.00216666349326043,0,0,0.0827461921402326,0,0,0,0,0.0664133260322458,0,0,0,0.146506052085396,0,0,0,0,0,0,0,0,0,0,-0.0408556215320129,0,0,0,0.368267834101731,0,0,0,0,0,0,0,0,-0.020454542640637,0,0,0,0,0,0
