,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X002236.SZ,X002292.SZ,X002241.SZ,X600066.SH,X600741.SH,X000338.SZ,X002475.SZ,X600089.SH,X000559.SZ,X002129.SZ,X601877.SH,X600177.SH,X600435.SH,X000016.SZ,X000568.SZ,X000547.SZ,X002465.SZ,X300124.SZ,X300003.SZ,X600839.SH,X002294.SZ,X600582.SH,X600252.SH,X002456.SZ,X000550.SZ,X000800.SZ,X002276.SZ,X002498.SZ,X000066.SZ,X002179.SZ,X000581.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.248389056026401,0,0,0,0.00418185760726962,0,0,0.113294399634171,0,0,0,0,0,0,0,0,0,0,0,0.149784018415177,0,0,0,0.0449128450423545,0,0,0,0,0,0,0,0.0396140991001473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391155787441019,0,0,0,0.018028964257069,0,0,0,0,0,0
X600104.SH,0.47678111084604,0,0,0,0,0.0372449182842157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162623813893391,0.235613846451889,0,0,0.0137159804922963,0,0,0,0,0,0,0,0,-0.0124398676604465,0,0.0618587111983609,0.0671131533678538,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109116024572004,0.0173824844597966,0.0221385743271281,0,-0.0251083562430784,0,0,0,0
X000651.SZ,0,0,0,0,0.0258369336444367,0,0,0.120146796772284,0,0,0,0,0,0.0529441740748286,0.0802755025279001,0,0,0.0374294816310571,0,0,0,0,0,0.0539492339718888,0,0,0.00170229854439551,0,0,0,0,0,0.398231099975936,0,0,0,0,0,0,0,0,-0.0248662535275804,0,0,0,0,0,0.0493164023112972,0,0,0,-0.0229059212516625,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0643637208302329,0,0.0163425130442247,0,0,0,0,0,0,0.147886620198652,0.112837948956945,0,0,0,0,0.186437127068751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082240809196262,0.123105500794259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X002415.SZ,0.0315332155613696,0,0,0,0,0,0,0,0,0,0,0.147108773714148,0,0,-0.0216896101010562,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.187968847125505,0,0,0,0,0.17397855510245,0,0,0,0,0,0,0,0,0.0527327577708879,0,0,0.0747434899065997,3.46944695195361e-18,0,0,0,-0.0281948289908196,0.0116982646163488,0,0,0,0,0,0
X002304.SZ,0,0.276540405326999,0,0,0,0,0.400579051931185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120145176425057,0,0,0,0,0,0,0,0.067157867108899,0,0,0.0545950271879586,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0746225701837229,0.0128238507260416,0.0194285152554595,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.237491017988457,0,2.16840434497101e-19,0,0,0,0.00689757737356864,0,0,0,0,0,0,-0.0343588954107786,0,0,0,0,0,0,0,0,0,0,0.201686323620586,0,0,0.559563699628389,0,0,0,0,0,0,0,0,0,0.0222404790413217,0,0,0,0,0.0391044904683672,0,0,0,0,0.0126091817804755,0,0,0,-0.0303534213161115,0,0
X600276.SH,0,0,0.105805093958705,0,0,0,0,0,0,0.143175732985426,0,0.13464453538399,0,0,0,0,0.0280060936234096,0,0,0,0,0.0376085877964847,0.113080270107018,0,0,0.0685341827768187,0,0,0,0.0806252036432803,0,0,0.0454838620022895,0,0,0,0,0,0.103445239637116,0,0.0570271766976409,0,0,0,0,0,0,0,0,0,0,0,0.0102470654701109,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.160954676087433,0,0,0,0,0,0,0,0,0,0,0.0628573933880878,0,0,0.417496562679314,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0214933304332373,0,0,0,0,0,0,0,0,0,0.130584195642222,0,0,0,0,0,-0.0347463750414079,-0.0210396150460089,0,0,0,0,0,0
X000625.SZ,0,0,0.0881702702617159,0,0,0,0.0199290472010539,0.0674456396322145,0,0,0,0,0,0,0.0632490626541679,0,0.0201153067781762,0,0,0,0,0.0304898533047004,0.170911913027562,0.0307977747455402,0,0.0591550864759778,0,0,0,0,0,0,0.0892084133951631,0,0,0,0,0,0,0,0,0,0.0337294916726481,0.0570711390043336,0,0,0,0,0,0.0239198851461843,0,0,0,0,0,0,0,0,0
