,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X002049.SZ,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000661.SZ,X600584.SH,X000157.SZ,X601877.SH,X002241.SZ,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X002180.SZ,X002463.SZ,X000800.SZ,X601799.SH,X300142.SZ,X002028.SZ,X002007.SZ,X000066.SZ,X600487.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.386879302410494,0.0147832994839409,0,0,0.0482094269319504,0,0,0,0.0740839149202539,0.0598187111703064,-0.0473418687083827,0,0,0,0,0,0,0,0,0.0543886005379645,0,0,0,0,0,0,0,0,-0.0234807833598089,0,0,0,0,0,0,0,0.0737699934298212,0,0,0,-0.00277153175286381,0,0,0,0.0388459586177274,0,0,0,0,0,-0.00580808861427913,0,0,0,0,0,0,0
X000858.SZ,0.0712043616431513,0,0.489829350008689,0,0,0,0,0,0,0.0588160619927791,0,0,0,0,0,0,0,0.0505468737482123,0,0,0,0.0943035873405431,0,-0.0265887157907058,0,0,0,0,0,-0.0215949768217953,0,0,0,0,0,0,0,0,0,0,0.0265165382488636,0,0,0,0.104690261562068,0.0179951109139048,0,0,0,0,0,-0.054633768420915,0.118363017813882,0,0,0,0,0,0
X000568.SZ,0.295528286993436,0.241690108271353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263598147370168,0.0661110056808487,0,0,0,0,0,0.0599379926319274,0,0,0,0,0,-0.0442772765910416,0,0,0,0,0,0,0,0,0.222382175368567,0,0,0,-3.46944695195361e-18,0,0,0,-0.135059579086826,0,0,0,0,0,0.0151779144068402,0.00891660313810231,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.371382663853316,0,0.0338825519696825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527001739693593,0,0,0.197337078424571,0,0,0,0,0.388632395945988,0,0,0.00994148064021892,0,0,0,0.0289461132816001,-0.273150225083232,0,0,0,0.112112718936262,-0.0821858304547284,0,-0.111109698878522,0,0,-0.108116417601249,0,0,0,0,-0.00361401236903054,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0744076525770026,0,0,-0.0724493901064579,0,0,0,0,-0.160098811330932,0,0,0,0,0,0.0366309900067945,0.10364772445199,0,0,0.0752919882601067,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0418946999611292,0.336548408234475,0.0712302733411506,0,0,-0.000344993457699923,0,0,0,0,0,0,0.0767090026505549,0,0,0.0047245044767449,0.0387184537746072,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.129714411516701,0,-0.365358350819176,0,0,0.0539302904313669,0,0,0,0,0,0,0,0,0,0,0,-0.494950847683412,0,0,0,0,-0.275910680166511,0.2634488269121,0,0.731296269887083,0,0,0,0,0.0343572449796362,0,-0.221034068005907,-0.243130665699747,0,-0.0911546302708579,0,0,0,0,0,0,0.0310306503098361,0.0493422314200146,0,-0.0296952325906065,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.13271397222316,0,0,0,0,0,0,0,0,0,-0.0207912131209895,0,0,0.112801020725946,0.142350376674734,0,0,0,0.0327865375361419,0,0,0,0.338573001970259,0,0,0.510132783000672,0,0,0,0,0,-0.0458689688252629,0,0.0235721804444322,0,0,0,0,0,0,0,0.038496095363725,-0.0582900044601389,0,0,0,0,0,0
X600690.SH,0,0.108424396020717,0,0,0,0,0.00683195855498997,0,0,0.11634402649425,0,0,0,0,0,0,0.0668660584376151,0,0.151268234523415,0,0,0.085962857063211,0,0,0.0181011342130461,0,0,0,0,0.0380396142127531,0,0,0,0,0,0,0,0.0382391150183416,0,0,0,0,0,0,0.0172387841497696,0,0,0,-0.0682280233060913,0,0,5.42101086242752e-20,0.00339363897365356,0,0,0,0,0,0
X002304.SZ,0,0.397441897517949,0.215363132653677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201763236535175,0,0,0,0,0,0,0,0,0,-0.0246648356856083,0,0.0125415176480871,0,0,0,0,0,0,0,0,0,0,0,0.00903812068560438,0,0,0,0,0,0,0,0,0,-0.0163657468240813,0,0,0,0,0,0,0
X000651.SZ,0.130509426516313,0,0,-0.0461398249404196,0,0,0.0609203532056519,0.393642096753813,0,0,0,0,0,0,0,0,0,0.0874776926562957,0,0,0,0.0141634752919969,0,0,0,0,0,0,-0.0456321027461497,-0.0123148943803626,0,0,0,0,0,-0.0339812295028505,0,0,0,0,0.0121428033077531,-8.67361737988404e-19,0,0.079343405928714,0,0,0,0,0,0,0,0,0.0349631234324426,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.251216558528359,0,0,0,0,0,0,0,0,0,0,0,0.0184316653237947,0.198700973523233,0,0,0,0,0,0,0,0,0,0,-0.0312691789777725,0,0,0,0,0,0,0,0,0.175001435068061,0,0.22205952810122,-0.0322354128374289,0,0,0,0,0,0,0,0,0,0,-0.0715519154249532,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.125763584865211,0,0,0,0,0,0,0,0,0,0.127914837436733,0,-0.0604141920788195,0,0,0,0,0,0,0,0,0,0,0,0,0.119035298197459,0,0,0.272653109440547,0,0,0,0,3.46944695195361e-18,0,0,0,0.0850333044893236,0,-0.147090481034054,0.00716595222350888,0,0,1.73472347597681e-18,0.400096917843017,1.07227913957619,0,-0.336619296267779,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0834382575684322,0,0,0,0.0458851969577824,0,0,0,0.0425786892046546,0,0,0.0630228200615207,0,0.0291958546345605,0,0,0,-0.0359880055891507,0,0,0,0,-0.0239122020356289,0,0.142952886591212,0,0,0.1568602433661,0.149124556720531,0,0,0,-0.0135831833468693,0,0,0,0,0,0,0.00112100904854174,0,0,0,0,0,-0.0676413090294954,0.0551900024217259,0,0,0,0,0,0
