,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X000568.SZ,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X600487.SH,X002007.SZ,X600566.SH,X000100.SZ,X002236.SZ,X002008.SZ,X000596.SZ,X002179.SZ,X600498.SH,X600809.SH,X000625.SZ,X000661.SZ,X600867.SH,X300146.SZ,X002294.SZ,X600066.SH,X600177.SH,X300136.SZ,X000157.SZ,X002506.SZ,X600089.SH,X600372.SH,X002180.SZ,X300142.SZ,X002241.SZ,X000977.SZ,X000981.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.371093058377778,0,0.274915918511349,0,0,0,0.0235563272230248,0,0,0,0.0225014221543025,0,0.110982251142026,0,0,0.0905487740346266,0,0.0252038949517033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00760662905234283,0,0,0,0,0,0
X600104.SH,0,0,0,0.217055517947791,0.242639884026303,0,0,0,0.338961299817547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405010905112794,0.0633328818201295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488211097498789,0,0.162187652481456,0,0,0.0188478625295013,0.0314269287319559,0,0,0,0,0,0
X000651.SZ,0.227392924975523,0,0,0,0,0,0,0,0,0,0.0229273594068163,0,0.0417334486991491,0,0.270933372101269,0,0,0,-0.00764235297604864,0.131589317319144,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0405546595993928,0.0501544437123029,0,0,0,0,0,0,0,0,0,0,0.113486131103394,0,0,0,0,0,0,0.0152248174109425,0.00969098502846046,0,0,0,0,0,0
X002415.SZ,0,0.116003679893972,0,0,0,0,0,0,0,0,0,0,-0.0239639490838424,0,0,0,0,0,0,0,0,0,-0.0386657388135024,0,0,0.613928189727571,0.0207171578866869,0,0,0.0568922983919666,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0439992644742474,0.0693791332174023,0,0,0,0,0,0,0.232988306223128,0.0223725802545035,0.0704021652111857,0,0,0,0,0,0
X000858.SZ,0.0157965711707142,0.114885427490433,0,0,0,0,0.116555385765175,0.0361748644658181,0,0,0,0,0,0,0.315432015644542,0,0,0,0,0,0,0,0,0,0,0.0127662337182145,0,0.115637878748672,0,0,0.12385413235299,0,0,0,0,0,0,0,0,0,0,0,9.13710638658767e-05,0,0,0,0,0,0,0,0,0.00509189018830387,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0341913859331559,0,0,0,0,0,0,0.305888964739319,0,0,0,0,0,0.0934169018995649,0,0,0.182570741814301,0,0,0,0,0,0,0,0.0516714910302436,0.267486389999338,0.07301462937319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00500352302198776,0.0370379835657826,0.0225100456677289,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.451948891485547,0,0,0,0,0.169448579874096,0,0,0.00910167517306195,0,0.458614159017472,0,0,0,0,0,0,0,0,0,0,0,-0.132332102595345,0,0,0,0.220406239980576,0,0,0,0,0,0,0,0,0,0,0,-0.02185453710609,-0.112490558048963,0,0,0,0,0,0,0,0.027066955283809,0.0303687019497473,0,0.0990092235588846,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0490400103331677,0,0,0,0,0.123222491163187,0,0,0,0,0.111912466428764,0,0,0,0,0,0,0,0.402093159907184,0,0,0,0,0.181138798077399,0,0,0.0426048211753764,0,0,0,0,0,0,0,0.0378826895422505,0,0.173335377164994,0.0268304512620906,0,0,0,0,0,0.160744300231396,0,0,0.0182419440649441,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,-0.105721761883007,0,0,0,0.116672333764865,0.114555054670426,0,0,0.104091818464447,0,0.302099851894549,0,0,0,0,0,0,0,0,0,-0.0540634952780163,0,0.0527416868714422,0,0.0649159221766298,-0.0507569717966198,0,0,0,0,0,0,0,0,0,0,0,0.292936577592984,0.0151976143526159,0,0,-0.025430150567857,0.00406020198829533,-0.0218692369129337,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.256514475495061,0,0,0,0,0.0133518565801522,-0.00800205705324742,0,0,0,0.194864727446934,0.244715850137973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206602180074215,0,0,0,0,0,0.217642765017794,0,0.0480147562746681,-0.0216664161254723,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179337351597992,0,0,0,0.501147920389702,0,0,0,0,0,0,0,0,0,0,0,0.198328410323761,0,0,0,0,0,0.149502517543837,0,0,0,0,0,0,0,0.178930279827382,0,0,0,0,0,0.077003896809002,0,0,0,0,0,0
X600031.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200947325663322,0.121881358034251,0,0.0314367884799607,0,0,0.125374912724735,0,0,0,0,0,0.0679031495413656,0,0,0,0,0,0,0,0,0.102024965682815,0,0.201634175416892,0,0,0.00610428379992911,0,0,0,-0.0290259293339183,8.67361737988404e-19,0,0,0,0,0,0
