,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X002304.SZ,X000651.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000625.SZ,X002129.SZ,X003816.SZ,X002049.SZ,X300142.SZ,X601877.SH,X000596.SZ,X000661.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600460.SH,X000157.SZ,X600741.SH,X000799.SZ,X002236.SZ,X600702.SH,X002074.SZ,X002414.SZ,X600779.SH,X600584.SH,X601799.SH,X002007.SZ,X600183.SH,X000733.SZ,X000800.SZ,X600884.SH,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.208886295111851,0,0,0,0.0469933625009037,0.242956949380613,0,0,0,0,0,0,0.0513910221564385,0,0,0,0,0,0,0,0.0142051756685795,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0582836932511614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014424883057557,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.144570833530822,0,0.206159409172967,0,0,0.0691476390492547,0,0,0,0,0.00970167005803545,0,0,0,0,0,0,0.108958777031936,0,0,0,0,0,0,0,0,0,0,0.0202444012543583,0,0.11362404833465,0,3.46944695195361e-18,0,-0.109105796682283,0.168741870823816,0,0,0,0,0,0,-0.0183725767488896,0.0830718223002401,0,0,0,0,-0.00254416488123527,0,0,0,0,0,0
X002415.SZ,0,0.0884190179531877,0,0,0,0,0,0,0,0.054183977557584,0,0,0,0,0.136134866667691,0,0,0,0,0.100651548728426,0,0,0,0,0.0598150677786443,0,0.0235090012761266,0.0221698897218515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10336049517208,0.0657061993047354,0,0,0,0.104387634988317,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-0.034258021344613,0,0.262594423659093,0,0,0,0,0,0,-0.00537307827416121,0,0,0,0,0,-0.0744168818978028,0,0,0,0,0,0,0,0,0,0,-0.0476284365139628,0,0,0.356739446655141,0,0.239947481198085,0,0,0.0542355444053279,-0.067722720970965,0,0,0,0.0174980879466328,0,0,0,0,0,0,-0.0550104997124105,0.0773385517423116,0,0,0,0,0,0
X600276.SH,0,0.391664692101529,0,-0.0706913598620624,0,0,0,0,0,0,-0.158321508809484,0,0,0.294799168126906,0.18361724709098,0,0,0,0,0,0,0,0,-0.322891162429171,0,0,0,0.0891653758829165,0,0,-0.0452179808690511,0,0,0,0.021827585929103,-0.0283541023096997,0,0,0,0,0,0,0,-0.0432469904364745,0,0,0,0,0,0,0,0.0208887270462874,0,0,0,0,0,0,0
X600690.SH,0,0.045932084244261,0,0,0.112996768593484,0,0.174930990288658,0.108614776028618,0,0,0,0,0,0,0,0,0,0,0.0161867500767013,0,0,-0.0436152243820758,0,0,-0.0196361665675953,0,0,0.124135994208797,0,0,0,0,0.28766069581738,0,0,0,0.00649333859584657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215108744301836,3.46944695195361e-18,0,0,0,0,0,0
X000568.SZ,0,0.442099573725398,0,0.0724249227251001,0,0,0,0.133731955212635,0,-0.051092390302308,0,-0.110755513542651,0,0,0.0141180228151845,0,-0.0841111607196019,0.0358068741434575,0,0,0,0,0,0,0,0,0.185966138062471,0,0,0,0,0,0,0,0,-0.0835545119028451,0,0,0,0.0538286909887347,0,0,0,0,0,0,0,0,0,0,0,-0.0193595714521119,0.0319350630175913,0,0,0,0,0,0
X002304.SZ,0,0,0,0.451967728738459,0,0,0.416332550305666,0,0,0,0.0243436155331978,0,0,0,-0.2148457870203,0,0.03768081377042,0,0,0.186834206752724,0,0.0342892843958064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105703011546574,0.0998176878064741,0,0,0.188024946497571,0,0.0295921989123481,0,0,0,0,0,0,0,0,-0.0683456322428756,0,0,0,0,0,0,0
X000651.SZ,0.02791963114456,0,0,0,0,0.0551167209405894,0,0,0,0,0,0,0,0,0,0,0,0,0.157176063969771,0,0,-0.0120720743993031,0,0,0,0,0,0.0809194013745192,0,0,0,0,0.0942906154693572,0,0,0,0,0,0,0,0,-0.0666607273724364,0,0,0,0,-0.0482124612858128,0,0,0,0,-0.0562801348820237,0.0975109953484396,0,0,0,-0.0895223142569707,0,0
X600031.SH,0,0.0464213080122338,0,0,0,0,0,0,0,0,0,0,0,0.0573747802345423,0,0,0,0,0,0.0729383370221182,0,0,0,0,0,0,0,0,0,0,0,0,0.345269227702214,0,0,0,0.083675013138124,0,0,0,0,0.0807339203028084,-3.46944695195361e-18,0,0.072363986972732,0,0.00142879052135661,0,0,0,0,0.067150338651868,0,0,0,0,0.216089964256692,0,0
X002475.SZ,0,0,0,0.098062646545196,0,0,0,0,0,0,0,0,0,0,0,0,0.0698705669783517,0.201892885363357,0,0,0.057554957663938,-0.0991357286651997,0,0.228353340239314,0,-0.0811799526847573,-0.007661375639622,0,0,0,-0.109883163886077,0.151253593868662,0,0,0,0,0,0,0,0,0,0.0714333697852273,0.0266647608341887,0,0,0,0,0,-0.141147230552698,0,0,0,0,0,0,0,0,0,0
