,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X300003.SZ,X002456.SZ,X300124.SZ,X601877.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X000981.SZ,X000157.SZ,X600089.SH,X000596.SZ,X600177.SH,X600498.SH,X000661.SZ,X002179.SZ,X600707.SH,X002049.SZ,X600699.SH,X600584.SH,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.484157032322861,0,0.0415651566454452,0,0,0,0,0.0400357818621644,0,0,-0.0420958467770656,0,0,0,0,0,0,0,0.0239175429437245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167109325075818,0,0,0,0,0,0,0,0,0.0974301166050014,0,0,0.0108318740591866,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.176136405893167,0,0,0,0.244264475253113,0.323438528082847,0,0,0,0,0,0,-0.15785705359846,0,0.139612426064577,0,-0.0467484798593187,0,0,0,0,-0.0409119622065299,0,-0.0340489403349806,0,0,0,0,0,0,0,-0.00466054275739361,0,0,0,0,0,0,0.101166470885196,0.0451146815041217,0,0,0,-0.00333800498841637,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0957010040351406,0,0,0,0.00318370469300444,0,0.149801020193864,6.93889390390723e-18,0,0,0,0.160511402516145,0.138312896276252,0,0,0,0,0,0,0,0.265790999666566,0,-0.00554977072900438,0,0,0,0,0.107419718163381,0.135627932275693,0,0,0,0,0.17221342129112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384508839480065,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.267070962195722,0,0,0,0,0.163856008552748,0,0,0,0,0.071666084459554,0,0.0328227950013951,0.0548448352853154,0,0,0.0211003827512637,0.0169113714840228,-0.0676633804002389,0,0,0,0,0,0.078859549580279,0,0,0,0,0.208865020843768,0,0,0,0,0,0,0,0,0,0,0,-0.0319303510907536,0,0,0.120282655746415,0,0,0,-0.0121822795949288,0,0,0,0,0,0
X000858.SZ,0.23545952049162,0,0,0.347687522057706,0,0,0,0.0218138298286273,0,0,0,0.397847776410526,-0.0530128792275121,0,0.0727870990242621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687721627011644,0,0,0,0,0,0,0,0,-0.0213625555264029,0,0,0,0,0,-0.00630722936543062,0,0,0,0,0,-0.00962399944098015,0,0,0,0,0,0
X600276.SH,0,0,0.0144946686930621,0.0692483835116297,0.0577602987620654,0,0,0,0,0.059378800766663,0,0,0,0,0,0,0,0,0,0.0460969958164723,0,0,0,0.284371134476909,0,0.0192706176752927,0,0,0.0986500606159753,0,0,0,0,0.127313933441089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644561233136052,0,0.0623460270386896,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.208453598868282,0.0665056609238011,0,0,0,0,0,0.112273111145128,0,0,0,0.0545962032985414,0,0,0,0,0,0,0.319559926002685,0,0.212659718273129,0,0.0929239499375391,0,0,0,0,0.00327374478980667,0,0,0,0,0,0,0.0825474312123851,0,0,0,0,0.0939710388826836,0,0,0,-0.00876535221000095,0.0145443188969717,0,0,0,0,0,0
X002304.SZ,0.235329386032883,0,0,0,0,0.111217213843323,0,0,0,0,0,0.0317838500641313,0,0,0,0,0,0,0,0,0,-0.0172850418366979,-0.0647916219450347,-0.0667643803012673,0,0,0,0,0,-0.00243190290846052,0,0.0115796152399693,0,0.376409711901337,0,0,0,0,0,0.215459630871374,0,0,0,8.67361737988404e-19,0.0314202252117005,0.0591022200222377,0,0,0,0,0,0,-0.0121879375920713,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0150792657444333,0,0.350754810891652,0,0,0,0,0,0,0,-0.0228144259315849,0,0,0,0.0372592019122536,-0.0363691161697731,-0.0980754241353639,0,0,0.326916666662551,0,-0.227233060090457,0.261094268451286,0,0,0,0.286754214356728,-0.00488381972593932,0,0,0.256936751414163,0,0,0,0,0.118199986398789,0,0.117034224522859,0,0,0,0,0,0,0,0,0,0.00822877757873481,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.111650107238629,0.346512420425358,0,0,0.04747566410862,0,0,-3.46944695195361e-18,0,0,0,1.73472347597681e-18,0,-0.0481765725197078,0,0,0,-0.062907037433939,0,0,1.73472347597681e-18,0,0,-0.0222520561400063,0,0,-0.0532118523493732,0,0,0,0.160363633432275,0,0,0,0,0,0.0772410489663857,0,0,0,0,0,0,0,0.0768967355408883,0,0.0694873925143361,0,0,0,0,0,0,0,0,0
