,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002049.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X600522.SH,X300142.SZ,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X300003.SZ,X600884.SH,X600584.SH,X600487.SH,X000799.SZ,X002414.SZ,X002223.SZ,X601799.SH,X002294.SZ,X002236.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.084300844015471,0.332464312190567,0,0.0137459427776805,0,0.115894782395079,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0216640995492927,0,0,0,0,0.0440715121404065,0,0,0,-0.00849337460783422,0,0,-0.19635702059463,0,0,0,0,0,0,0,0,-0.077020787630173,0,0,0,0.152136604757812,0.0244404347790145,0,0,0,0,0,0,0.0290498036892359,0.0324195129759161,0,-0.110364883050143,0,0,0,0
X000858.SZ,0.36058612418488,0,1.38777878078145e-17,0,0.250664538847507,0.0766355987653066,0,0,0.104123806591281,0,0.117776339092828,0,0,0.0200095809549336,0,0,0,0,0.0332126530840353,0.000544901884546548,0,0,0,0,0,0,0.0752281490260897,0,0,0,0,0,0,0,0,0,0,0,0.0441923598921118,0,0,0,0,0,-0.0176572117551156,0,0.047264164872434,0,0,-0.0928254072738583,0,-0.0049862245505601,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.804720304111341,0,0,0,0,-0.00959981511859721,0,0,0,0.121630565632683,0,0,0,-0.133193668805234,0,0,0,0,0,0,0,-0.0772641436287579,0,0.115926778286884,-0.055418402277686,0,0,0,-0.0132072212518777,0,0,0,0,0,0.10937377439852,0,-0.129999096184669,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606433371088609,0,0,0,0,0.230931498767148,0.0428794530213535,0,0,0,0,0,0,0,0.179923943306709,0,0,0,0,0,0,0.166859775291028,0.070577510677953,-0.139780059535828,0.351901962509493,-0.077843108282048,0,0,0,0,0,0,0
X000568.SZ,0.241535027762941,0,0.742397928389158,0,0,0,0,0.0505539438225145,0.084367871575192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584860377779014,0.109834036824771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0759823276568892,0,0,0,0,0,0
X600276.SH,0,0.0164778750729834,0,0.0314117586310208,0,0,0,0,0,0,0,0,-0.0742089416320207,0,0,0,0,0.049744475760804,0,0,0,0,0,0,0,0,0,0.0409277389403693,-0.215500752574601,0.0517586493370451,0.115920049904128,0.0139176615857468,0,0,0,0,0,0,0,0.053233515382869,0,0,0,0.204227614414328,-0.0175370549905609,0.180862210884954,0,0,0,-0.0394312474966378,0,0.012761586989422,0,0,0,0,0,0,0
X600690.SH,0.0529205230737141,0,0,0,0.241690402952168,0,0,0,0,0,0.326548011979558,0,0,0,0,0,0,0,0,0.0543692590904418,0,0,0,0,0,0.101253509723728,-0.0541295802395293,0,0.110707613809096,0,0,0.121503852186052,0,0,0,0,0,0,0,0,0,0,0,0,-0.073760904872854,0,0,0,0,-0.00949180021923103,0,-0.0535396151683405,0.0294015103049599,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.297592636505569,0,0,0.253990149637413,0,0,0,0,0,0.0240344884969526,0,0,0,0,0,0,0,0,0,0,0,0,0.124399948965004,0,0,0,0,0,0,0,0.107660411589572,0,0,-0.0471248676239501,0,0.201418540966338,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.46917672030361,0,0,0.0491763270983024,0,0,0,0,0,0,0,-0.0716961210293572,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.103636104193264,0,0,0,0,0,-0.162440718966913,0.0242559957712419,0.0925544887736561,0,0,0,0,-0.0435474500108687,-0.0494558314872765,0,0,0,0,0,0
X300124.SZ,0,0,-0.106809949170253,0,0,0,0,0.106854538094673,0,0,0,0,0,0,0,0,0,0.138594156948721,-0.0507205252972321,0,0,0,0,0,-0.0632209402474032,0,0,0,0,0,0,0,0.270554081501627,0,0.114081017275083,0,0,0,0,0,0.110300915323333,0,-0.186176251409561,0,-0.0880881872843587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.35659388528744,0,0,0,0,0,-0.108018738903294,0,0.344672241497431,0,0,0.0101660623475133,0,0,0,0,0,0,0,0,0,0,0.00809557306297829,0,-0.129141687859388,0,0,0,0,0,0,0,0,0.0569448905269146,0,0,0,0,0,-0.0666866598969347,-8.67361737988404e-19,0,0,0,0,0.0378384661623955,0,0,0,0,0,0,0
