,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600809.SH,X600031.SH,X600690.SH,X000661.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X300014.SZ,X000596.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X600703.SH,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X002129.SZ,X601877.SH,X000157.SZ,X002179.SZ,X002049.SZ,X600183.SH,X600584.SH,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X300146.SZ,X002508.SZ,X000977.SZ,X600779.SH,X002185.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.452241963117901,0,-0.0573562619058738,0,0,0,0,0,0.189381204956098,-0.043330785157018,0,-0.0571653826630037,0,0,0,0,0,0,-0.000934756699643179,0,8.67361737988404e-19,0,0,0,0,0,-0.0659544895663102,0,0,0,0.061168351498016,0,0,0,0,0,0,0,0.166586907846219,0,0,-0.0147759901567395,0,0,0,0,0,0,0,0,0,0.0355320526449353,0,0,0,0.00459511650711965,0,0
X000858.SZ,0.172373579051014,0,0,0,0,0,0.0692491971031602,0.417389075989919,0,0,0,0,0,0,0.00552465566257461,0,0,0,0,0,0.033514008252286,0,0,0,0,0,0,0,0,0,0,0.0397887995060593,0.0275919446636813,0,0,0.00292588326387391,-0.0115393360949666,0,0,0,0.0486859227485029,0,0,0.083625110394404,0,0,0,0,0,0,0,0,-0.00374970298293169,0,0,0,0.00590911595172489,0,0
X600276.SH,0,0,0,0,0,0,0.0353335845827389,0.066662205431588,0,0.0143994024850602,0,0,0,0,0,0,0,0,0.00897335630879494,-0.111143031159037,-0.0330156654305816,0,0.0913632105377929,0,0,0.109973471235353,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.147607726019118,0,0,0.0497394079193001,0,0.0906987262530898,0,0.100833937637552,0,0,0,0,0,0,0,0,0,0,0,0,0.00914871474685726,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0656415734761202,0,0,0,0,0,0,0,-0.0852824214205508,0,0,0,0,0,0,0.0472239113375788,0.0445369861041429,0,-0.139344663390006,0,0,0,0,0.0544021020687595,0,0,0,0,0,0,3.46944695195361e-18,0,0.219009432655794,0,0,0,0,0,0,0,0.00144598150561521,-0.0102746528518861,0,0,0,-0.0120450217684776,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0802315632338137,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.064066137133554,0,0,0,0,0,0,0,0.186579775125083,0.157537804523026,0,0,0,0.0466118588493775,0,0.0715368425048954,0,0,0,0,0.0744934289953033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238784600924051,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971925918812785,0,0,0,0,-0.081913066792349,0.435846930022868,0.000987610356477946,0,-0.00870023376375259,0,0,0,0,0,0,-0.0260573989933591,0,0,0,0,-0.0214196215192789,0,0,0,0,0,0,0,0,0,0,0.109725150298519,0,0.203110154076624,0,0,0.0447042821122116,0,0,0,-0.00683450064481322,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0166397907610123,0,0.216684410810662,0,0,0,0,0,0,0,0,0,0,-0.00596664661455563,0,0,0,0,0,0,0,0,0,0,0.0290154595098927,0,0,0,0.10985242883306,0,0,0.216537415277348,0.110104557923615,0,0,0,0.0951070557982778,0,0,0,0.169021640319787,0,0,0,0.0283653111135386,0,0,0,0,0,0,0
X000568.SZ,0,0.166992258732774,0,0,0,0,0,0,0,0.436807147820868,0,0.00937341523457295,0.0417087838044491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277540824224549,0.0722517410740308,0,0,0,0,0,0.120706364048339,0,0,0,0,0,0,0,0,-0.00428076787427955,0,0
X600104.SH,0,0,0,0,0,0.0799516759502991,0,0,0,-0.069300708484981,0,0,0,0,0.0504561380222537,0,0,0,0,0.0787766862045486,0.178249974052895,0,0,0,0.22641517242468,0,0,0,0,0,0,0.0863386410534847,0,0,0,0,0,0,0,0,0,0,0.187645364778798,0,0,0,0,0,0.0267977233524497,0,0,0.019884008449697,0,0,0,0,-0.020074032648894,0,0
X600809.SH,0,0,0,0,0,0,0.182499623728115,0.337598175108592,0,0,0,0.204107705502769,-0.0653266787739774,0,0,0,0,0,0,0,-0.0876198195544485,-0.16034816038188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589586987558679,0,0,0.160897120922508,0,-0.113402679624638,0.00934322380073987,0,0.173329511929153,0,0,0,0,0,0,0,0.016410004765383,0.0208830764827962,0,0,0,0.0213386237992015,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.16242747556814,0,0,0.0232387516982347,0,0,0,0,0,0,0,0.0454220036614644,0,0,0,0,0.14125411720989,0,0,0,0.32212063212534,0,0,0,0.107049020029882,0,0,0,0,0.334120519355232,0,-0.166455655499605,0.0561344435569169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195690183089626,0,0
