,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X600031.SH,X000063.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X000157.SZ,X000066.SZ,X300142.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X002179.SZ,X300136.SZ,X002463.SZ,X000977.SZ,X600271.SH,X002008.SZ,X002456.SZ,X600584.SH,X002180.SZ,X600177.SH,X600066.SH,X000050.SZ,X002506.SZ,X600498.SH,X002129.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.194665217194278,0,0,0,0.0685843290553681,0,0.376426269559183,0,0,0,0,0.138097943953657,0,0,0.210220115702282,0,0,-0.0315610672234858,0,0,0,0,0,0,0,-0.111950172698979,0,0,0,0,-0.0601324979835405,0,-0.0530687988918443,0,0,0,0.0508532748124355,0,0,0,0,0,0,0,0,-0.0254616784096332,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0166725515000769,0,0,0,0,0.0609544370518415,0.693970203296487,0,0,0,0,0.108709357493517,0,0,0,0.0277076028512334,0,0,0,0,0,0,0,0,0,0,0.00858646629515373,0,0,0,0,0,0,0,0.0226151350081289,0,0,0,0,0,0,0,0,0,0,0.000571319846085447,1.0842021724855e-19,0,0,0,-0.0267760045507357,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0153499425039812,0,0,0,0.401641887108951,0,0.0723796350967727,0,0,0.0664237087390952,0.000720762944979794,0,0,0,0,0,0.00846411284662914,0,0,0,0,8.67361737988404e-19,0.0463078436768435,0,0,0,0,0,0.231541990858565,0,0,0,0,0,0,0,0,0,0,0,0.032964171823629,-0.00306933485078948,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.252241572339758,0,0,0,0,0,0.18664045506477,0,0,0,0,-0.0853019729566233,0,0.0453741774755172,0.104462259464701,-0.0871355376306063,0.0875631881288094,0,0,0,0,0,0,0,-0.00623278184009799,0,-0.0214514244976903,0,0,0,0,0,0,0,0,0.0258419431155491,0,0,0,0,0,0.277162402987009,0,0,-0.030537481426695,-0.029208160555898,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00061011204952699,0,0,0,0,0,0,0.148147515739746,0,0,0,0,0,0,0,0,0,-0.0727281761622905,0.580620644127119,0,0,0,0,0.0808840545948085,0,0,0,0,0,0,0,0.0278185424501998,0,0.0994626222041137,-0.0971194204437543,0,0,0,0,0,0,0,0,0,0,0.0686770955808001,-0.0812163810757605,0,0,0,-0.0264277133228183,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859744734923039,-0.0315493684728845,0.0140284989717839,0,0,0.135516081345632,0.0117100970375589,0,0,0,2.16840434497101e-19,0,0,0,0.00195147134240397,0,0,0.0293003722804358,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.0457770710843158,0,0,0,0,0,0,0,0,0,0,0,0,-0.024304445072064,0.0526260926161466,0,0,0.174522948651763,-0.117345346986979,0.0120030355489302,0,0,0,0,0,0,0,0.233173940384663,0,0,0,0,0,0,0,0.244192788668985,0,0,0,0.431449734721771,0,-0.00526153967422834,-0.0106761270352264,0,0,0,0,0,0,0,0,0,0.0125343261386345,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114848273124966,0,0,0,0,0.0447892667052974,0,0,0,0,0,0,0,0.0964257410007364,-8.67361737988404e-19,0,0,0,4.33680868994202e-19,-0.1091624074551,0,0,0.128121677691183,0,0,0,0,0,0,0.0328848497457959,0,0,0.192306511489324,0,0,0,0,0,0.0637920556319521,-0.0026623161771471,0,0,0,0,0,0
X002304.SZ,0,0.158413817683577,0,0.0341476782638475,0,0,0,0.0359359134023901,0,0,0,0,0,0,0,0,0,0,0.032318916428281,-0.0224339101648835,0.204831163158324,0,0.0317304624753369,0,0,0,0.000111364283613864,0,0,0,0.0590313543437642,-0.0163432949867499,-0.0134878447644757,0,0,0,0,0.0262997401320691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651851257838915,0,0,0,0.0295392624027883,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445484444451517,0,0,0,1.38777878078145e-17,0,0,0,0,0.196149075619836,0,0,0,0.0532364411389111,0,0,0,0.0325239708650015,0,0,0,0.0206493900477935,0.010943039861119,0,0,0,0.0181495769173685,0.0824763454329073,0,0,0,0.117370387862331,0,0,0,0,0,0.0378814463134689,0.00052525669129103,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0933918503027989,0,0,0,0,0,0,0,0.200185946403053,0,0,0.186767295053329,0,0,0.0333679700175527,0.0317566568167277,0,0,0,0,0,0.00887999311431773,0,0,0,0.0297444416692478,-0.0374678173605948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174385079713311,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.279409231772761,0,0,0,0,0,0,0,0.125288130158888,0,0,0.1612391864318,0,0,0,0.0488581253984982,0.0222091023488944,0,0,0,0,0,0,0,0.0606988435609385,0,0,0,0.210350738700436,0,0,0,0,0,0,0,0,0.245153472637172,0,0,0,0.0584376104014726,0,0,0,0,0,0,0,-0.00604087610942801,0,0
X000568.SZ,0.249863616481064,0.476478484596226,0,0,0,0,0,0,0,0,0,0.00904948239577801,0,0,0,0.0355699055737955,0,0.0690885000668593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994551800105198,0.0126440983704735,0,0,0,0,0,-0.10626884160018,-0.0374183155200756,0,0.0026657167366788,0,0,0,0,0,0.160271505839811,0,0,0.0110423892330506,0.0163800927169703,0,0,0,0,0,0
X600690.SH,0,0,0,0.432636104438898,0.145621414648895,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0391748982340089,0,0.0496445364798973,0.0454136571568359,0,0,0,0.0757811596594598,0,0,0,0,-0.0929026484602324,-0.0487923847427494,0,0,0,0.104777721043223,0,0,0.0474724897458112,0,0,0,0,0,0,0,0,0,0,0,0.0109514931084689,-0.0354191221953404,0,0,0,-4.33680868994202e-19,0,0
X000338.SZ,0,0,0,0,0,0,0.166547669161055,0,0,0,0.164454205723785,0,0,0,0,0,0,0,0,0,0,0,-0.00948839570608209,0,0,0,0.0695244971121657,0.0890347580314836,0,-0.0250298751432032,0,0.000387590160580293,-0.0243501515330691,0,0,0,0.070121357182843,0,0,0,0,0,0,0,0.0704991205567173,0,0,0,0,0,0,0.0147956266658327,0.02066903421796,0,0,0,0,0,0
X000661.SZ,0.381256712354171,0,0.256990259563848,0,0,0,0,0,0,0,0,0,0,0.134256544196239,0,0,0,0,-0.00871657131015693,0.0703248138965613,0,0.0995693224625958,0.0146800595711368,0,0,-0.153907821628158,0,0,0,0,0,0,0,0,0,0,-0.0278557251895928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239712028034499,-0.0509230345602005,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.20157821503676,0,0,0,0,0,0,0,0,0,0,-0.14756720003163,0,0,-0.106209582978872,0,0,0.0474631576385573,0,0,0,0.0344685384654757,0,0.117105592452923,0,0.0667115231227706,0,0.213286484206776,0,0,0.0756139820309046,0,0,0,-0.0175037174906308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.0253793210374299,0.301889440569955,0,0,0,0,0,0,0,0,0,0,0.115143242470047,0,0,0.133718745169018,0,0,0,0,0.0886888895204451,0.097464523702716,0.0408331890202948,0,0,0,0,0,0,0,0,0.0361575668772926,0,0,0,0,0,0,0,0,0.0256066872547623,0,0.0398176517703211,0,0,-0.0526346499743954,0,0,0,0,0,0.0170964264489139,0,0,0,0,0.000801102365883237,0,0
X600703.SH,0,0,0,0,0,0.176373909308355,0,0,0,0,0,0.170731337803139,0,0,0,0,0,0,0,0,0,0.0722115798118462,0.0128805008848712,0,0,0,0,0,-0.0372466528247192,0.00949664272868375,0,0.101323104526708,0.313789783599773,-0.12823595752656,0,0,0.066030497396179,0,0,-0.0493333673856951,0.0845432484110134,0.463689433900906,-0.0469925034423099,0,0,0.156732253282382,0,0,0.0778006291061924,0,0,0,0,0,0,0,0.135011513492981,0,0
X002241.SZ,0,0,0,0,0,0,0.184640197888439,0,0,0,0,-0.0159815536722254,0,0,0,0,0,0,0.134835606524694,0,0.164045360784164,0.213829159526122,0,0,0,0,0,0,0,0,0.0866288135279935,0,0.0758303566756069,0,0,0.0209989816738391,0,0.164945501022795,0,0,0.169312223347863,0,0.220530896678281,0,0,0,0,0,0,0,0,-0.0140833770246266,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.3028551740138,0.0370588758700715,0,0,0,0.240983684023569,0,0,0,0.0253371352197126,0,0,0,0,0.145230154467919,8.02371135656382e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202342705943857,0.00248085018451781,0,0.0158635102193821,0,0,0,0,0,0,-0.0321544578026466,0,0,0,0,0,0,0
X300003.SZ,0,0,0.319877977307714,0,0,0,0,0,0,0,0,0.0276958286926985,0,0,0,0.0948158873464601,0,0.0708415363953857,0,0,0.028599094970846,0,-0.152123985487373,0,0,0,0,0,0,0,0,0.0303146486844436,0.157664934502464,-0.0649836869790907,0,0,-0.0365311746007271,0.165831478974415,0,0,0,0,0,0,0,0,0,0.189208343779765,0,0,0,0,-0.00880951078438233,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0.243604741477011,0,0,0,0,0,-0.217099655122059,0.212761821712451,0,0,0.150094089024721,0,0.131841759366061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489172177755639,0.739224224827442,0.00404818002823481,0,0,0.0581079048973668,0.264632172818335,-0.366393552860326,0,0,0,0,0,0,0,0,-0.0944328439231472,0.0655000123526206,0,0,0,0.011004150572618,0,0
