,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002236.SZ,X601877.SH,X000100.SZ,X300003.SZ,X002241.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X600271.SH,X002179.SZ,X300142.SZ,X300124.SZ,X000625.SZ,X000066.SZ,X002008.SZ,X600867.SH,X300014.SZ,X002129.SZ,X002049.SZ,X000977.SZ,X600498.SH,X300136.SZ,X600066.SH,X600177.SH,X002506.SZ,X002371.SZ,X300146.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.410793908841519,0,0,0.071070235774451,0,0,0,0,0,0.146757647195909,0.0654822138934565,0,0,0,-0.076740383892239,0,0.0353093350709393,0,0,0.0358673561928828,0,0,0,0,0,0,0,-0.0469611647996604,0,0,0,0,0,0,0.0018829339739671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.03770443526016,0.296180528164699,0,0,0,0,0.376296386463298,0,0,0.0931678188058956,0,0,0,0,0,0.00557692217887661,0,0,-0.106376012987596,0,0,0,0,0,0,0,0,0,0.0676740332399346,0,0,0,0,0,0,0,0.073466032946208,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0704086098981512,0,0,0,0,0,0,0,0,0,0,0,0.169922519544134,0,-0.0246416027815534,0,0,0,0,0,0,0.00489633760404526,0.210006820581749,0,0,0,0,0,0,0,0.105736427393347,0,0.0251028906089581,0.00620500121916503,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.106794652219713,0,0,0,0,0,0,0,-0.0160803967328735,0.188958069329119,0.0828519594555888,0,0,0,0.122783782475668,0,0.154098494060758,0,0,0,0,0,0,0,0,0,0,-0.0227954388628395,0,0,0,0,0,-0.0810581058596068,0,0.0533190957591606,0,0,0,0,0,0,0,0,0.0139875423144802,-0.0162475499619004,0,0,0,0.179361709653112,0,-0.00917075864058343,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0563905033960565,0,0.137302878916028,0,0.152369375267878,0,0,0,0,-2.71050543121376e-20,0,0,0,0.150284198325749,0,0,0,0.134651384747557,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0433681714121776,0,0,0,0,0,0,0,0,0,0,0,0,0.0156636380426734,0,0,0,-0.0503006249373992,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406431779316811,0.290973453557173,0,0,-0.107563769417535,0,0,0,0.0603777991867726,0,0,0,0,0.000945937541726427,0.0122521108875403,0,0,0,0,0.0579780723931037,0,0.0198750809871228,-0.0334093365883944,0,0,0,0.0391327568668904,0,0,0.0451826289422577,0,0,0,0,0,0,0,-0.00703515199957622,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124703429107555,0,0,0,0,0,0,-0.0483847616745451,0,0,-0.163758894740636,0,0,0,0,0,0.0488086778717357,0,0,0,0,0,0,0,-0.0496169989175868,0,0,0,0,0.247214648238656,0,0
X002304.SZ,0,0,0,0.0995105325801679,0.0398340157000187,0,0.172149851623354,0,0,0.180403876175776,0,0.20291579528458,0,0,0,0.0827432783035523,0,0,0,0.0248335983830587,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668847941667145,0,0.0903489661319653,0,-0.0373819733432826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894601048175819,0.014268110008171,0,0,0,0,0,0
X000063.SZ,0,0,0.0105575313255998,0,0.322407823401156,0,0,0,0,0,0.187696367145841,0.223781978324654,0,0,0,0,0,0,0,0,0,0.0808521882693327,0,0,0,0.0225638422540297,0,0,0.0813418938975607,0,0,0,0,0,0,-0.105131161990925,0,0,0,0.0473363885292671,0,0,0,0,0,0,0,0.403886816788572,0,0,0,0.026629074487288,0.0579314029483669,0,0,0,-0.134861618078361,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0649243664973353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313108663921736,0,0,0.00423777769519715,0,0,0,0,0,0,0,0,-0.0287758286921311,0,0,0,0,0.124435724530521,0,0,-0.109809709344188,0,0,0.367821124718248,0,0,-0.0447876773866054,0.0820372041622566,0,0,0,0,0,0
