,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X601877.SH,X002456.SZ,X002008.SZ,X000625.SZ,X300124.SZ,X600066.SH,X600809.SH,X000100.SZ,X600271.SH,X600487.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X000981.SZ,X300136.SZ,X600522.SH,X000157.SZ,X000977.SZ,X002179.SZ,X600089.SH,X002508.SZ,X000050.SZ,X600177.SH,X002180.SZ,X000596.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600699.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0880612454410073,0,0.484521480325357,0,0.00814969083801996,0,0,0.0579912354446632,0.0200376400582461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119634820147685,0,0,0,0,0,0,0,0,0,0.0689100745165585,0,0,0,0,0,0,0,0.0214004453271667,0.00381152063896977,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403640919403106,0,0,0,0,0.0209144086788497,-0.122237903408466,0,0,0,0,-0.000851838554990155,0,0,0,0,-0.040553817071769,0,0,0,0,0,0,0,-0.0345015577211834,0,-0.0595979205087177,0,0,0,-0.111824312982814,0,0.026610996831172,-0.126322489048939,0,0.230192076111228,0,0,-0.0256799779217178,0,0,0,0,0,0,0
X002415.SZ,0.103975713085899,0,0,0,0,0,0.264105885199253,0,0,0,0,0,0,0,0.0645806318141342,0,0,0,0,0.012580036728761,0.284841193164155,0,0,0,0,0,-0.0116426921534661,0.0854896070354002,0.0904061581569681,0,0,0,0,0.183641878361174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146574860117915,0.000568090011779726,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.212575014680977,0,0,0,0,0.516234287688924,0,0,0,0,0.00885397440704254,0,0.100265109890868,-0.0367502477626385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822820558816234,0,0,0,0,0,0.0530824106570023,0,0,0,0,0,0.0300477813331434,-0.022296005789721,0,0,0,0,-0.0128825838300169,0.0082131903729587,0,0,0,0,0,0
X000858.SZ,0.233053240590885,0,0,0.258655357270386,0,0,0,0.0560095961310526,0,0.0571796869061095,0.00803227094463622,0.394848689087899,0,0,0.0724694482539252,0.0232390365755509,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150619904161318,0,0,0,-0.0653572573853606,0,0,0,0,0,0.016644977041577,0,0,0,0,0,0,0,-0.0574637373820173,0,0,0,0.00814693949378697,0,0,0,0,0,0,0
X600276.SH,0,0,0.0995258203127804,0,0.234145510069322,0,0,0.00906757328339176,0,0,0,0,0,0.0269773664020475,0,0,0,0.228823274225564,0,0,0,0,0,0,0.0461482569946923,0,0,0.131875572414698,0,0.0645604144974976,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0432649818046041,0,0,0,0,0.125997901687682,0,-4.33680868994202e-19,0,-0.145853811210623,0,0,-0.0430481182822733,0.020722252958244,0,0,0,0,0,0
X000725.SZ,0,0,0.169357962199156,0,0,0,0,-0.0700817596545075,0.171088713962077,0,0,0,0,0,0,0.232321969440092,0,0,0,0,0,0,0,0,0.080300614763934,0.430018843294256,0,0,0,0,0,1.73472347597681e-18,-0.0534929604414971,0,0,0,0,0,0.0393024369977192,0,0,0,0,0.114813094233986,0.160554257199379,0,0,0,0,0,0,-0.00329355259433372,0.0511685157993786,0,0,0,0,0,0
X002304.SZ,0,0.0455363471274993,0,0,0.137468669311085,0,-0.000853477620188232,0,-0.0556103249753333,0,0,0.273586060394938,0.0599546561225372,0.28185302030661,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0386771390840351,-0.0489630923979055,0,0,0,0,0,0,0,0,0,0,0,0,0.29370825267361,0,0,0,0,0,0,0,0,0,0,0,0.0203775871246019,-0.0116802679423369,-0.1603194838073,0,0,0,0,0
X000063.SZ,0,0,-0.090320245741613,0,0,0,0.553503163016912,0,0,0,0,0,0,0,-0.0523350760006276,0,0,-0.00885453894714689,0,-0.0171960224610771,0,0,0,0,0,0.296632336849178,0.11826090572659,0.258567760876416,0,0,0,0.0316289534459002,0,0,0,0,0.0474307365167473,0.00624618945058666,0,0,0,0,0,0.318143520209685,-0.0499151346993733,0,0,0,0,0.0897279168486333,0,0.0356802738475872,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.3159508673379,0.145130263844957,0,0.0772255888363335,0.147593743184009,0,0,0,0.0839001533815282,0,0.0527855323972378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209628606921442,0,0,0,0,0,0,0.0404432645506345,0,0.0539452504789722,0,0,0,0,0.0227192100660457,0,0,0,0,0,0,0
