,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600809.SH,X600690.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X600183.SH,X300142.SZ,X002241.SZ,X600741.SH,X300124.SZ,X000977.SZ,X300014.SZ,X000157.SZ,X002129.SZ,X601877.SH,X600584.SH,X000625.SZ,X002236.SZ,X000800.SZ,X002049.SZ,X000066.SZ,X002463.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600498.SH,X600522.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140680243578731,0,0,0,0,0,0,0.0613748151017861,0.102070018271338,0,0,0,0,0,0,0,0,0,0.255166878819056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125117058263501,0.0190763573627236,0,0,0,0,0,0,0,0,0.05254249697137,0,0,0.0205222541453139,0,0,0,0.0469473228384355,-0.000377924698756103,0,0,0,0,0,0,0
X000858.SZ,0.142243063291269,0,0,0,0,0.00194631516713938,0.0560404777382579,0,0,0,0,0.00509928387928403,0,0.383872752219294,0,0,0.263045486830079,0,0,0.0171731443490856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361176067643865,-8.67361737988404e-19,0,-0.0476723210648225,0,0,0.0082718967320697,0.0428929673441734,0,0,0,0,0,0
X600276.SH,0,0.0397460331710072,0,0,0,0,0.18121228525959,0,0,0,0,0,0,0,0,0,0.127935739299769,0,0,0,0.0797597132774447,0.0227943572843481,0,0,0,0,0,0,0.0516242164555486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783637601856618,0.029630593134918,0,0,-0.00912293475234819,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0375219652397874,0.0323647129901151,0,0.0186453849248918,0,0,0,0,0,0,0,0.150354753434309,0.436717472073035,0,0,0,0,0,0,0,0,0.0172306104307424,0,0,0.019692214541012,0,0,0,0,0,0,0,0,0,0,0,-0.0691886015865235,0,0,0,0,0,0,0,0,0.0297803404091163,0.00858619952084439,0.0118821713393915,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0462046468048377,0,0,0,0,0,0,0,0,0.00161240586771532,0,0,0.285979887855449,0,0.00202151110432044,0,0,0,0,0,0,0.0354192108472881,0,0,0.020006990986821,0,3.46944695195361e-18,0,0,0.133494041291874,0,0,0.0524439982811018,0,0,0,0,0.0757841626541227,0,0,0,0.0520448236917916,0,0,0.0421011887379451,0,0.00607792603717723,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0303633526574235,0.163900063676217,0,0,0,0,0,0,0,0,0.0552122095598464,0,0,0,0,0.00488335092725363,0.0606534392287826,0,0,0.0184762146482853,0.164257217097499,0,0.0667167951215391,0,0,0,0,0,0.19533312890152,0,0,0,0,0,0.186245682874437,0,0,0,0,0.0483708230984562,0.102198490498989,0,0,0,0,0,0,0,0.00397881865543331,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10567962121845,0,0.111856295320375,0,0,0,0,0.3340705482988,0,0.139417503967153,0,0,0.0125397417560735,0,0,0.114310500385889,0,0,0,0,0,0,0,0,0,0,0,-0.116379061283238,0,0,0,0,0.0224023527115931,0.0521726507180185,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0574386652818969,0,0,0,0,0,0,0,0,0,0.0356469245953184,-0.00137438258298844,0,0,0.197051017409825,0,0,0,0,0,0,0,0,0,0,0.174173468003743,0,0,0,0,0,0,0,0.207073553327123,0,0,0,0.44541916295843,-0.190839883594967,0,0,0,0.0297955238719355,0.104235562028634,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0698175828807948,0,0,0,0,0,0,0,0,0.212023707682289,0,0.0485257515000232,0,0,0.0102327179740144,0,0,0,0,0,0,0.0382920249261047,0,0,0,0.291567602460274,0,0,-0.0756801806943682,0.098771169648702,0,0,0,0,0,0,0,0,0.00705788319688853,0,0,0,0,0,0.118317829918589,0,-0.00383163537038017,0.0260780810471097,0,0,0,0,0,0
X002304.SZ,0,0.220246230392156,0,0,0,0,0,0,0,0,0,0,0,0,0.165623541223884,0,0,0.10502754990946,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.016789962829345,0.099429777443337,0,0,0,0,0.0157397538929844,0,0,0,0,0,0,0.0286318747185084,0,0,0,0,0.00054705781279746,0.00487031521651736,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0628723734241993,0,0,0.0638219380496616,0,0,-0.127497045051544,0,0,0,0,-0.0252609275413309,0,0,0.0313419599540869,0,0,0.0385106935554388,0,0.0472660595132125,0,0,0,0,0,0,0.21960908255216,0,0,0,0,0,0,0,0.00743080172552985,0,0,0,-0.0222406788251208,-0.00378891899929374,-0.0407551598741798,0,0,0,0,0,0
X000661.SZ,0,0,0.500631325813359,0,0,6.93889390390723e-18,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0439234624063261,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.238014085136826,0,0.065501548949991,0,0,0,0,0,0.0287352795089138,0,8.67361737988404e-19,1.73472347597681e-18,0,-0.00523321080820197,0,0,0,0,0.0440078071679313,0.0294173265366295,0.0266921739604459,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0808492486539854,0,0,0,0,0,0,0,0,0,0,0,0.0490693339963729,0,0,0,0.0581734124954708,0.556189729939632,0,0.0232969222525118,0,0.152073790492901,0,0,0,0,-0.00517947157134167,0,0,0,0.0369749132069458,0,0,0,0,0,0,0,0.0483391689313821,0,0,0.00331115668732346,0,0,0,0,-0.00176217678230566,0,0,0,0,0,0,0
