,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600089.SH,X600118.SH,X600741.SH,X600271.SH,X002129.SZ,X600703.SH,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X002236.SZ,X601877.SH,X000800.SZ,X002292.SZ,X000581.SZ,X600839.SH,X000568.SZ,X000550.SZ,X000623.SZ,X600060.SH,X002475.SZ,X000977.SZ,X000559.SZ,X300124.SZ,X002294.SZ,X600252.SH,X002456.SZ,X002007.SZ,X000869.SZ,X000050.SZ,X600867.SH,X300146.SZ,X002465.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0278293168200681,0.116278101873927,0,0,0.164035516172558,0,0,0,0,0.0244846687624841,0,0,0,0,0.078059093179385,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.118104540024015,0,0,0,0,-0.0156741192902202,0.0289824635581631,0,1.73472347597681e-18,-0.00618888016037804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683442062328979,-0.0117436057652942,0,0,0,0,0,0
X600519.SH,0,0,0,0.137911110761552,0,0,0,0.143871061608696,0,0.0233086006978342,0.001061601937665,0,0,0.0833610664102849,0.103951247512407,0,0,0,0,0,0,0,0,0,0,0,-0.00694054383288331,0,0,0,0.0590309920390012,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0123480533555991,0,0,-0.119189868029429,0,0,0,0.0127034522139741,0.028641717350588,0,0,0,0,0,0
X000651.SZ,0,0.216874983618357,0,0,0,0,0.0828031303422076,0,0,0,0.159585863166346,0,0,0,0.210914868212409,0,0,0,0,0.0314803796300169,0.0176384374690755,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0363325239021139,0,0,0,-0.0242328660211381,0,0,0,0,0,0,0,0,0,0,0,0,0.00992713174177352,-0.0193557517507652,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037795041272901,0,0.237396047414061,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.12165079859024,0,0.0655181542348724,0,0.162099629806386,0,0,0.0369436712156034,0,0,0,0,0,0,0.181632991653148,0,0,0,0.00689923225960505,0,0,0.0738746476425311,0.140614041683177,0,-0.0911503489598892,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0618001932375016,0,0,0,0,0,0.0211445736988834,0.047520572480967,0,0,0,0.237162511841361,0,0,0,0.0503256149488183,0,0,-0.151531735792659,0,0,0,0,0,0,0,0,0,0.199908279286902,0.28282052902057,0,0,0,0,0.100924388428622,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312430267224545,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.29797332216353,0,0,0,0,0,0,0.0390993540184004,0,0,0.146674612217761,0,0,0,0.0223277862699698,-0.0655249589347564,0,0,0,-2.16840434497101e-19,-0.0526496826168888,0,0,0,0,0,0,-0.0472428968865302,0,0,0,0,0,-0.00517933086867137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196122643982749,0.00976028148067157,0,0,0,0,0,0
X000063.SZ,0.00934319428991594,0,0,0,0,0,0,0,0,0,0,0.0282753154066849,0.156075157538545,0,0,0,0.0692208770929239,0,0,0,0.0393526849636226,0,0,0.0136132323741358,0,0,0,0,0,0,0,0,0,0,0.124104336320014,0.0039906115585698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423625445055642,0,-0.00442032184456077,-0.0107201251610437,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.120671972703992,0,0.597893824733625,0,0,0,0,0,0,0,0,-0.0296882104021217,0,0,0,0,0,0.0396589708922981,0,0.179965491582819,0.0167638342826014,0,0,-0.0160871051836518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121804375298249,0,0,0,0,0,0,0.0158983742433629,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0263468988275101,0,0,0,0.100855480589786,0,0,0,0.00401474525859995,0,0,0,0,0.0436199841459746,0,0,0,0,0,0,0.0827519180004581,0,0,0,0,0,0,0,0.179203363974305,0.112460510759572,0,0.110808672924543,0,0,0,0,0,0,0,0,0,0,0.0353793527627677,0,0,0,0,0,0,0.018136574269591,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0575995332636504,0,0,0,0,0.039403030311666,0.0957165273598818,0,0,0,0,0,0,0,0.0673276172733308,0,0,0,0,0.0270362994723226,0,0.028835586148637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172439204301443,0,0,0,0,0,0,0
