,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X000625.SZ,X600690.SH,X000651.SZ,X600104.SH,X002304.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X000661.SZ,X002236.SZ,X600372.SH,X002241.SZ,X002049.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X601877.SH,X000800.SZ,X600522.SH,X002007.SZ,X600418.SH,X002180.SZ,X601799.SH,X600183.SH,X002074.SZ,X002463.SZ,X300142.SZ,X002028.SZ,X002294.SZ,X000733.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.522650780197464,0,0,0,0.0294797507830823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634310688689969,0,0,0,0,0,0,0,0,-0.137523318787893,-3.46944695195361e-18,0,0,0,0,0,0,0,0.103641150996156,0,0.167773818245739,0,0,0,0.0497391028847126,0.203478041360262,0,0,0,-0.0158623089809967,0,0.00206170469460485,0.00742804049709778,0,0,0.107605050078556,0,0
X000858.SZ,0.404399073730405,0,0,0,0,0,-0.0333462825472024,0,0,0,0,0,-0.126681986306496,0,0,0,0,0,-0.0445870721098157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401710415755664,0,0,0,0,0,0.0476580004510516,-0.0819307823469411,0,0,-0.0198077958427854,0.192222464235961,0,0.0393027784458647,0,0,0,-0.00321933641084531,0,0,0,0,-0.0398582242086867,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276374082413532,0,0,0.0764941599117938,0,0,0,0,0,0,0,0,0.154262658813107,0,0,0,0,0.116332686925034,0,0,0,0,0.0514494749901121,0,-0.149381234616882,0,0,0,0,0,0,-0.151434495966422,0,0,0.00278352120899885,0,0,0,0,0,0,0
X000568.SZ,0.487019006592078,0,0,0,0,0.267515265769711,0,0,0,0,0,0,0.158265485967901,0,0,0.218016787198529,0,-0.00404772829831456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164094647705144,0,0,0,0.000303075351169784,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.085317785330169,0,0,0.0886981116631641,0.0102518298747417,0,0,0,0,0,0,0,0,0,0,0,-0.0619887120645692,0,0,0,0,0,0,0.223298966298806,0.0437778169870681,0,0,0,0,0,0,-0.0330860374400067,0,0.0197244847503109,0,0,0,0,0,0,0,0,0.00194557225586024,0,0.217901382872408,0,-0.0412617937191036,0,0.00577948894588087,0,0,0,0,0,0,0
X600809.SH,0.25996434273835,0,0,0.315593511011031,0.00854423089415011,0,0.0745717779607793,0,0,0,0,0,0,0,0,0,0,-0.0263482321708721,0,0,0,0.0381869078686765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822702003264237,0,0,0,0,0,0,0,0.0253833431360108,0,0,0,0.0706091899211691,5.42101086242752e-20,-0.0244761687480274,0.0469035436313757,-0.0910397388743989,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.300571712896057,0,0,0,0,0,0,-0.14109043614408,0,0,0,0,0,0.126028515681868,0,0,0,0,0,0,0,0,0.0521085797835739,0,0.101527257083423,0,0,0,0,-0.0978255432617499,0,0.125115288593661,0,0,0.024514744154672,0,0,0,0,0.344838787366819,0,0,0.159564390741148,0.062230893702133,0.134037642449081,0,-0.0988443094712637,0.129947230226926,0,0,0,-0.222219718445193,0,0
X000625.SZ,0,0.0411404391004149,0,0,0.0915105988139696,0,0,0,0,0,0,0,0,-0.145724564622917,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.148846110017001,0,-0.0451366569285163,0,0.504953936840321,0,0,0,0.441295578430935,0,0,0,0,0,0,0,0,0,0,0,-0.0124400377736052,0,-0.217369985304275,0,0,0,0,0
X600690.SH,0.150600745743273,0.0592977947713388,0,0,0,0,0,-0.026629881077366,0,0.184415328887047,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0872241307196904,0,0,0,0,0,0,0,1.55856095618748e-05,0,0,0,0,0,0,0,0,0,-0.0571242685124619,0,-0.0110053131396497,0,-0.000440461264116319,0,0,0.00980969257731137,0.00807503003284409,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-8.67361737988404e-19,0,0.266290128022105,0,0.0629844387850947,0,0,0,0,0,0.0172409883372611,0,0,0,0,-0.142159297361681,0,0,-0.0711639778885687,0,0,0,0,0,-0.0853351963834854,0,0,0,0,0,0,0.0506235554637259,0,0,0,0,0,0,0.0411267642092054,0.138228990680433,0,0.0580316176599039,0,0,0,0.0753445350473836,-0.150081671921754,0,0,0,0,0,0
