,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600066.SH,X600741.SH,X002292.SZ,X002506.SZ,X600118.SH,X600031.SH,X002236.SZ,X002475.SZ,X002049.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X300124.SZ,X000568.SZ,X600867.SH,X000338.SZ,X600089.SH,X002294.SZ,X002007.SZ,X300003.SZ,X600177.SH,X002074.SZ,X002456.SZ,X002085.SZ,X601877.SH,X600498.SH,X000050.SZ,X002008.SZ,X300146.SZ,X600582.SH,X000869.SZ,X002129.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00483376025149765,0,0.187313877565204,0,0,0,0,0,0,0,0.0923663194065884,0,0.221821061681954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131992722973179,0,0,0,-0.0835402153521109,0,0,0,0,0,0.00731700340598849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0379904342866222,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.376479026725733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072033766833041,0,0,0.167360229900196,0,0,0,0,0,0,0,-0.00963231732750058,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.280862144256826,0.176725720042031,0,0,0.117918279565725,0,0,0,-0.0570522288360404,0,0,0,0,0,0,0,0,0,0,0,0,0.0505099221383368,0,0,0,0.00940743607969041,0,0.312782362541638,0,1.73472347597681e-18,0.00430088345740198,0,0,0,0,0,0,0,0,0,0,0,0.02680516988296,0.122448123586269,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.250564314742343,0.0209380983984623,0,0.0120075089732094,0,0,0,0,0,0,0.0101422589725987,0,0,0,0,0.190957861826313,0,0,0,0,0,0,0,0,0,0,0,0,0.0657166291072071,0.0436953383322464,0.0494549480589307,0.0643392549139576,0,0.269014987461766,0,0,0,0.0522695139301291,0,0,-0.105785891796756,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.200770941003721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00968731194503335,0.0304303756804162,0,0,0,0,0,0,0,0,0,0,0.0931498874641959,0.0882813558401743,0.030740849308313,0,0,0,0.290688353515498,0,0,0,0.00261967777983906,-0.0208071154692179,0,0,0,0,0,0
X002304.SZ,0.0188626619681606,0,0,0,0,0,0,0,0,0,0,0,0,0.0522125403371827,0,0,-0.0268928476066109,0,0,0,0,0,0,0,0,0,0,0,0.27304995952322,0.256407777297404,0,0,0,0,0,0,0,0,0,0.107689763954305,0,0,0,0.050588628689215,0,0.0727353129498458,0,0,0,0,-0.022128505725665,0,0,0,0,0,0
X600276.SH,0,0,0.104409153190034,0,0,0,0,0,0,0,0,0.0596994084913626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659922155434336,0,0.0624567174460121,0,0,0,0,0.0649517614886468,0,0.0056996023316417,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329632730235987,0.165865558376494,0,0,0,0.117945534944608,0.210084690911496,0,0,0,0,0,0,0,0,0,0.0354044264762586,0,0,0.00330287511938446,0.00320442038903425,0,0,0,0.145742056548763,0,0,0.0986682631189251,0,0,0,-0.0037161092683893,0,0,0,0,0,0
X000625.SZ,0,0,0.0308345943111032,0,0,0,0,0,0,0,0,0,0.391429449645127,0,0,0,0,0,0.0631376931431,0,0,0,0,0,0.186042249112933,0,0,0,0,0,0,0,0,0.0933836793817177,0,0.00422309489217608,0,0,0.0496940512000882,0.047235684514643,0,0,0,0,0,0,0,0,0,-0.0585444532599223,-0.00913573232378561,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795790237950281,0,0,0.076417152653889,0,0,0,0,0,0,0,0,0,0,0.167781524287683,0,0.0760821405214792,0,0,0,0,0,0.108420437211341,0.0152367939890097,0.0229771435400075,0,0.00867277757522116,0,0.158757923300644,0,0,0,0,0,0,0,0,-0.0133141540445207,0,0,0,0,0,0
