,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X300124.SZ,X002304.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X600522.SH,X002028.SZ,X000800.SZ,X601799.SH,X600460.SH,X300142.SZ,X002074.SZ,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.278949482865441,0,0,0.324549707492329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104384141562449,0,0.205498936428167,0,0,0,0,0,0,0.173813334813124,0,0,0,0,0,0,0.0958899792980843,-0.0335338662659816,0,0,-0.0194318142995362,8.67361737988404e-19,0,0,0,0.0173659400700259,0,0
X000858.SZ,0.139879125897946,0,0,0,0.136218133628372,0.312843009573424,0,0.0804466515518082,0,0,0,0.0110721537709041,0,-0.122650687586745,0,0,0,0,0,0,0,0.0317417811440419,0.119214143398258,0,0,0,0,0.064818145950095,0,0.0224271385488441,0,0,0,0,0,0,0,0,0,0.0233238220556946,0,0,0,0,0.000725913476187231,0,0.00536781262091481,0,0,0,0,-0.000204222570227134,-0.00477197633989773,0,0,0,0,0,0
X002415.SZ,0,0,0,0.07927374654672,0,0,0,0,0,-0.0251591494445772,0,0,-0.0117940650424984,0,0,0,0,0,0,0,0.0962037669081761,0.100269316636703,0,0,0,0.213055363620118,0,0,0,0,0,0,0,0,0,0,0,0.0560249865449512,0,0,0.110840419149726,0,0,0,0,0,0.0496151877487532,0,0.0307449411357849,0,0,0.00374678906184386,0.0358062039084481,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.149036137563072,0,0.00371677769775175,0,0,0,0,0,0,0,0.121529102518397,0,0,0,0,0,0,0,0,0,0,0,0.162388279047795,0,0,0.0168414956010309,0,-0.0477144733348312,0,0,0,0.0680579551731308,0,0,0,0,0,0,0,0.141086355800539,0,0.00712963510932902,0.0766687105518097,0,0.0182582199574962,-0.0252420477055698,0,0,0,0,0,0
X600809.SH,0.0141229461984168,0,0,0,0,0.520575584181094,0,0,0,0,0,0,0,0,0,0,0.248604396094602,0,0,0,0,0,0,0,0,0,0,0,0.112448210534542,0,0,0,0,0,0,0,0,0.0828486536283724,0.0480605841755635,-0.0673790047860515,0,-0.0636991943065894,0.0383094522522281,0,0,0,0,0,0.0257894778737797,0,0,-0.0271444387783409,0.0249495997671663,0,0,0,0,0,0
X000568.SZ,0,0.530821762510316,-0.0142632469927992,0,0.448803433685289,0,0,0,0,0,0.0632518052570291,0,0,0,0,-0.0655015872742735,0,0.0554161341065957,0,0,-0.0278754330675842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146518600386586,0,-0.103542283207449,0,0,0,0,0,-0.059604271219137,0,0.0336995319217907,0,0,-0.0334245915190862,0,0,0,0.016374567592391,-0.0149337904632907,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.218056639975817,0,0,0.0448777960741619,0,0,0,0,0,-0.0700887645421543,0,0.0345338924022866,0,0,0.18402350485745,0,0.0467260894787283,0,0,0,0.0527414058803006,0,0.0255954165754405,0,0,0,-0.00516114658864792,0.0300688587545299,0,0,0,0,0,0
X600690.SH,0,0,0,0.0200250860316623,0,0.319994828973159,0,0,0.170101458070914,0,0,0,0,-0.00854143299573727,0,0,0.00519122119352063,0.0412130770020152,0,0,0,0.0690489133262792,0,0,0,0,0,0,0,0.0459228969010817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831459414088703,-0.010753036770832,0.037917516859036,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0132361021402845,0.569264958034923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124764766755615,0,0,0,0,0,0.0850868881822138,0,0,0,0,0.242027757854961,0.041094697251579,0,0.111827933347235,0,0,0,0.074695865026045,0.0110188387918124,0.0760352675727639,0,3.46944695195361e-18,0,0,-0.0182836350034271,0,0,0,0.0909835991486693,-0.181038556980486,0,0,0,0,0,0
X000625.SZ,0,0,0,0.146934248866448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382443769310877,0,0,0,0.0685147952923719,0,0,0,-0.0590935369012801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130828729664305,0,0,0,0.321836739015465,0,0,0,0.00806285572003818,-0.0132572261969409,0,0,0,0,0,0
