,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X600741.SH,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X600809.SH,X300003.SZ,X600487.SH,X300136.SZ,X002085.SZ,X002008.SZ,X600089.SH,X002508.SZ,X600271.SH,X600177.SH,X000157.SZ,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X600372.SH,X600699.SH,X000559.SZ,X000981.SZ,X600566.SH,X600498.SH,X002074.SZ,X002179.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0213386405103101,0,0.165274896185989,0,0.00187490774552533,0,0,0,0,0.167854009315954,0,0,0,0,0,0,0,0,0,0,0,0,0.153311225120197,0.00675828449208539,-0.00506402755048298,0,0.0490283194164291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14729506923855,0.104472334878355,0,0,0.00104332491701756,-0.00870736329740183,0,0,0,0,0,0
X600104.SH,0,0,0,0.0874533796613207,0,0,0,0,0,0,0,0,0.0936289656142877,0,-0.0981123525150381,0,0.425676431853774,0.0459041153172003,0,0,0.21808293368548,0,0,0,0,0.186360598738786,0,-0.050158929019399,0.177732037913727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.324569491420051,0.058717514175502,0,0,0,0.0122821184022091,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00153915163360698,0.105201620325713,0,0,0,0,0,0.088744264451829,0,0.241155284217765,0,0,0,0.171533142853817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138280452625379,0,0,0,0,0.0577450932174063,-0.0238977029816752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023728435758443,0.0397347748048723,0,0,0,0,0,0
X000651.SZ,0,0.0947016562154156,0,0,0.176579647884601,0,0,0,0,0,0.107456346527585,0,0.0765515147190045,0,0,0,0,0.108209841593539,0,0,0,0,0,0,-0.057974219742566,0,0,0,0,0,-0.0705504418686915,0.0844385229347545,0,0,0,0,0,0,0,-0.0418056936939347,0,0,0,0,0,0,0,0,0,0,0.0882862979401467,-0.00725312464910787,0,0,0,0,0,0,0
X000858.SZ,0.0128601945306124,0,0.194261473355651,0.0744057548424961,0,0,0,0.15641128939229,0,0,0,0.275665024590447,0,0,0,0,0,0.00331640045577191,0,0,0.0530350057480319,0,0,0,0.0422593516765675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205854619220725,0,0,0,0,0,0,0
X600276.SH,0,0.0223235217463007,0,0,0.34431218127094,0,0,0,-0.109396713699672,0,0,0,0,0,-0.101979111544585,0,0.128837297284773,0,0,0,0,0,0,-0.131088392327071,0,0.0093697631752037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110532185244084,0,0.112158454838625,0.129688544141126,-0.0415977706881602,0,-0.0636810310432016,0.0191673978352707,-0.00467502579928424,-0.075010561214478,0,0,0,0,0
X000725.SZ,0,0,0.205136542075693,0,0,0,0,0,0,0,0,0,-0.020552251807126,0,0,0,0,0,0,0.264442723499107,-0.0495722460785003,0,0,0,0.0279141619956917,0,0,0,0.265456039137643,0,0,0,0,0,0,0,0,0,0,0.149635134458089,-0.0273977921547455,0,0,0,0,0,0.12892593102738,-0.044297362390361,0.214458663971773,0,0,0,-0.0049673140152013,0,0,0,0,0,0
X002304.SZ,0,0.00611939279091308,0,0,0.314298961301921,0,0,0,0,0,0,0.316649725671094,0.0299797518553333,0,0,0,0,0.0639690967459885,-0.1726210774052,0.00589095588569167,0,0,0,0,0.0928204472847314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850138489148731,0.00814816749321321,0,0,0,0,0,0
X000063.SZ,0,0,0.106878120848153,0,0,-0.120341843865225,0,0,0,0.166002272877762,0,0,0.218620186556363,0,0,0,0.0859851720176928,0,0,0,0,0.0736080838440178,0,0,0.127428266407427,0,0.08363649709589,0,0,0.0438104939965731,0,0,0,0,0,0,0.089636273458711,0,-0.102743477560685,0,0,0.127264857953605,0,0,0,0,0.177939475555452,0,0,0,0,-0.0169254404583088,0,0,0,0,-0.018637401279222,0,0
X600703.SH,0,0,0,0,0,0,0,0.202613584696396,0.153286301493866,0,0.159452933485275,0,0.0452509739966807,0,0.274672245402481,0,0.147270259492559,0.255314563714753,0,0,0,0.117708709849633,0,0,0,-0.127246182182838,0,0,0,0.115866139324034,0,0,0,0,0,0,0,0,0,-0.0647028087772609,0,0,0,0,0,0,0,0,0,0,0,0.00670896819350668,0.031574043237009,0,0,0,0,0,0
