,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X002371.SZ,X000625.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X600089.SH,X300014.SZ,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X600741.SH,X000977.SZ,X600066.SH,X600372.SH,X002028.SZ,X002241.SZ,X002049.SZ,X000661.SZ,X000921.SZ,X600522.SH,X600584.SH,X002129.SZ,X601877.SH,X000800.SZ,X600566.SH,X601799.SH,X600183.SH,X002223.SZ,X600060.SH,X002007.SZ,X600177.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.26327491938735,0,0.12111233838147,0,0.148763623863296,0,0,0.145171751581207,0,0.0321265561950227,0,0,0,0,0,0,0,0,0,0,0,0.00190470786778895,0,0,0,0,0,-0.0723905772507518,0,0,0,0,0,0,0,-0.00284021834885675,0.0150177238646033,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.468877675906776,0,0,0,0,0,-0.0249416802565543,0,0,0,0.0757745601927518,0.0783740019529594,0,0,0,-0.0779117990383752,0.00116728548720553,0,0,0,0,0,0,0.057149018899997,0,0,0,0,0,0,0,0,0.0159601646058027,0.0589558926031348,0,0,-0.0100514596409965,0,0.0221180090813363,0,0,0,0,0.0167656304311375,0,-0.0444618687013145,0,0,0,0,0,0,0
X600809.SH,0.130363841059474,0,0,0,0,0,0.00212561269433373,0,0,0,0,0,0,0.277531043456162,0,0,0.306858169560055,0.192371111113622,0,0,0,0,0,0.158040917768136,0,0,0,0,0,0,0,0.0890418404772619,0,0,0,0,0,0,0,0,0,0,0,0,-0.152809849698328,0,0,0,0,0,0,0,-0.0212143673865548,0.0245576453319973,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0155642452854773,0.137176322167652,0.0816833103805649,0,0,0,0,0,0,0,0,-0.0939854261485733,0,0.0740586282186679,0.149673593300611,0,0,0,0,-0.0519799059000413,0,0,0,0.0455393212844029,0,0,0,-1.73472347597681e-18,0,0,0.0912003970692696,0,0,0,0,0,0,0,0,0,0,-0.0141330232885693,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0383679668912529,0,0,0,-0.0168242496219802,0,0,0,0,0,-0.195950394442638,0,0,0,0,0,0,0,0.0506279641368518,-0.0936983030267042,0,0,0.0394098828087811,8.67361737988404e-19,0,0,0.0972880057030996,0,0,0,0.00998440367512994,0.323212578945717,0,0,0,0.095249765069341,0,0,0,0,0,0,0.155872496338488,0,0,-0.0115375437110882,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.162524951067239,0,0,0,0,0,0,0,0,0.0866902314487584,0,0,0,0,0,0,0,0.113762142145635,0,-0.138115597145533,0,0,0,-0.0486903985658313,0,0,-0.0186467829518748,0,0,0.253278601887049,0,0.0524152117736449,0.00218000898112031,0,0,0,-1.38777878078145e-17,0.0567551844587594,0,0,0,0,0,0,-0.0249141745495984,0,0,0,0,0,0,0
X000568.SZ,0,0.796666330223818,0.186127355613986,0,0,0,0,0,0,-0.00054931901184019,0,0,0.0289102676324657,0,0,0,0,0,0,0,0.0909910121254921,0,0.0649514134187064,0.126166481467071,0,0,-0.166738707363977,0,0,0,0,0,0,0,0,0,-0.0251936825273172,0,0.0171507762636616,0.044077205724586,0,0,0,0,0,0,0,0,0,0,0,0,0.0343778831321513,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.00190177947506092,0.182221972232594,0.119040802190515,0,0,0,0,0,-0.127519295245212,0.168742142689261,0,0.0655707780267724,0,0,0,0,0.0793101832767756,0,0.231516152924682,0,0,0,-0.0043384933919965,0,0,0,0,-0.0383145573218962,0,0,0,-0.133039196967799,0.124795672273479,0,0,0,-0.166889571617149,0,0,0,0,0,0,0,0,0,0,0,0.0390621475946258,0,0,0,0,0,0
X003816.SZ,0,0,-0.0358686049715473,0,0,0,-0.212199971882552,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.124321626696741,0,-0.00642308967446247,0,0.0678580309495708,0,0,-0.0662520571549476,0,0,0,0,0,0,0,0,0,-0.030940861372347,0.138056156076084,0,0,0,0,0,0.311777269928663,0,0,0,0.108476868578278,0,0,0.0992178153475003,0,0,-0.122267763297847,0,0,0,0,0,0
X002475.SZ,0.0996341113077307,0,0,0,0.0733995502468282,0,0,0,0,0,0,0,0.0115771377971687,0,0,0,0,0,0,0,0,-0.0995594418823152,0,0,0.274163870585981,0,-0.0509294294525743,0,0,-0.0625941462818055,-0.0991071972411021,0,0,0.364880937452925,0,0,0,0,0.0490282552799379,0,0,0,0,0.225574216006528,0.174863336847985,0,0,0,0,0,0,-0.004466435069151,-0.0272689191849869,-0.226834738811314,0,0,0,0,0
