,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X002085.SZ,X600177.SH,X300003.SZ,X300136.SZ,X600522.SH,X000157.SZ,X600271.SH,X002294.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600566.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X000623.SZ,X002180.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0154883496755179,0,0.0814652872861384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276082439374658,0,0,0,0,0,0,0.104877735505583,0,0,0,0,0,0,0,0.212826150074779,0,0.0958626602026304,0,0,0.265638479976036,-0.0189968227831274,0,0,0,0,0,0,0,-0.000797270445174119,0,0,0,0,0,0
X600104.SH,0,0,0,0.236286068796699,0,0,0,0.0106936713662962,0.198481427025762,0,0,0,0.149577349502446,0.221742759941141,0,0,0,0,0,0,0,-0.0105437115765267,0,0,0,-0.0408206845110682,0,0,-0.0821219978835721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590080940504091,0,0,0,-0.0269593042200411,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.189637635626945,0,0,-0.0625277469086581,0,0,0.133612939452542,0,0.0296433895921223,0.228126133048951,0.268497829696819,0,0,0,0,0,0,0,0.0893682303225293,0,0,0,0,0,0.14126408636914,0,0.00419192949684076,0,0,0,0,0,0,0,0.0214013629536877,-0.287303458528092,0,0,-0.244179506592843,0,-0.101097737197918,0,0,0,0.0109918899357499,-0.00890722220988202,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.122803648203465,0,0,0.012167680769565,0,0.0507112728315972,0,0,0,0,0.0526066922991736,0,0,0,0.0270243765338568,0,-0.0432999487334455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18026083389018,0,0,0,0,0,-0.0213982741324874,0,0.0209794784496183,0,0,0,0,0,0,0
X000858.SZ,0.117827431995399,0,0,0.0270854266015586,0,0,0,0,0,-0.00713512914584622,0,0.549215656082817,0,0,0,0.102017348915455,0,0,0,0,0,0,0.0924083979245331,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0180898268366616,0,0,0,-0.000203530705167586,0,0,0,0,0,0,0,0,-0.00680568494285069,3.63670173427315e-05,0,0,0,0,0,0
X000725.SZ,0,-0.0782242714222701,0.417813120501187,0,0,0,0,0,0,0,0.0216180561405735,0,0,0,-0.128335863525204,0,0,0,0.174561803403301,-0.0425621189350305,0,0,0,0,0,0,0,0,0,0,0,0.319449228586219,0,0,0,0,0.331649337348288,0.0274206188831652,0.125916605376232,0,0,0,0.0568268395095732,0,0.103785867187425,0,0,0,0,-0.0457989833027395,0.0320605446564749,0,0,0,0,0,0
X600276.SH,0,0,0.114788861751277,0,0.0523173474996725,0,0,0.0696961672667139,0.024275637121463,0,0,0,0,0,0,0,-0.104227483469217,0,-0.103411984883964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731164831031141,0,0,0,0,0,0,-0.0268742766464925,-0.129251421089895,0,0,0,0,0,0.0110936285756417,-0.0019745342509886,0,0,0,0,0,0
X002304.SZ,0.53352080667352,0,0,0,-3.46944695195361e-18,0,0,0,0.420665058320284,0.0832384093410971,0,0,-0.00707728037570864,0.521278820430945,0,0,0,0.260509279175131,0,0.0451925430080931,0,0,0,0,0,0,0,0.291912447329694,0,0,0,0,0,-0.254628772556789,0,0,0,0,0,0,0,0.463806534358469,0,0,0,0,-0.330211585673925,0,0,0.0452686867699761,0.0399474668342554,0,0,0,-0.14707266957576,0,0
X600690.SH,0,0.613882920012012,0,0.05202233377961,0,0,0,0.0420032076624694,0,0,0,0,0,0,0,0.0488379643512186,0,0,0,0,0.034949199174624,0,0,0,0,0,0,-0.00533618478831357,0,0,0,0,0,0,0,0,0,0,0.0480080744640894,0,0,0.0255810074935351,0,0,0,0,0.103995021967363,-0.0233914840309539,0,0,-0.00127634390303703,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0923692363425217,0,-0.0176978161215288,0,0,0.0538388417316026,-0.0366099091726602,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0801976437012751,0,0,0,0,0,0,0,-0.205910643237587,-3.46944695195361e-18,0,0,0,0,0.0841203144430676,-0.0347812382929282,0,0,0.10129230777286,0,0,0,0.219967815949575,0,0,0.00181282404488651,-0.0105387655169696,0,0,0,0,0,0
