,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X601877.SH,X002475.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600066.SH,X600809.SH,X002456.SZ,X600487.SH,X000100.SZ,X600271.SH,X600867.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X002049.SZ,X002180.SZ,X600522.SH,X600584.SH,X002508.SZ,X000157.SZ,X002179.SZ,X000661.SZ,X300142.SZ,X000050.SZ,X000596.SZ,X300136.SZ,X600177.SH,X600498.SH,X600089.SH,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0477913531492123,0.43539761366139,0,0,0,0,0,0,0,0.108092531604653,0,0,0,0.0677588069293856,0,0,0,0,0,0,0,-0.00100977785327715,0.059348116594935,0,0,0,0,0,0,0,-0.0163298675836033,-0.0318707545146852,0.082661792296925,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0582972038093374,0,0,0,0,0,0,0.0157559416763311,-0.00591607753531434,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.264843761166707,0,0,0,0.125282069871095,0,0,0.124969854014458,0,0,0,0,-0.320511489200653,0,0,0,0,0,0,0,0.0817545938475772,-0.0477320553591339,0,0,0.0134828031383561,0,0,0,0,0,0,0,0.104941741067226,0,0,0,0,-0.0837991736020675,0,-0.0406682675574618,0.00116053877813286,0,0.430516928182058,0,0,0,0
X002415.SZ,0.278815772449603,0,0,0,0.0565881830708477,0,0,0,0,0.028948431248925,0,0.0608510046213297,0,0.221404116375368,0,0,0,0,0,0,0.0177139394488759,0,0,0,0,0.235448558243026,0,0,0,0.0526542320520577,0,0,0.130189236595957,0,0,0,0,0,0,0,0,0,0,0,0.155192904463926,0,0,0,0,0,0,-0.015601292982241,0.019032844649046,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.274724447399424,0,0,0,0,0.328226272867899,0,0,0,0,0,0.0677403729805028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927856640104573,0,0,0,0.0853153031717293,0,0,0,0,0,0,0,0,0,-0.006101633128836,0.0193371287335633,0,0,0,0,0,0
X000858.SZ,0.235227805641183,0,0,0.197683695383436,0,0,0,0,0,0.0919320379941062,0.451840537026092,0.047960191048069,0,0.0636691060080991,0.0595527119019388,0,0,-0.0749974297126987,0,0,0,0,0,0,0,0,0,0.028429665448103,1.73472347597681e-18,-0.0185762004605236,0,0,0,0,0.0234620063214307,0,-0.0790976276351329,0,0,0,0,-0.013434314261346,0,0,-0.047188773002609,0,0,0,0,0,0,0.0135615793994008,-0.00131013459774196,0,0,0,0,0,0
X600276.SH,0,0,0.0781263147919374,0,0.184287977883859,0,0.0123487651590322,0,0,0,0,0,0.0597383659080738,0,-0.205183292978611,0,0,0,0.295716811135825,0,0,0,0,0.1180577057433,0,0.0951505746111293,0,0,0,0,0.0673425938133876,0,0,4.33680868994202e-19,0,0,0,0.0135333707745515,0,0,0.16389848418894,0,0,0,0,0,0,0,0,0,0,-0.0484395902475548,0.0554697291639476,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0505398190373796,0,0,0,0.00268249946640895,0.395180469364065,0,0.18908244657255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074725737079614,0,0,0,0,0,0,0,0,0,0.308112461318125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148593904235249,-0.0380437173342411,0,0,0,0,0,0
X000725.SZ,0.011019821937645,0,0,0,0,0,0,0,0.31312306200628,0,0,0,0,0,0.136566829793432,0,0,0,0.061542225250514,0,0,0,0,0,0,0,0.0624996313458821,0,0,0,0,0,0,0,-0.0169149776812696,0,-0.0667617310471672,0,0,0,0,0,0,0,0,0,0.126113312191355,0.436032053137737,0,-0.01123638209441,0,-0.027394704727323,0.0419359663207509,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.553053786903742,0,0,0,0,0,0,0,0,-0.0468140382259198,0,-0.0734482258840823,0,0,0,0,0,0,0.345690104097899,0,0.112001235087273,0,0,0.171191028110234,0,0,0,0,0,0,0,0,0,-0.0741100280921108,0,0,0.17003903139893,-0.011333008747239,0,0.0590142193876687,0,0,0.132574463667588,0,0.0186681260559862,0.060899548404532,0,0,0,0,0,0
X600690.SH,0,0,0,0.263680339640781,0.13290136424483,0,0.133162263630363,0.0527660339201875,0,0,0.060381915186185,0,0.125660115924155,0.0241790991404192,0,0,0,0,0,0,0,0,0.109064516494872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487849163896231,0,-0.164380351284924,0,0,0,0,0,0,0,0,0,0,0,0.025385939771073,0.0116616910562744,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0204655732568685,0.600610861253121,0,0.0297685992746028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312086530641667,0,0,0.0690715695012685,0,0,0,0,0.119623773521251,0,0,0,0,-0.0158158668767583,0,0,0,0,0,0,0,0,0,0,0.0446734993312479,0,0.0546411892013878,0,0,0,0,0.0251388462952858,0.00757213392755481,0,0,0,0,0,0
X600703.SH,0,0,0.41475014329969,0,0,0,-0.245305173667716,0,0,0,0,0,0,0.0672545489228158,-0.314446206122687,0,-2.77555756156289e-17,0,0,-0.132161679363891,0.0215670848108844,0,0,0,0,0.417869853243451,0,0,0.14829460068407,0,0,0,0,0,0,0.160871283082426,0.123560441726768,0,0,0,0,0,0,0,0,0,0,0,0.0776353920147065,0,0,-0.0214021397172698,-0.0590472309199367,0,0,0,0,0,0
X600741.SH,0,0.413108717724875,0,0.031738305467721,0,0,0,0,0,0.182684507835432,0.25403077723083,0,0,0,0,0.0339065601841605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235767327435777,0,0,0,-0.0228600413524061,0,0,0,0,0,0,-0.0154605990341295,0,0,0,0,0.00378696106566115,0,0.0130344338800235,-0.0504080725988716,0,0,0,0,0,0
X002236.SZ,0,0,0,0.00750072183537359,0.079883991690658,0.386227148589971,0,0,0,0,0,0,0,0,0.10977530396023,0,0,0,0,0,0.36777693343549,0,0,0.0952654389832912,0.173015024548828,0,0,0,0,0,0,-0.383541957338751,0,0,0,0,0,0,0,0,0,0,-0.0982333039401559,0,0.439005866973857,0,0,0,0.120169051120863,0.0613325553789641,0,0.040696508434309,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.102224620341791,0,0,0,0.258721349474097,0,0,0.07254433926674,0,0,0.0176237512263022,0,0.388459287474693,0,0,0,0,0,0.0412667636770836,0,0,0,0,0,0.192905136618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143960212403456,0,0,-0.000779110714098053,0.0300375174402695,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.144395846776242,0,0.0546927159477556,0,0.0938606458537942,0,0.0206837602086624,0,0.0378219474389118,0.0239980213635982,0.158016798133237,0,0,0,0,0,0,0,0,0,-0.0306777460941179,0,0,0.160619737891198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068420919357146,0.00768460655777249,0,0.0399940301371924,0,0,0,0
