,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X000100.SZ,X600066.SH,X002241.SZ,X002475.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600271.SH,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X002007.SZ,X600372.SH,X300003.SZ,X300124.SZ,X000559.SZ,X600867.SH,X002292.SZ,X002294.SZ,X600089.SH,X601877.SH,X002426.SZ,X002180.SZ,X600522.SH,X002506.SZ,X002074.SZ,X000536.SZ,X000981.SZ,X002508.SZ,X000623.SZ,X600498.SH,X000869.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0420614395421453,0.0755664741891557,0,0.274302590838692,0,0,0.0404551961600471,0,0,0.10558373065788,0.0481737319274263,0,0,0,0,0,0.042624664913626,0,0,0.0828213349662722,0,0,0.0717815213766466,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941183660288365,0,0,0,0,0,0,0,0.00588745223835685,0,0,0,0,0,0.00964963420326962,0,0,0,-1.73472347597681e-18,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0291812567587812,0.916924342021832,0,0,0,0,0,0.0100536731818715,0,0.0853980442989518,0,0,0,0,-0.0792249931253459,0,0,0,0,0,0,0,0,0,0,0,0,0.143601257099811,-0.0218909676403173,0,0,-0.0369539362550394,0,0,-0.00226997011433249,0.0450120433311708,0,-0.173187911532771,-1.73472347597681e-18,0,-0.0171055152082452,0.167678382237314,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.576238836217268,0.32429705489289,0,0,0,0,0,0,0,0,0,-0.116639245244835,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0618065532036108,0,0,0,0.214616002170931,0,0,0,0,0.0842756374692119,0.090444073919719,0.236006876350382,0,0,0,-0.132663719829476,0.0391039830648042,0.0918201759281253,0,0,0,0,0,0
X002415.SZ,0,0,0.083052238386773,0,0,0,0,0,0,0,0,0.0518671115140173,0,0,0,0,0,0,0,0.0525191249969312,-4.33680868994202e-19,0,0,0.00587219189468059,0,0.0141874729299644,0,0,0,0,0,0,0,0,0,0,-0.0283148868847049,0.0828127725577208,0,0,0,0,0,0,0.36169502725149,0.0592921235729293,0,0,0,0,0.00906741154794873,0,0,0,0,0,0,0
X000858.SZ,0.0202138551206008,0,0,0.021760735715004,0,0,0,0,0.192191395519137,0,0.077731973573726,0.0962484784216466,0,0,0.367244613554103,0,0,0,0,0,0.0494937602867292,0,0,0,0,0,0,0.122870248233451,0,0,0,0,0,0,0,0,0,0,0,0.0111266042021247,0,0,0,-0.0808236983348294,0,0,0.01807813137085,0,0,0.0786138782762462,0,0.0216632890179321,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120852617161586,0,0,-0.0574328029562014,0,-0.0192356376320463,0.0215299383705096,0,0,0.0330070938455407,0,-0.033680315032794,0,1.73472347597681e-18,0.146126782710723,0,0,0,0,0,0.0174835362525871,0,0.062020587733007,0.0804564028056319,0,0,0,0.0090022536889762,-0.0554627519057681,0.18295153220989,0,0,0,0,0,0,0.00259220109015618,0,0,0,0,0,0,0
X002304.SZ,0,0.14129098660495,0,0,0,0,0,0,0,0,0,0,0.193937939624065,0,0.143993096448684,0,0.0733164117901884,0.0426315211865773,0,0.0579106671740321,0,0,0,0,0,0,0,0,0,0,0.0390708159361819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120382066160108,-0.0158887036766183,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0588531174145651,0,0,0,0,0,0,0.103684020967813,0,0,0,0.0602973694861841,4.33680868994202e-19,0,0,0.187699428097811,0,0,-0.108058927776924,0,0,0,0,0,0,0.0833907060701671,0,0,0,0,0,0,0,0,0,0,0,-0.130409830596029,0.0841705472518801,0.0782699242416872,0,0.266747925695566,0,0.0424062487710307,0,0,0.00771926055296081,0.0274138063399803,-0.0364534636575274,-0.00161936518431392,0.0601721497659586,0,0,0,0,0
X000625.SZ,0,0.314179319660533,0.085536011170703,0,0.23200037014306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727507379601817,0,0,0,0,0.0607322670859612,0,0.0220700753589511,0,0,0,0,0,0.0313817826182361,0,0,0.119129553109104,0,0,0,-0.0570169620352411,0,0,0,0.0120826800266382,0.0122894001585966,0,0,0,0,0.0487172253248323,-0.0347545296462175,0,0,0,0,0,0
X000063.SZ,0,0.0650975772590255,0.137569761896016,0,0,0,0,0,0,0,0,0,0,0.0774427212427381,0,0,0,0,0,0.208367014990429,0.0644345696554838,0,0,0,0,0.0190087973483302,0,0,0,0,-0.120615647878315,0,0,0,0,0,0,0,0,0.0225935530650364,0,0,0.057388692499219,0,0,0.180175035402466,0,0,0,0,0,-0.0283086095345702,0,0,0,-0.288092016659186,0,0.0306640100313753
