,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X000596.SZ,X003816.SZ,X000625.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600089.SH,X002241.SZ,X002180.SZ,X000100.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X002074.SZ,X000733.SZ,X000157.SZ,X600522.SH,X600460.SH,X000799.SZ,X600584.SH,X000977.SZ,X300003.SZ,X000066.SZ,X002294.SZ,X600884.SH,X600183.SH,X600779.SH,X002236.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0482947915071826,0.109434808740254,0.244738084371346,0,0,0.0949617783021536,0.0610632788220428,0,0,0,0,0,0,0,0,0,0,0,-0.00568143134330622,0,0,0,0,0,0.0586435942751296,0,0,0,0,0.0759745630465643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04905331717338,0,0,0,0,0,0,0.0177236025421375,-0.00590888057933034,0,0,0,0,0,0
X000858.SZ,0,0,0,0.194868322837173,0,0,0.65554284470814,0.12976324706945,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312413624926048,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162134185443433,-0.0218610492709782,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0243913745460787,0,0,0,0,0,0,0
X000568.SZ,0,0.249601286506957,0,0.366978685811929,0,0,0.190324465906427,0.0521241783321561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066667454305406,0,-0.033506676150634,0,0,0,0.0189854499390539,0,0,0,0,0,-0.0789544897985706,0,0.165521703634195,0,0,0,-1.73472347597681e-18,0,-0.0409926287446414,0,0.0176452376461813,0,-0.0446662863551228,0,-0.00828181390914705,0,0,0,0,0,0,0
X600809.SH,0,0.0908613340017043,0.476168167930058,0,0,0,0,0,0,0.0731694567171417,0,0,0,0,0.132533309571199,0,0,-0.024137167806921,0,0,0,0,0,0,0,0,0,-0.0334782308968202,0,0,0,0.0465675652670674,0.05148092418774,0,0,0,0,0,0,0.0383043628620211,0,0,0,-0.0236174379668302,0,0,-0.167612105580481,0,0,0,0,-0.00650010048003022,0.000925721387083317,-0.00138181982223388,0,0,0,0,0
X002415.SZ,0,0.169659014513701,0,0,0,0,0,0,0,0,0,0,0.0172450096592851,0,0,0,0,0.133671102082967,0,0.133865999840798,0.0935166271496386,0,0.000236632541610848,0,0,0,0,0,8.67361737988404e-19,0,-0.073646813562277,0,0.0983278088604626,0,0,0,-0.108974149461755,-0.0722873936900099,0,0,0,0.153715540197855,0,0,0,0,-0.0376841375142539,0,0,0,0,0,-0.0184065417215086,0,0,0,0,0,0
X600276.SH,0,0,0.0263168604093953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176087426223555,0,0,0,0,0,-0.247768791940268,0,0.24279544614685,0,0,0,-0.0564187797374375,0,0.00432264247571971,0,0,0.0743311871962291,0.0924984467023521,0.146964015497087,0,0,0.0691417582628861,0,0,-0.0424576894453617,-0.00435355945578563,0,0,0,0,0,0,0
X002304.SZ,0,0.364651568817769,0.34673251979404,0,0,0,0,0,0,0,0,0,0,0,0,0.0778365135651125,0,0,0,0,0,0,0.0493437502412758,0,0.0500583402116603,0,0,-0.0420289783536391,0,0,0,0,-0.0413559863287558,0,0,0,0,-0.0286799902938962,0,0,0,0,0,-0.120908195788023,0,0,0,0.0455142997125332,0,0,0,0,0.00697418675811005,0,0,0,0,0,0
X600690.SH,0,0,0.0373525674084606,0,0.091400297847214,0,0.0321672380448875,0,0,0,0,0,0,0,0.254570771935326,0,0,0,0,0,0,0.0933186416846032,0,0,0,0,0,0,0,0.0238051625721742,-0.00275187250411534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047952741744465,0,0,0,0.000816254096995865,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.499201593942811,0,0,0.0643234028935912,0,0,0,0,0,0,0.308890648879994,-0.0923962934614108,0,0,0,0,0,0,0.227466589355695,0,0,0,0,0.0392487685910916,0,0,0.0662271186957494,0,0.151429372369638,0,0,0,-0.0728087718831556,0,0,0,0,0,0,0,0.0880933608837166,0.334894357132099,0,-0.0374335155486113,-0.0863798126672069,0,0,0,0,0
X300124.SZ,0.01661924658393,0,0,0,0,0,0,0,0.05803767970657,0,0,0,0.0554439783756126,0,0.0256701165728422,0,0,0,0,0,0,0,-0.216797605366918,0,0,0,0,0.0461118200149764,0.158639745765954,0,0.161487725921327,0.0718928185935373,-0.0967124439336408,0,0,0,0,0.177549780543719,0,0,0,0,0,-0.056586029443958,0,0,0,0,0,0.241508781326885,0,-0.00868475695011662,-0.0119388853007771,0,0,0,0,0,0
