,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X000568.SZ,X600809.SH,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X003816.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X300142.SZ,X000100.SZ,X000661.SZ,X600089.SH,X002180.SZ,X600460.SH,X002074.SZ,X000157.SZ,X600702.SH,X000733.SZ,X002236.SZ,X000799.SZ,X600884.SH,X002414.SZ,X000977.SZ,X601799.SH,X002008.SZ,X600779.SH,X600183.SH,X002007.SZ,X600584.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.600697063100855,0,0.0261551501126524,0,0,0,0,0,-0.0133843532403275,0,0,0,0,0,0.0489741949025455,0,0.00459452595084483,0,0,0,0,0,0.0820191813813898,0,0,0,0,0,0,0,0,0,0,0.0278255507683994,0,0.0505059732264144,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382188411049768,0,-0.0148678201099331,0,0,0,0,0,0,0
X000858.SZ,0.457881969651494,0,0,0,0,0.222435567825605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382783122900033,0,0.0166034843223432,0,-0.0265570251872809,0,0,0,0.0287489528862217,0,0,0.0533487738461105,0,0.114907053982163,0,0,0.0694080565681871,0,0,0,0.0442878055977996,0,0,0.0144565343823675,0,0,0,0,0,-0.0654996195160834,0,-4.33680868994202e-19,0.0149371022406941,0,0,0,3.46944695195361e-18,0,0
X002415.SZ,0,0,0,0.119597925303544,0,0,0,0,0.309293459043407,0,0,0,0,0,0,0,0,0.0624273822947379,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544505713236824,0,0,0,0,-0.0840315278008894,0,0,0,0.132608402927425,0.0600788880954936,0,0,0,0,0,0,0,-0.0309885125745815,0,-0.00802204245894786,0,0,0,0,-0.0303196615036576,0,0
X002475.SZ,0,0,0.0604330466595422,0,0,0,0,0,0,0,0,0,0,-0.0559768661993223,0.260284572150562,0.281599077951043,0,0.0060587628106984,0,-0.000730756124016665,0,0,0,0,0,0,0,0.0191854666255605,0,0,0,0,0,0,0,0,0,0,0,-0.177607531839385,-0.0188376656821142,0,0,0,0,0,0,0,0,0.104471825023844,0,-0.0344303139707158,0,0,0,0,-0.00350478842447307,0,0
X000568.SZ,0.293631247809619,0,0,0,0,0,0,0,0,0.13009770374898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291510495918057,0,0,-0.0500966630274717,0,-0.028628662311049,0,0.209561350989598,0,0,0,0,0,0,0,0,0,0,-0.100203982532841,0,0,0,0.131379145416609,0,0,0,-0.0260221285555894,0,0,0.0326520603876451,0,0,0,0,0,0
X600809.SH,0,0.232207436739244,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286006634076941,0,0,0,0,-0.29573858373536,0,0,0,0,-0.143788060477774,0,-0.180171583639889,0,0,0,0,0,0,0.124629498182761,0,0,0.168581738926486,0,0,0.107356204330572,0,0.139391105698694,0,0,0,0,0,0,0,0,0,-0.000501021950363606,8.67361737988404e-19,0,0,0,-0.0132932296204065,0,0
X600276.SH,0,0,0.0829267943463129,0.137325817253319,0,0,0,0.16308600739874,0,0,0,0,0,-0.0360163834352749,0,0,0,-0.0218505215264648,0,0,0,0,0,0,0,0,-0.122843532058487,0,0.0878550390927163,0,0,-0.0564184398960375,0,0,0,0,0,0,0.0155032964646165,0.047703353743047,-0.0843053250073754,0,0,0,-0.0631983253738807,0,0,0.16341859451004,0,0.0781799713865054,0,-0.0333162385287118,0,0,0,0,-0.0154127759706607,0,0
X600690.SH,0,0,0,0.00889598206519446,0,0,0.0468811288812712,0,0.112956991517716,0.139804486790723,0,0.402873606697815,0,0,0,0.0622917568957172,0,0,0,0.0495817428899908,0,0,0,0.0786853828826452,0,0,0,0,0.028599973498623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00880978510174478,-0.0218392510641168,0,0,0,0,0,0
X002304.SZ,0,0,0.171022441633664,0,3.46944695195361e-18,0,0,0.0693873823417015,0,0,0,0,0,-0.0140342001248105,0,0.0654824656711072,0,0.0482898243789892,0,0,0,0.0595706680940224,0,0.122330922186379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539681788439966,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0952566034004135,0,-4.33680868994202e-19,0,0,0,0,-0.0167004882248606,0,0
X000651.SZ,0,0,0,0.00979157124216706,0.0316741998235533,0,0,0.120789641289473,0,0,-1.73472347597681e-18,0.125059656551065,0,0,0,0.08780648285352,0,0,0,0,0,0,0,0.0667378226432346,0,-0.088506685712525,0,0,-0.0465537654548885,0,0,-0.0665984061010719,0,0,0,0,0.125575412533658,-0.135283565910056,0.0516488268010916,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737169288812706,0.0300783352256624,0,0,0,0,0,0
