,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X601877.SH,X002129.SZ,X000625.SZ,X000800.SZ,X002236.SZ,X000157.SZ,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X002294.SZ,X002008.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0673295347786335,0.0368388945315776,0,0,0,0,0.159079655702307,0.0292109337630698,0,0.215298145181697,0,0,0,0,0,0,0.00739259103351313,0,0,0.0175373420480281,0,0,0,0,0,0,0.0328936099854975,0,0,0.0745235529014752,0,0.0452784598904656,0,0,0,0.00909114133313527,0,0,0,0,0,0,0,0,0,0.075381520650397,0,0,0,0,0,-0.00418765774216183,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0630052675890226,0,0,0,0,0.230017155283604,0.0174086374797715,0.408653008644544,0,0,0,0,0,0.060223953865923,0,0.024718802165341,0,0,0,0,0,0,0.0558442597785093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421036736527593,0,0,0,0,0,0,0,0.0418952570518786,0.0357221517732584,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00809702321339095,0.19900201650252,0,0,0,0,0.0928031795378307,0,0,0,0.00236205399939234,0,0,0,0,0,0,0,0,0.0390262362500703,0,0.04821741491107,1.73472347597681e-18,0,-0.0520442637697705,0,0,0,0.0289910787610523,4.33680868994202e-19,0,0,0,0,0,0.0289537666887961,0,0,0,0.137754635770804,0,0,0,0,-0.0173416517906364,0.00230152730709837,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362539379779376,0,0,0,0.066309314449499,0,0,0,0,0,0.00289310102626406,0,0,0.0155396110061715,0,0,0,0,0,0,0.031567904187049,0,0,0,0,0,0.044326227376542,0.0762014659101096,0.054092000845361,0.116633447656041,0.0310053250066012,0,0,0,0,0.0115237737732807,-0.00971421676947634,0,0,0,0,0,0
X002415.SZ,0,0,0,0.02503128995091,0,0,0,0,0.0306325093554954,0,0,0,0,0,0,0.270225935461393,0.0477647850487319,0,0,0,0,0,-0.0147207611753008,0,0,0,0,0.0842237218173262,0,-1.73472347597681e-18,0,0,0.0909711077509931,0,0,0,0,0.0343490126399419,0,0,1.38777878078145e-17,0.147975487140419,0,0,0,-0.0756405195483575,0,0,0,0,0,0.0121571013640889,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0275740340922988,0,0,0.0212763134172291,0.0447907469517108,0,0,0,0,0,0,0,0.00409246617864533,0,0,0,0,0,0,0,0,0,0,0.136701274775637,-0.0371050423172555,0,0,0,0,0.0396205403176905,0,0,0,0,0,0,0,0,0,0.0876350548964822,0,0,0,0.105043388700602,0,0,0,-0.0617562187468906,-0.0155179562332024,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0666234668115087,0,0,0,0,0,0,0,0.118950988941511,0,0,0,0,0,-0.0417888633501361,0,0,0.133572058176568,-0.0170119291251695,0,0,0,0.0534993185242529,0.163367753878924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204392815385494,0.00196448182115584,0,0,0,0,0,0
X000568.SZ,0,0.295430981533401,0,0,0,0,-0.0867997377234098,0,0.49233407491024,-0.23886601507592,0.021535282931008,0,0,0,0,0,0.0907981621274182,0,0.090173700632468,0,0,0,0.0597547559299704,0,0,-0.110700762249835,0,0,0,0,0,0,-0.00321782135483893,0,0,0.0367808007534684,0.00859515927306363,0,0,0,0,0.0355234942157278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0201931269837661,0,0,8.67361737988404e-19,0,0,0.298091294974277,0,0,0.352002360855966,0.0405591784288088,0,0,0,0,0,0,0,0,0,0,0,0,0.0401842516603651,0,0,0,0,0.0600097832193062,0,0,0,0,0,0,0,0,0,0.0630474480322861,0,0,0,0,-0.0173557526799012,0,0.0128844443842757,0,0,0,0,0.0186090811232586,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0437985561736424,0,0,0,0,0,0,0,0,0.00408380390746296,0,0.407483408867753,0,0,0,0,0,0.0796698147307936,0,0,0,0.0141459872183353,0,0,0,0.331543282423413,0,-0.0296256929793669,0,0.0200096225300567,0,0,-0.0260157955307863,0,0,0,0,0,0,-0.0281766386607417,0,0,0,-0.0137186545640669,0.0269608693977595,0,0,0,0,0,0
