,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X002179.SZ,X600418.SH,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X600183.SH,X002049.SZ,X002028.SZ,X600741.SH,X600066.SH,X002236.SZ,X600522.SH,X000066.SZ,X601877.SH,X600839.SH,X600460.SH,X002281.SZ,X600487.SH,X002156.SZ,X002180.SZ,X000921.SZ,X002456.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127324237557546,0,0,0,0,0,0.142861291679898,0,0,0,0,0,0,0,0,0,0.314084801566467,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00465398728048143,0,0,-0.0201230266810136,0,0,0,0,0,-0.0109897626369567,0,0,0.0124507944104381,0,0,0,0,-0.0463510077608151,0,0
X000858.SZ,0.118953133176701,0,0,0,0,0,0,0.218858854865425,0,0.0470473522069703,0,0.132362586816977,0,0,0,0,0.0609893026112332,0.141815541131915,0.0167215052017777,0,0,0,0,0,0,-0.0214901967269689,0,0,0,0,0.190870589491595,0,0,0,0,0,0.0954976939209977,0,0,0,0,0,0,-0.00571518980425598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106740106263803,0,0,0,0,0,0.032736175394726,0.346852288028965,0,0.0872684567012018,0,0.0689674022451085,0.0746847684788972,0,0,0,0,0,0.0201759489491964,-0.0699245658249931,0,0,0.0618889193686461,0,0,-0.0327309803534087,0,0.055249317772,0,0,0,0,0,0,0.0168805463329565,0,0,-0.0295919882059906,-0.0441461405133133,0,0,0,-0.00332345359748544,0,0
X600276.SH,0,0,-0.0330489662105222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158767606819439,-0.0511189621798949,0.109122771237499,0,0.133107821544023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234757600763487,0,0,0,0,0,0,0.0708047427818005,0,0,0,0,0,0,0,0.0749499014730834,0,0,0,0,-0.136213550645633,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0653409064643585,0.0431930720164105,0,0,0,0,0,0.0202811727946221,0,0,0,0,0,0.174962370873272,0.0186520376227656,0,0,0,0,0,0,0,0,0,0,0.071816046042756,0.0287996569673885,0,0,0,0,0,0.00777975770613041,0,0,0,0,0,0,0.145223918238304,0,0,0,0,-0.00162297209692261,0,0,0,0,-0.0445681210352209,0,0
X600690.SH,0,0,0.218023280143624,0,0,0,0.133105345583635,0,0,-0.107206745734922,0,0.0651870503288788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588261106523779,0,0,0,0,0,0,0,0,0.0106536000324164,0,0,0,-0.0431204066616661,0,0.166104423488522,0,0,0,0.0255354974378028,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0152961636536278,0,0,0.159819325802043,0,0,0,0.0263278257819855,0,0,0,0,0,0,0,0,0,0,0,0.0106336345621278,0,0,-0.13856663229491,0,0,0,0,0,0,0,0,0,0,0,0.267207600316572,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.00410372638385113,0,0.232529978633064,-0.0203961418936282,0,0,-0.0180525054130463,0.0163630812174604,0,0,0,0,0,0
X600809.SH,0,0.072564005810873,0,0,0,0,0,0,0,0,0,0.526926397519686,0,0,0,0,0,0,0,0,0,0,0.277872015677517,0,0,0,0,-0.026706007607698,0.0152428686874463,0,0,0,0,0,0,0,-0.043123692874541,0,0,-0.0198169834796146,0,0,0,0,-0.00583805870426835,0,0.0876361756053068,0,0,0,0,0,-0.0273283909644087,0,0,0,-0.000776075672829497,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.111629614404692,0,0,0,0.219552495822146,0,0,0,0,0,0.167222548487998,0,0,0,0.0575012989831615,0.199892748094213,0,0,0,0,0,0,0,0.181881846954293,0,0,0,0,0,0.0400960248725325,0,0,0,0,0,0.0611466900893618,0,0,-0.0338396578801646,0,0,0,0,0,0,0,-0.0145064380234983,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429801561883883,0,0,0,0,0,0,0,0.169604152674106,0,-0.0401827731949597,0,0,0,0,0,0,-0.114832193727876,0,0.763568364027512,0,0,0,-0.22972520668215,0,0,-0.16391951492965,0,0,0,0,0,0,0,0,-0.050972562415116,0.0433997615610704,0,0,0,0.148687706811246,0,0
X003816.SZ,0,0,0,0,0,0.0842603236878641,0,0,0,0,0,0,0,0,0.0374140584589771,0,0.105324472225954,0,0,0,0,0,0.0523990267055422,0,0,0,0,0,0,0,0,0,0,-0.0218538849153147,0,0,0.097346241773982,0,0,0.03920197133293,0,0.0701650261262604,-0.000959588386385817,-1.73472347597681e-18,0,0,0,0.0654063238512389,0,0,0,-0.0389392081496638,0,0,0,0,-0.0245324384074806,0,0
X000568.SZ,0,0.328390201346971,0,0,0,0,0,0.231611439264614,0,0,0,0,-0.0484881440712656,0,0,0,0,0.0329458751106907,0,0,0.0370415622629031,0,0.136913055343281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321953962134462,0,0,0,0,0,0.154123347101028,0,0,0,0.0434711009930546,0,0,0,0,-0.0232743231082076,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0978077508470399,0,0,0,0,0.0684793483255217,0,0,0,0,0,0,0,0,0,0,0.262438709451796,0,0.151669305334706,0,0,0,0,0,0.347876354742922,0,0,0,0,0,0.115076546102651,0,-0.020829125475289,-0.173241077440467,0,0,0,0,0,0,0,0,-0.0388192512785641,-0.0248072017964849,0,0,0,-0.0137577404104307,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0346136425874339,0,0,0,0,0,0,0,0.364239469292166,0.0179164128457271,0,0.0205438851762379,0.126274277191667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154327367361055,0,-0.0141742472130454,0.0313771795601039,0.0487208115028768,0.0637674658272364,0,0,-0.062428492691278,0,0,0,0,0,-0.0373974051158016,0,0,0,0,0.0170155330196638,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0152363621910132,0,0,0,0.0659316453020475,0.0974104128343281,0,0,0.472702945656649,0,0,0,-0.0267381296080077,0,0,0,0,0,0,0,0,0.0539999199740366,0,0,0,0.0534285009350953,0,0.0457181843285084,0,0,0,0.0982969479773504,0,0,0,0,0,0,0,-0.0169579796668842,0,0,0,0,-0.0354835541170192,0,0
X600031.SH,0,0.0613791746994841,0,0,0,0,0,0.129702086900234,0,0,0,0.0829857941989514,0,0,0.0486945583985593,0,0,0,0,0,0.138391114648335,0,0,0,-0.00436842048721409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00967116639029513,0,0,0,0,0.0243279174696923,0,0,0,0,-0.0673325621070263,0,0,0,-0.0325085853189444,0,0
