,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000661.SZ,X000596.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X600498.SH,X600177.SH,X000625.SZ,X600487.SH,X600867.SH,X002371.SZ,X600183.SH,X000977.SZ,X000066.SZ,X300146.SZ,X600066.SH,X600776.SH,X600522.SH,X300014.SZ,X000050.SZ,X600118.SH,X002129.SZ,X002049.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0540323938325994,0.0420132368732255,0,0,0,0,0,0,0.163510531473557,0,0,0,-6.93889390390723e-18,0.034944838214422,0,0,0,0,0,0.0221164866391374,0,0,0.106545183707505,0.173640358706122,0,0,0,-0.0185106009068759,0,-0.0180858115908531,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0171114133149941,0,0,-1.73472347597681e-18,0,0,-0.00632338968170669,-0.0494556020381823,0,0.129347075684421,0,-0.00776543313876572,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0373324817371028,0,0,0,0.0816973221312319,0.220797886110708,0,0,0,0,0,-3.46944695195361e-18,0.311159008376522,0,0,0,0,0,0,0,0,0,0,0,0.0557026240074999,0,0.147890861144471,0,0,0,0,0,0,0,0,0,0,0,0,-0.023275628991731,0,0,0,0,0.0386674985936875,0,0
X000651.SZ,0,0,0,0,0,0,0.138775313248178,0.0593097957785041,0,0,0,0.313951359969454,0,0.239745923699245,0.209118599302645,0.128322787330566,0,0,0,0,0,0,0,-0.0336811844167225,0,0,0,0,0,0,0.0568805935306968,0,0,0,0,0,0,0,0,-0.037989349325474,0,0,0,0,-0.00172552246504602,-0.0747173374755717,0,-0.0677073669690558,0,0,0,-0.0129686467781928,0,0,0,0,-0.00150631097846277,0,0
X600104.SH,0,0,0.158116104546915,0,0,0,0,0,0,0,0,0,0,0.0279053035674435,0.0847956798956456,0,0,0,0,0,0,-0.0238495068346907,0,0,0,0.0550364784014614,0,0,0,0,0,0,0,0.192217635945232,0,0,0,0,0,0.049810617635562,0,0,0,0,0.0662387689849768,0.00711200013100576,0,0,0,0,0,0,0,0,0,0,0.00274170072515328,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.191122580620901,0,0.148650844287575,0,0,0,0,0,0,0,0.292688275817997,0,0,0.0978949444997002,0,0,0,0,0,0,0,0,0,-0.0144956392634498,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0238013609288219,0,0,0,0,0,0,0.0106824300985525,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348719427362722,0,0,0,0,0,-0.0164059322839663,-0.0931604882291713,0,0,0,0.582661635563323,0.00698380646258307,0,0,0,-0.164863336504587,0,0,0,0.0163887877201885,0.143179776313522,0,0,0,-0.115504768708699,0,0.0681834770693001,0,0.0352003737456615,0,0,0,-0.013561940469179,0,0,0,0,-0.00303277106394485,-8.470329472543e-22,0,0,0,0,0,0
X002304.SZ,0,0.275918241277908,0.109827692466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145683188848128,0.0243240391220916,0,0,0,0,0,0,0,0.081642148391137,0,0,0,0,0,0,0,0,0.0605917762082902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819953762284971,0,0,0,0,0.0346965585582031,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278390999059137,0,0,0,0,0,0,0.0618745938281841,0,0,0,0,0,0,0.269731811247827,0,0,0.0925660727140556,0,0,0,0,0,0,0.199010731565496,0,0,0,-0.023017962785772,0.27317856075821,0,0.205103192530813,-0.0506756379274142,0,0,0,0,0,0.0369234546969963,-0.021163500163963,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242739446321172,0,0,0,0,0,0,0,0,0,0,0,0,0.0871987488586291,0,0,0,0.038052222580691,0,0,0,0,0,0,0.378484919591323,0,0,0.0884341673855456,0,0,0,0,0,0,0,0.029934429240775,0,0
X000568.SZ,0,0.306842483135962,0,0,0,0,0,0.0187401657352511,0,0,0,0,0,0.0315382353291441,0,0,0,0.209543203721786,0,0,0.0405642508335698,0,0,0.0493698908807577,0.03291299002109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101407679649303,0,0,0,0,0,0,-0.0332496771882389,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.200168205561289,0,-0.0490647321457193,0,0,0,0.0666348164144084,0.0689473889320311,0,0.0304651990139553,0,0.128684026291608,0,0,0,0,0,0,0,0.004899274534018,0,0,0.0758377356154532,0.154416345085601,0,0,0,0,0,0,0,0,0.0166372778556754,0,0.0225238706493871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154562374101207,0,0
X600031.SH,0,0,0.380810968622158,0,0,0,0,0,0,0,0,0,0.166570334030797,0,0,0.0190725741705067,0,0,0,0.198681993227433,0,0,0,0.00869220006387218,0,0,0,0,-8.67361737988404e-19,0,-0.0501382418123694,0,0,0.0319932395879713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489012016582327,0.123048552893335,0,0,0,0.0886762219875104,0,0
