,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X000625.SZ,X300014.SZ,X600104.SH,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X000157.SZ,X601799.SH,X000799.SZ,X600563.SH,X600418.SH,X002236.SZ,X600584.SH,X002176.SZ,X000800.SZ,X002414.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.322455796208891,0,0,0,0,0,-0.0203843378439402,-0.0057159602572062,0,0.0325854706151923,0,0,0,0,0,0.0508577100500919,0,0,0,0,0,-0.0110294799709976,0,0,0,0,0,0,0,0,0.0254981321715632,0,0,0.100734565603732,0,0,0,0,0,0.0551280153608085,0,0,0,0,-0.00901760440343204,0,-0.0109149502661187,0,0.0128958997003088,0,0,0,0,0,0,0
X000858.SZ,0,0,0.172273904346548,0.213317646508193,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171776921645025,0,0,0,-0.00802640699466756,0,0,0,0,0,0.246053029314625,0,0,0.0426189354651934,0,-0.0312632139615608,0,0,0,-0.0177810304261619,0,0.0546652123844582,-0.117653220436155,0.00133491320552013,0.00115038248323969,0,0,0,0,0,0
X600809.SH,0,0,0,0.564062951811179,0.0376653380234042,0,0,0.0662235486622771,0,-0.0350448092540031,0,0,0,0,0,0,0,0,0,0,0.0376711191063386,0,0,0,0,0,0,0,0,0,0.0315240328724258,0,0,0,0,0,0,0.0297447841245025,0.0762821576124297,0,0,0,0.0233602369414266,0,0,0,-0.209499191646769,0,0,0,0,0,0.00575070327866614,0,0,0,0,0,0
X000568.SZ,0,0.103394915203508,0.20650147456018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670289378513043,0,0.00241885613381539,0.142252438891522,0.0277706607494084,-0.0623026238432905,0,0,0,0,0,0,0,0,0.265484884160257,0,0,0,-0.0314693523562695,0,0,0,0,0,0,0,0,0,-0.025402038022473,0,0,0,-0.0278615327616735,0,0
X002415.SZ,0,0,0,0,0,0.467304609745575,0,0,0,-0.132622449100537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139127163117618,0,0,0,0,0,0,0,0,0,0,0,-0.02283068096473,0,0,0,0.768841510567876,0,0,0,0,0.0812544534476349,0,0.143418132443531,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0871241138403852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519537340806188,0,0.329462990248385,0,0,0,0.016009580414261,0.0310441078431725,0,0,0.0532820587905623,-0.0225062676993663,0,0,0,0,0,0,0,0,-0.0361149102936448,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0517010973207248,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00821077386822192,0,0,0,0.0740770024194417,0,0,0,0,0,0,0,0,0.0177370834309376,0,0,0,0,0,0.132169698131195,0.227253979019092,0,0.0341757586360487,0,0.141330552583039,0,0.261147589313995,0,0,0,0,0,0,0,-0.211863327501795,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0363360310994683,0,0,0,-0.0775483990594053,0,0.415834621552291,0,0,0,0.0426063228703645,0,0.0430264893904959,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0311836631813503,0,0,0.206639829881298,0,0,0.0158051274564911,0,0,0.00503424737421649,0,0,0,0,0,0,0.104643034582962,0,0,0.0351382253888302,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0388965234586726,0,0.0199784180351859,0,0,0,0.0134463318016727,0,0.199509569143237,-0.0829083913789282,0,0,0,0,0,0,0,0,0,0,0.127581175051268,0,0,0.134696578362326,0,0,0,0,0.296408113322243,0,0,0.170005330809494,0.0887777661792554,0,0,0,0,0,0.126850864152471,-0.0333405009572593,0,0,0,0,0,0,0.24033419804263,-0.0916555685660839,0.363169262801196,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.25011026200609,0,0,0,0,0,0,0,0,0,0.55678156008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864486466181565,0,0,0.456723549687088,0.114255118843911,0,0,0,-0.248160842914123,0,0.0499648495758657,0,0,0.0717945701193638,0,0,0,0.191767055953455,0,0,0,0.0318145208543288,-3.46944695195361e-18,0,0,0,0.0507191794666997,0,0
