,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X600703.SH,X600741.SH,X002292.SZ,X000100.SZ,X600066.SH,X600031.SH,X002241.SZ,X002236.SZ,X600118.SH,X600177.SH,X600372.SH,X002506.SZ,X000559.SZ,X000157.SZ,X002475.SZ,X000568.SZ,X000338.SZ,X002085.SZ,X300003.SZ,X600089.SH,X300124.SZ,X002074.SZ,X002294.SZ,X600867.SH,X002456.SZ,X002426.SZ,X002465.SZ,X600498.SH,X002180.SZ,X002007.SZ,X002008.SZ,X000869.SZ,X601877.SH,X002508.SZ,X000977.SZ,X000050.SZ,X002049.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.215243318517223,0,0,0.334773709816253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411848794030698,0,0,0,0,0,0,0,0,0,-0.0628963963185455,0.0594960553672534,0,0,0,-0.14959405408387,-0.0103838233069244,-0.0845869968127124,0.0642436477265714,0,0,0.0604556581808032,0,0,0,0,0,-0.000690526539249115,0,-0.0246099761921529,0.0724548965932434,0,0,0,0,0,0
X600104.SH,-6.93889390390723e-18,0,0.19935068306442,0,0,0,0,0,0,0,0,0,0,0.420504265280042,-0.0510600149148318,0,0,0,0,0,0,0.049773965280723,0,-0.0466433352470116,0,0,-0.05286316367614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279609079941486,0,0,0.041085126318566,0,0,0,0,0.0167909876985649,0,0,-0.00600130237450057,0,0,0,0,0,0,0
X002415.SZ,0,0.174694941557932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26466962482008,0,0,0.143412946285545,0,0,0,0,0.0797311267369307,0.052169032872153,0,0,0,0,0,0,0,0,0.0167023401492885,0,0,0.14054142183343,0,0,0,0,0,0.00184179736458519,0,0,0,0,0,0,0,0,0.0316466905029932,0.0198304869868182,0,0,0,0,0,0
X000651.SZ,0,0,0.0252506011928219,0,0,0,0,0,0,0.0352748509044404,0,0,0,0,0,0,0,0,0,0,0,0.0240423361601694,0.0332420904802537,0.0320711465620865,-3.46944695195361e-18,0,0,0,0,0.0296081828000246,0,0,0,0,0,0,0.0104915165085416,0,-0.0678234714544169,0,0,0,0,0,0.00984909018029373,0,0,0,0.0177759673246167,0,0,0.0419817233081432,6.48097235920819e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.105626727279292,0,0,0,0,0,0,0,0,0.126396989759107,0,0,0,0,0.0280769742762574,0,0,0,0.0332638898123636,0.0307953411760566,0,0,0,0.0810875966124133,0,0,0,0,0,0,0,0.0266526097319436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.342799047963312,0,0,0,0.489373589044281,0,0,0,0,0,0,0,0.0958204709347893,0,0.00299736471368449,0,0,0,0.0660331177775445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024254769100968,0,0,0,0,0,0,0.0068692780321438,-8.67361737988404e-19,-0.089342024629928,0,0,0.153136377655593,0,0,0.00855367141306718,0,0,0,0,0,0,0
X600276.SH,0,0.196697109880009,0,0,0,0,0,0,0,0,0,-0.0173312604651723,0,0.105372225124209,0.0821465659101734,0,0,0,0,0,0,0.0328980786329172,0,-0.129981563602014,0,0,0,0,0,0,0,0,0,0.117746025448472,0,0,0.04240026301567,0,0.0839101601113227,0,-0.12658572483938,0,0,0,0,0,0,0,0,0,0,-0.0205788991487752,-0.00143325682568527,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312835127370661,0,0.0492095568500413,0,0.0441405311594209,0,0.134432046343609,0.17485094029488,0,0,0,0,0,0,0,0.0579840066450104,0,0,0,0.108605827451506,0,0,0,0.0222564985484145,0,0,0,0,0,0,0.0651274775906215,0,0,0,0.0367397807873701,0,0,0,0,0,0,0
X000625.SZ,0.0307168696418383,0,0,0,0,0,0,0,0,0.160866619324303,0,0,0,0,0,0,0,0.0321398805577593,-8.67361737988404e-19,0,0,0,0,0.0575232591455655,0.0478642655402799,0,0.0354757034254949,0,0,0,0,0,0.0212837520211529,0,0,0,0,0,0.027689784133246,0,0,0,0,0,0.0371144435931682,0.100562030144357,0,0.0628229584291282,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0219853537376674,0,0,0.221242139835756,0,0,0,0,-0.180507108617069,0,0,0,0.0190688637210449,-0.0552955937091658,0,0.0959538468487482,0.541344743040543,0,0,0,0,0.00952446612820424,0,0.0946753340002775,0.0505555065911248,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.122254521560236,0,0,0,0,-0.0578139430330228,0,0,0,0,0,0,0
