,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X002475.SZ,X000625.SZ,X600809.SH,X002008.SZ,X601877.SH,X002508.SZ,X600066.SH,X600487.SH,X002456.SZ,X000100.SZ,X002241.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600867.SH,X600271.SH,X600089.SH,X600522.SH,X600177.SH,X000157.SZ,X000596.SZ,X000981.SZ,X002085.SZ,X600566.SH,X300136.SZ,X600498.SH,X600707.SH,X002179.SZ,X300142.SZ,X000661.SZ,X600699.SH,X002180.SZ,X600118.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.135940246796109,0,0,0.642972243677031,0,0.180196786054977,0.0054108082453557,0,0,0,0.00243206776158608,0,-0.0417294701641822,0,0,0,0,0,0,0,0.0249656172790448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0301053842173225,0,0,-3.46944695195361e-18,0,0,0,0.111615623998635,0,0,0,0,0,0.0103672151842798,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0464524666482916,0.132401048769726,0,0,0.176114888062729,0,0,0,0.0535098610269348,0,0,0,0,0,0,0,0.0408601175939791,0.0657952875380052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717962338569744,0,0,0,0.165950700457539,0,0,0,0,0,0,-0.0260234900940391,0.0452486226841516,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174738906879044,0.0385924987690985,0.0949904588183703,0,0,0,0.318865013361788,0.0696834012231946,0.123401309615885,0.0140556708469096,0.131903044202207,0,0,0,0.0159047014859074,0,0,0,0,0,0,0,0,0,0,0,0,0.0477921441691353,0,0,0,0,0.144029782653506,-0.0799498961678709,0,0,0,0,-0.00969618633314546,-0.0222581298648569,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.338682381746785,0,0,0,0.0924899753025504,0.16208043089142,0,0,0,0.0159978641006729,0,0.0494269462343653,0,0,0,0,0,0.0477246796675917,0,6.93889390390723e-18,0,0,0,0,-0.0725868389804292,-0.0284656964582044,0,0,0,0,0,0,0,0,0,0,-0.0309931936269853,0,0,0,0.0157865648279793,0.126265047007675,0,0,0,0,0,0.00440175835204035,0.00654328970615419,0,0,0,0,0,0
X000858.SZ,0.378777771651327,0,0,0.236435632347352,0,0,0,0.0559952855053368,0,0.0367147504965127,0.14076331704603,0,0,0,0,0,0,0,0.12628829380039,0.0504530705498687,0,0,0.0167659579518586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255552799172113,0,0,0,-0.0100924890743583,0,0,0,0,0,0,0,0,0,0,0,-0.00605284199583842,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.402681024527465,0.121293488014129,0,-0.107050828691972,0,-0.0783349394832457,0,0,0,0,0.0940016687879802,0,0,0,0,0,0,0,0,0,0.212970053713652,0.0191697817616619,0.0652542704432605,0,0,0.328231634057272,0,0,0.176834184425624,0,0,0,0.0682764715644615,0,0,-0.00913688782663936,0,0,0,0,0,0,0,-0.090961656232085,0.119535983661811,0,0,0,0,0,0
X600276.SH,0.283595035999022,0,0,0,0,0,0,0,0.109056422172938,0.0249080871623489,0,0.064978099570127,0,0.160975114191696,0,0,0,0,0,0,0,0.107584368209125,0,0,-0.302350682736964,0,0,0.103198697455831,0,0,0,0,0,0,0,0,0,0,0,0,0.0687689361658235,0,0,0,0,0.141428565040038,0,0,0,0,0,-0.0275264769703009,0.0490726952720712,0,0,0,0,0,0
X002304.SZ,0.222342287900797,-0.159058168067609,0,0,0.155366936962061,0,0,0,0,0,0.264096998234625,0.0412175129859834,0.0945490094220886,0,0,0,0,0,0,0,0,0.00915060730655088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123076215610294,0,0,0,0.224034768286495,0,0,0,0,0,0,0.00555486636628257,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.282615559447472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135205935059771,0,0,0,0.098671907606505,0,0,0.134307385741117,0,0,0,0,0.0345879323806309,0,0.464831944024982,0,0,0,0,0,0,0,0.308473116207423,0,0,-0.0385532581721715,0,0,0,0,0,0,-0.0148641550478489,0.0262846133942273,0,0,0,0,0,0
X600690.SH,0,0,0.0498908166345534,0.0959229317892025,0.273673737512031,0.0794953118138201,0.0463590303824521,0,0,0,0,0,0.172500775388116,0,0,0,0,0,0,0.0500481677241895,0,0,0,0,0,0.0471365838959983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687808360533345,0,0,0,0,0,0,0,-0.00798751069437633,0.00584479763254754,0,0,0,0,0,0
