,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X002506.SZ,X000100.SZ,X002241.SZ,X600066.SH,X600118.SH,X600031.SH,X000559.SZ,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002049.SZ,X002475.SZ,X002465.SZ,X600089.SH,X000568.SZ,X000338.SZ,X600177.SH,X300124.SZ,X600498.SH,X002294.SZ,X601877.SH,X002456.SZ,X000869.SZ,X300003.SZ,X600867.SH,X002129.SZ,X002085.SZ,X002074.SZ,X002426.SZ,X000547.SZ,X300146.SZ,X000977.SZ,X600582.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107504451369684,0,0,0,0.0180026537882444,0,0,0,0,0,0,0,0,0,0,0.145124601781286,0,0,0,0,0,0,0,0,0,0.0182135293586411,0,0,0.00446367456759548,0.0491058957310535,0,0,0,0,0.00175418623189022,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.145954924503919,0,0,0,0,0.0610187649448415,0,0,0,0.0240993359200229,0,0,0.150636729033086,0,0,0,0,0,0,0,0,0,0,-0.0271643792797238,0,0,0,-6.93889390390723e-18,0,0,0,0.153521706262424,0.0220748094645438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.099365380792452,0,0,0.00795160553707752,0.0857833817133487,0,0,0,0.0635640539878556,0,0,0,0,0,0,0,0,0,0.40139813278484,0,0,0.0527713758727226,0.0377909820664271,0,0,0,0.0278371414896381,0,0,0.00941332327949692,0,0,0,0,0,0,0,0,0.0368412866143553,0,0,-0.0300471125689677,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.100975616015543,0,0,0.0716612531876244,0,0,0,-0.0308058636234793,0.341679091970467,0,0,0,0,0,0,0,0.0289655468167634,0,0,0,0,0,0.0807946646614827,0,0.267975227376571,0,0,0,0.0429172716359463,0,0,0,0.0401603038611598,0,0,0,0,-0.0389314037616674,0,-0.0259986538601176,0,0,0,0.0615421839873658,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.126479735051271,0.0237413529610157,0,0,0.219655235699712,0.117758966970059,0,0,0,0,0,0,0,0,0.112780085082261,0,0,0,0,0,0.0131265404922432,0,0,0,0.179270299533014,0,0,0,0,0.0373320855608161,-0.024477769158082,0.0111123733722362,-0.130459404514853,0,0,0,0,-0.00515535230111227,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450493132561883,0,0,0,0,0,0,0,0,0,0,0.248196611502016,0,0.040864082895248,0,0,0.0574481402690737,0,0,0,0.108491275437171,0.0201297642850479,0,0.034002232736702,0,0.0547359072827664,0.0197585913032716,0.0242546281450872,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.125284586507341,0,0.0283858281418297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248936166358731,0,0.11744563749124,0,0,0,0,0,0,0,0,0,0,0.0176924146437508,0.107762828157882,0,0,0,0,0.00863044061474233,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.156044387598221,0,0,0,0,0,0,0,0,0,0,0,0,0.108888137805132,0,0,0,0,-0.0277647667773514,0,-0.138763815556565,0,0,0,0.0137917111513638,0,0,0,0,0,0.0562515989141984,0,0,0,0,-0.122586672053522,0,0.147164083207612,0,0.0334001002046998,0,0,0,-0.0232879406555505,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.215821682393293,0,0,0,0,0,0,0,0,0,0.00289434613885611,0,0,0,0,0,0.225186311096253,0,0,0,0,0,0,0,0,0,0,0.082692600337507,0,0,0,0,0,0.0912509923327876,0,0,0,0.0137679394908067,0.0624941696052717,0,0,0,0.0218217635351236,0,0.0891704008715038,0,0,-0.000651151981999752,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0443841372372553,0,0,0,0,0,0,0,0,0,0,0,0.0507155127792309,0,0,0,0.0601498053143615,0,0,0,0,0,0,0,0,0,0,0.172172911748756,0.178948579458776,0,0,0,0,0,0,0,0.0780036464398921,0,0,0.131576377996929,0,0,0,0,0.0309445336166125,0,0,-0.0271440634548736,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00779642119071501,-0.0436848271587829,0,0,0,0,0,0.0135357232155753,0,0,0,0,0,0,0.0542382924940594,0,0,0,0,0,-0.0043544155425487,0,0,0.0134986447336049,0,0,0,0,0,0.00419990491300292,0,0,0,0,0,0,0,-0.00819503985818209,-0.0058314491232036,-0.00427081382085999,0,0,-0.0553660868585577,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.167603144543373,0,0,0,0.138461853487475,0,0,0,0,0,0,0,0,0,0,0.0419844359717533,0.109190352300255,0,0,0,0.0575314652345262,0,0.0120568526467264,0,0.0981813860547437,0.0313330407332886,0,0,0,0.0963094121654038,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0.0102785954200112,0,0,0,0,0,0,0,0,0.0765396885246545,0,0,0,0,0,0.144699002831553,0,0,0,-0.0384234343067971,0,0,0.0617015408445442,0,0,0,0,0,-0.310863496433533,0,0,0.248036290961552,0,0.302300183693591,0,0.315582682483266,-0.183285335184163,0.31715804343805,0,0,0,-0.0146906574869166,0,0,0,-0.0976398226819324,-0.0375808155650229,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.246328772308793,0,0,0,0,0,0,0,0,-0.234770115581837,0,0,0.0391607948977331,0,0,0,0.12484308430115,0,0.178543232797095,0,0.0892676871746284,0,0,0.300699105448085,0,0,0,0.223424554085357,-0.0876247375559574,0.0925336469385943,-0.107694111458943,0,0,0,0,0,0,0,0.0278501644084425,0.0783621568748023,0,0,0,0,0
X000100.SZ,0,0,0,0.24140317428271,0,0,0,0,0,0,0,0,0.062562696930655,-1.73472347597681e-18,0,0.0036669135632787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193651474007905,0,0,0.0223641102230953,0.0333830603096777,0,0,0,0,0,0,0,0.0928317498765076,0,0.0476104534689391,-0.0335455707965808,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369852657055732,0.0813262051894288,0,0,0.0559730089073103,0,0,0,0.0671057489211547,0,0,0,0.165094327159303,0,0.167063541033609,0,0.224646419855378,0,0.00847171729036665,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200301369928104,0,0.0472398397000979,0,0,-0.0849838791259881,0,0,0,0,0,0.0714744691111783,0,0,0,0,0,0.0194268978133585,0,0,0,0.0436216849545937,0,0,0.124780545602116,0,0,0,0.191710357037886,0,0,0.00453816762473961,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0160011554798735,0,0,0.158324244568827,0,0,0,0,0,0.123434921317496,0,0,0,0,0,0,0,0,0,0,0.0231181468271089,0,0,0,0,0,0,0,0.036277685742475,0.033043488764546,0,0.358279607106014,0,0.0716856551934775,0,0,0,-0.0369672547097806,0.0207691461869523,0,0,0,0,0,0
X600031.SH,0,0,0.122521291386943,0,0,0,0,0,0,0.0170714492245918,0,0,0,0,0,0,0,0,0,0.0176961140168777,0,0,0,0,0,0,0,0.0605259562731333,0,0.02907960053593,0.157194103968283,0.0221143414334891,0,0,0,0.193509142232236,0,0,0,0.0582354106655673,0,0,0,0,0,0,0,0.0751647506154697,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0.0464970903546342,0,0,0,0.0054568261155597,0.0268695317361515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164782481769529,0,0,0,0,0,0,0,0,0.200782517151049,0.22211128179464,0,0,0,0.149163491071016,0,0,0,-0.00442398240942926,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.174089699794291,0,0,0,0,0,0,0.0448991739297185,0,0.0508350816967525,0,0.0528117379263443,0,0,0,0,0,0,0,0,0,0,0.00110610028136847,0,0,0,0,0.112544914608336,0,0,0.0158015864112413,0.0419976460154314,0,0.0189619657688474,0,0,0,0,0.0632968446844266,0.0317314104482117,0,0,-0.00248789572198509,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51317326414343,0,0,0,0,0,0,0,0,0.0306060805789823,0,0,0,0,0,0,0,0,0,0.0720220322655048,0.18945040430758,0,0,0.0699999659426783,0.0478321386169118,-0.0279769530163394,0.0998804692218963,0.0638906700355454,0,0,0,0,-0.00752958315299583,-0.00309162010964007,0,0,0,0,0,0
X002236.SZ,0,0,0.0276490256047257,0,0,0,0,0,0,0,0,0.112286770824759,0.0484679470450066,0,0,0.00898800358747079,0,0,0,0,0,0,0,0,0,0.0421000766343424,0.0464093264024905,0,0,0,0,0,0,0,0.0664392590616072,0,0,0,0,0,0,0,0,0,0.193396788654564,0,0.09173221871597,0.0545151355017345,0,0.000732714290659982,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0752444314376357,0,0,0,0,0,0,0,0,-0.015246906543362,1.73472347597681e-18,0,0,0,0,0.0749809208974365,0,0,0.00730567862033313,0,0,0,0,0,0.264481630498676,0,0,0.263975661237883,0,0,0,0,0,0.0284200844842259,0,0,0,0,0,0,0.0677170443629817,0,0,0,0,0,0,0.0357587223470824,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158470362277535,0,0.331151275605917,0,0,0,0.0645982980338662,0,0,0,0,0,0,0,0,0,0,-0.307606730236599,0,0,0,0,0.0918064564373383,0,0,0,0,0,0.192128118638751,0.148615325812959,0,0,0,0,0,0,-0.0520945524631108,0.087849960844267,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100266670144182,0,-0.0443340650610958,0,0,0.293746214362846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126968163343678,0,0,0,0,0,0,0.0606099383961751,0.0489625610370399,0.0686803671325464,0,0,0,-0.00423203396589584,-0.0320244273363952,-0.0434333163890682,0,0,0,0,0
