,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X600118.SH,X002475.SZ,X000559.SZ,X000050.SZ,X601877.SH,X000550.SZ,X600839.SH,X600271.SH,X600066.SH,X002294.SZ,X002129.SZ,X000568.SZ,X002456.SZ,X600435.SH,X002292.SZ,X300124.SZ,X300003.SZ,X000400.SZ,X000869.SZ,X000800.SZ,X002007.SZ,X000623.SZ,X002008.SZ,X002049.SZ,X000977.SZ,X002038.SZ,X600177.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0377886462309673,0,0,0,0,0,0,0,0.00859341532823228,0,0,0,0,0.388711403656105,0,0,0,0,0,0,0.0246750704145675,-0.00835393704452907,0,0,0,0,0,0,0,0,0.0991630777625202,0,0,0.10707575873587,0,0.0547988106067148,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00243834528534894,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.12858866697739,0,0,0,-0.035054793208964,0.0747185984277644,0,0,0,0,0.111045141702567,0,0,0,0,0,0,0,0.0495138961784983,0,0,-0.0476689180202719,0,0,0,0,0.0506475045660849,0,0,0,0,0,0,0,0,-0.0279753781391762,0,0,0,0,0,0,0,0,-0.00587708183473309,-0.00971329239871889,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991140104545435,0.216195149013339,0.0514106520522849,0,0,0,0,0,0,0.0690858984989153,0,0,0,0,0.149912408992768,0,-0.0237731483428649,0,0,0,-0.0950581531754359,0,0,0,0.0711113072669808,0,0,0.0359748984112575,0,0,0,0,0,0.00426252047271172,0,0,0,0,0,0,0
X000651.SZ,0,0,0.111683139924576,0,0,0,0,0,0,0,0.241628676707248,0,0,0,0,0,0.0379388811505228,0,0,0,0,0,0,0,0,0.00564090487679383,0.281069002757352,0,0.052091674130137,0,0,0,0,0,0,0,0.129498844868551,0,0,0,0,0,0,0,0,0,0,0,0,-0.154577445464193,0,0.00517523084894306,-0.00493045630615906,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0878766854822069,0,0,0,0.183277016052508,0,0,0,0.207399851170189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256028563831403,0,0,0,0,0,0,0.20974679652074,0.119913348860821,0.0044421854132552,0.16791548722543,0,-0.0186853654437812,0,-0.0261492932718176,0.0344905959343023,0,0,0,0,0,-0.0281311290482221
X000625.SZ,0.249867032432395,0,0,0,0,0,0,-0.0578497144572064,0,0,0,0,0,0,0,0,0.0791733293810381,0,0,0,0,0,0.0222126935946615,0,0.0728531375687231,0,0,0,0,0,0,0,0,0,0.267410528168785,0,0,0,0,0,0,0.0515083978512021,0,0,0.115894559934126,0,-1.73472347597681e-18,0,0,0,0,-0.0180474576303875,-0.008004136735638,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.11482775979305,0,0,0,0,0,0,0.108663161069033,0.0134959732461074,0,0,0,0,0.139353186180876,0,0.0196040636980435,0,0,0,0,0.0829862653626247,-0.0119834091603697,0,0.0140498468718737,0,-1.73472347597681e-18,0,0,0,0.132071988305938,0.0903883611226285,0.0412990646232861,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0017667748017916,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.139929245755897,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0997149612664334,0,-0.035545038862704,0.144012124590745,0,0,0,0,-0.0745648581310267,0,0.265640328143658,0,0,0,-0.0534839824995048,0,0,0,0,0,0,0,0,0,0.433712346429029,0,-0.103532344604992,0,0.0172946186473451,0.0310297039967697,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427748001323821,0,0,0,0,0,0,0,0.129171645681431,0,0,0,-0.0828722817972848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916241143818006,0,0,0,-0.0469838656071721,0,0,0,0,0.0115057263136611,0.00922348544949457,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.103147095317027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778904522744378,0,0.0411295411406122,0,0,0.0212527524546002,0,0,-2.16840434497101e-19,0,0,0,0,0,0.102602790789493,0,0,0,0.0944605670471826,0,0,0.0143219456204438,0.0845245421463264,0,0.0215340708764395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
