,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002028.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X002129.SZ,X002049.SZ,X600584.SH,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X002074.SZ,X600177.SH,X002156.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00479218758642648,0,0.0952271885421505,0,0.0202971046512438,0.219284795386298,0,0,0,0,0,0,0,0.0824832765398804,0,0,0,0.00036724624235774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579097764897416,5.42101086242752e-20,0,0,-0.0227771095322061,0,0,0,0.00201771905134278,0,0,-0.00460235041223428,-0.0017681286246508,0,0,0,-0.0250905694682448,0,0
X000858.SZ,0,0,0,0,0,0,0.376590752596327,0,0.00968332772513498,0,0,0,0,0,0.234923793121687,0,0,0,0.124890757577022,0,0,0,0,0,-0.042579320628616,0,0.0652090002947965,0,0,-8.67361737988404e-19,0.00929192292908399,0,0,0,0,0,0,0,0,0.0137424541624876,0,0,0,0,0,0,0.0248525806451491,0,0.014985464006249,0,0,0,-0.0285670468958003,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0233455176392263,0,0.0621949973536746,0,0,0,0,0,0.235949982416884,0,0,-0.051011042240404,0,0,0,0.00531106344483927,-0.0261477167646303,0,0,0,0,0,0,0,0,0,0.134951463517208,0,-0.0249945005750043,0,0,0,0,0.105341495201453,0.0424241291688808,0,0.106528010446179,0,0,0,0,0,-0.00921815672004707,0,0,0.0235555540880893,-0.0278312204529941,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.168653718278899,0,0,0,0,0,0.147530310357024,0,0,0,-0.0719474375784794,0,0.236639166340108,-0.0397958001592903,0,0,0,0,-0.0559144133481686,0,-0.0626416822816535,0,0,0,-0.0177398673052962,0,0,-0.00461740215539287,0,0,0,0,0,0,0,0,0,0,0.129360263923506,0,0,0,0,0,0,-0.0624851756663651,-0.011386507449284,0,0,0,-0.00445862772514515,0,0
X600690.SH,0,0,0,0,0,0,0,0.165941842492311,0,0,0,0,0,0.123726360169928,0.0990368386208038,0,0,0,0,0,0,0,0,0,0,0,-0.0701763924996656,0.367040712331645,0,0,0,-0.0605698984238697,-0.0243298385212806,0,0.00537558397081564,0,0,0,0,-0.00418907586729273,0,0,0,0,-0.0539603267656416,0,0,0,0,0,0,-0.0340321199786491,0,-0.0845894840494859,0,0,0.0604309517072651,0,0
X600276.SH,0,0,0,0,-0.225735084750856,0,0,0,0,0,0,0.13156686176932,0,0,0,0,0,0,0,0,0.138361484169019,0.0833385598227505,0,0.261630275654902,0,0,0,0,-0.159896446769389,0.261581007353179,0,0,0,0,0.132008755055616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118949419792363,0,0.0608858384599754,-0.0422777304681494,-0.0685091100751567,0,0,0,0,0
X000568.SZ,0,1.0264931430664,0,0.163228553140665,0.145087794994862,0,0,0,-0.0342307752445797,0,0,0.0536953050970579,0,0,0,0.0219956671228672,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0662862508904192,0,0,0,0,0,0,0,0,0,-0.0540842924389152,0,0,0,0,0,0,0,0,-0.104124449626074,0.145412132421938,0,0,0,0,0,0.0132061964948147,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.110835399196903,0,0,0,0,0,0,0,0,0,0,0,0,-0.00706887154769397,0,0,0,0,0.347304069487814,0,0,0,0.0148047543158603,0.0699123835531136,0,0,-0.0242511207517512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264360170612868,0.108040455531089,0,0,-0.0326464045282319,0.0292075749601693,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0274523309968155,0,0,0,0,0,0,0,0,0,0.0679574907034083,0,0,0,0,0.111594501567672,-0.131934806335694,0,0,0.212139040379968,0,0.0880905325148775,0.0313839569497094,0,0,0.143304029455707,0,0.0360650942593726,0.0280991466131868,0.0283889775642567,0,0,0,0,0,0,0,0,0,0,0.127235198400962,0.0200318740733022,2.16840434497101e-19,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0741700396236249,-0.346084363603431,0,-0.0281864625083277,0,0,0,0,0,-0.147123615103322,0,0,0,0,0.0583080193084635,0,0,0.0617323298299988,0,0,0,-1.73472347597681e-18,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0157785462015037,0.0397384580440067,0,0,0,0,0,0,0.0369289754710476,0.201498920316902,-0.0654269093044582,0,0,-0.0383408681401616,-0.0563059601683612,0,0,0,-0.0872048065715207,0,0
