,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X000800.SZ,X002028.SZ,X002180.SZ,X002007.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0629938231481405,0.214132345655894,0,0.11427517447779,0,0,0,0,0,0.0122437420671162,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.191287478641001,0,0,0,0,-0.0992901798389256,0,0,0,0,-0.00107744494143427,0,0,0,0.0266895831367232,0.0238652374459987,0,0,0,0,0,0,0,0,0,0,0.00552924655202461,0,-0.0375489132809897,0.0393676677033053,0,0,0,0,0,0
X000858.SZ,0,0,0.491643146502365,0,0,0,0,0,0,0,0,0,0,0,0,0.0307707296540538,0.0305665148534333,0,0.0850457816270211,0,0,0,0,0,0,0,0,0,-0.0342046512406311,0,0,0,0,0,0,0,0,0.124358534582113,0,0,-0.196179150609832,0,0,0.160003292159364,0,0,0.0715953824482867,0,0,0,-0.00992391390044557,-0.0181661061445369,0,0,0,0,0,0,0
X000568.SZ,0.152364301115739,0.276829146659391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384183347592255,0.118047436056797,0,-0.0383142314798329,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0306806964585069,0,0,0,0,0,0,0,0,0.161981439954007,0,0,0,0,-0.124215552934309,0,0,0.0267672934343655,0,0,-0.0410563651041308,0,0,0.0285459126273835,0.015364238611815,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.359124858174332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288708030708136,0.132535008513806,0,0,0,0.392609409908612,0,0,0,0.0527557429561149,0,0,0,-0.290648961041166,0,0,0,-0.0916438876107278,0,0,0.159836487605334,0,-0.124634841948209,0,0.0257981566383022,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0496258806467545,0,0,0,0,0,0,0,0,-0.183198312491978,0,0,0,0,0,0.0913816502518782,0,0,0.161044903093142,0,0,0,0,0,0.0879949393493943,0.0300643625564805,0,0,0,0,0.0012663950920222,0,0,0,0.357810689570406,0.0283460407618653,0,-0.0851945701144805,0,0,0,0,0,0,0,0,0,0,0,0.0332170471330163,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0229477728615557,0,0,0,0,0.0166068567532914,0,0,0.0259488019882243,-0.120233251804132,0,-0.188430307432883,0,0,0,0,-0.204589502800259,0,0,0,0,-0.346142788741364,0,0,0,0.504821238552955,0.152534945669674,0,0,0,0,0,0,0.0319097595139593,0,0.135914227982597,0,0,0,0,0,0.215586023789433,0,0,0,-0.0359691820087269,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0182254786310737,0.0840410758966972,0,0,0,0,0,0,0.0162520932933285,0.0933402799950754,0,0,0.0817315797064739,0,0,0.0280689613232136,0,0,0,0,0,0,0,0,0,0.0114383992020512,0,0.0985940402950054,0,0.0660109075062883,0,0,0,0,0,0,0.0374438323976589,0,0,0,0,0,-0.0709701730273053,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.157581371564042,0,0,0,0.356418360553036,0,0,0,0.184474329521637,0,0,0,0,0,0,0,0,0,-0.0310023752201885,0,0,0,0,0,0.0908301612747319,0,0,0,0,0,0,0,0,0,0.284880687290387,0,0,0,0,0,0,0.0444817921845627,0,0,-0.108407984535393,0,0,0,0.147798329904331,0,0,0,0,0,0
X002304.SZ,0,0.489922777327618,0,0,0.0801244264644297,0,0,-0.0294942841143867,0,0,0,0,0,0,0,0.0405480260574135,0,0,0.0482201059366434,0,0,0,0,0,-0.0019330697128735,0,0,-0.000386542377276118,0,0,0,0,0,0,0,0,0,0.0607109799785349,0,0,0,0,0,0.00163694782570783,0,0,0,0,0,0,0,0.00642554123967111,0,-0.148775063538105,0,0,0,0,0
X000651.SZ,0,0.0717354715627156,0,0,0,0,0.285746343514244,0.11424389176148,0,0,0,0,0,0,0,0,0,0.0802627877715131,0.117712578538709,0,0,0,0,0,0,0,0,0,-0.1158335313817,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00937431370118835,0,3.70989592479168e-05,0,0,0.0806343858624173,0,-0.0243993498660938,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.234819907079157,0,0,0,0,0,0,0,0,0,0.0425328586465415,0,0.192359928312378,0.0912875669726387,0,0,0.0124403755930472,0,-0.0547013328373169,0.109876989693335,-0.0618876768776946,0,0,0,0,0,0.106449190704147,0,-0.0578910967282346,0,0,0,0,0.210950620789928,0,0,0,0,0.219430267999602,0,-0.0197430822264938,0,0,0,0,0,0,-0.0624860031954848,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0529964142812386,0,0,0,0,0,0,0,0,0,0,0.0980935783609875,0.126564646321814,0,0,0,0.0158505970052574,-0.144040617590802,0,0,0,0,0.21511370109878,0.149097970402597,0,0,0,0,0,0,0,0,0.0420642549073405,0,0,0,0,0,0,0.0314411952939964,0,0,-0.000186846587690312,-0.0339709748700407,-0.00893275001148497,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.101477502252162,0.766032020139259,0,0,0,0,0,0,0,0,0.644345825497826,0,-0.492792355638763,0,0,0,0.213336520987087,0.18553707859079,0,0,0,0,0,0,0,0,0,0,0.062823640433095,0.0674422334440046,0,0,0,0.0631471726218625,0,0,-0.229314699590257,0,0,0,3.46944695195361e-18,0,0,0,0,0.189889639973246,0,-0.168574305920057,0,0.0807781454228442,-0.0441176455685275,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0582413971399146,0,0,0,0.0189552130445656,0,0,0,0,-0.179657354421399,0,0,0,-0.0106630188834736,0,0.092797633438825,-0.110481016755357,0,0,0,0.0944196837624016,0.0394610767313796,0,0,0,0,-0.0587758901423958,0,0.155140822750454,0,0,0,0,-0.0690093505401938,0,0,-0.0561312914170404,0,0.00542051124693973,0,0,0,0.10618099528317,0,-0.05454890807311,0.0438752865924528,0,0,0,0,0,0
