,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600703.SH,X600690.SH,X600741.SH,X002292.SZ,X600066.SH,X002241.SZ,X000100.SZ,X600031.SH,X600118.SH,X002236.SZ,X600177.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600867.SH,X600089.SH,X002456.SZ,X002426.SZ,X002465.SZ,X002007.SZ,X600498.SH,X000869.SZ,X002180.SZ,X601877.SH,X002508.SZ,X000050.SZ,X000977.SZ,X002008.SZ,X002049.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0565998381149633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100457238288295,0,0.0107250714200833,0,-0.00798945250570777,0,0,0,0,0.00486949521222078,0,0,0,0,0,0,-0.0573323576367119,0,3.46944695195361e-18,0,0,0,0,0,-0.0117269449576909,0,0,0,0,0,-0.0288703587839575,0,0.0545954370056715,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21364088394668,-0.00907101299048648,0,0,0,0,0,0,0.198844614982248,-0.028231557400243,0,0,0,0,0,0,0,6.11378635883659e-05,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0286018841241553,0,0,0,0,0,0,1.0842021724855e-19,0,0.00579650473954815,-0.00822579224852665,0,0,0,0,0,0
X002415.SZ,0,0.0891084062542788,0,0,0,0,0,0,0,0,0,0,0,0,0.013142866467428,0,0.057080755909559,0.272588255676388,0,0,0,0,0,0.0391151689680513,0,0,0,0,0,0,0.0048352686903742,0.00818045436631604,0,0,0,0.206966749000619,0.158107915998824,-0.0569848736106518,0,0,0,0,0,0,0.0956145106581988,0,0,0,0,0,0,0.0212199553042202,0,0,0,0,0,0,0
X000651.SZ,0.0199668688809296,0,0.0123095333354284,0,0,0,0,0,0,0.043157632797493,0,0,0,0,0,0,0,0,0,0,0,0.0242187285398799,0.0428654541007588,0,0,0.013445832752698,0,0.03054919769567,0,0,0,0.0347653928496615,0,0,0,0,0,0,-0.0932931538436564,0,0,0,0,0.00826638808575583,0,0,0,0,0.0123196026329218,0,0,0.0409060261664135,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09468733699576,0,0,0,0,0,0.0623002916823912,0,0.0600463170843525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682599191272737,0,0,0,0.0154273860130295,0,0,0,0,0,0,0.0565833386599155,0,0,0,0.000998390354458905,0,0,0,0,0,0,0
X002304.SZ,0.272616413495257,0,8.67361737988404e-19,0,0.464699754629692,0,0,0,0,0,0,0,0,0,0,0,0.0521418066172224,0,0.000138624597569052,0,0.0593835983153395,0,0,0,0,0,0,0.0508241318578868,0,0,0,0,0,0,0,0,0,0,0,0.0656571817035564,0,0,0,0,-0.123231137908898,0,0,0,0.109041006117011,0,0,-0.00907258951399452,0,0,0,0,0,0,0
X600276.SH,0,0.129997636288761,0,0,0,0,0,0,0,0,0,0,0,0.169116539770092,0.0820346470431871,0,0,0,0,0,0,0,-0.0934105868409684,0,0,0,0,0,0,0,-0.0528510780361904,0.130824477773355,0,0,0,0,0,0,0.0671702454176172,0,0,0,-0.0863237289126246,0,0,0,0,0,0,0.00657447246648475,0,-0.00857361589541569,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339931241551935,0,0,0,0,0,0,0.0863909750937716,0.0622750348515814,0.157088109641693,0,0,0,0,0,0,0.0736555733495261,0,0.205583982768499,0,0,0,0.0844956795297907,0,0,0,0,0,1.73472347597681e-18,0.0121894676545996,0,0.0277508245974261,0.0265696849316696,0,0,0,0,0.00623716630382176,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.153839536703528,0,0,0,0,0.0518985699409304,0,0,0,0,0,0,0,0.0729780430909524,0.0490810460407918,0.0350392915385809,0,0,0,0,0,0,0,0.00405966314861214,0,0,0,0,0,0.0139526374936999,0.134511883115785,0,0,0,0,0.0741273146113328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.182614164369597,0,0,0,0.0609045825796156,0,0,0,0.256266943000135,0,0,0,0,0,0,0,0,0,0.0801351974892832,0.219087878797527,0,0.209764846968397,0,0,0.0502515840683869,0,0,0,0.0256304304967988,0,0.0638330032931266,0,0,0,0,0,0,0.0263188411990321,0,0,0,0,0,0,0,0,0.111799691837592,-0.0558034642251605,0,0,0,-0.0524044371977604,0,0,0,0,0,0,0
