,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X601877.SH,X000596.SZ,X600271.SH,X000625.SZ,X002456.SZ,X600487.SH,X000661.SZ,X600066.SH,X600566.SH,X000100.SZ,X002294.SZ,X002007.SZ,X000157.SZ,X000977.SZ,X002179.SZ,X002241.SZ,X002180.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X002508.SZ,X600177.SH,X600779.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.246404391181596,0.0540989920028634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311103263449485,0,0.00040072661356719,0,0,0,0,0,0,0.0440815185244845,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0472485290599562,0,0.0369391297150983,0,0.11332646123466,0,0,0,0,0,0.0104266573291007,0.01352142186061,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.227800186709572,0,0,0.265222966594918,0.0640465143500258,0,0.0930302907193613,0,0,0,0,0.118816340266074,0.0659930356219889,-0.0877902469391169,0,0.0410008147744258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13382322133537,-0.067987962250673,0,0,0,-0.135988317436445,-0.0104703879555681,0,0,0,0,0,0,0.0483226779150925,-0.038100846716181,0,0,0,0.243743970302803,0,0
X002415.SZ,0,0,0,0,0,0,0.0359803983557858,0,0,0,0,0,0,0,0,0,0.394406761604255,-0.045877851381749,0,0.14264413079095,0.0119865379069681,0,0,0,0,0,0,0,0,0,0.181148426693615,0,0,0,0,0,0,0.0438997262335576,0,0,0.0297367558334437,0,0,0,0,0,0.147138072931895,0,0,0,0,0,-0.0132470687214507,0,0,0,0,0,0
X000858.SZ,0.201201429678449,0,0,0,0,0,0.314500817238887,0,0,0,0,0,0,0,0,0,0.218345745408114,0,0.063833684701059,0,0,0,0,0.0509619361789714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812129831323792,0,0,0.00369673360874794,0.0265708746631933,0,0,0,0,0,0
X000651.SZ,0,0,0,0.192355765972261,0,0,0,0,0.138700390985287,0,0,0,0.159360113995948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113705382803419,0,0,0,0,0,0,-0.0402845545452826,0,-0.10098898031679,0,0,-0.0236387056943779,0,0,0,0.055732514226408,0,0,0,0,0,0.148143426781166,0.118067014240998,0,-0.0829287308382896,0.127952861524967,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.33584055451799,0,0,0,-0.130542627975584,0.153556455757713,0,0,-0.0640391204106514,0,0,0,0.0810155049831009,-0.105761488876467,0,-0.0600905165449996,0,0,0,0.0130752752568968,0,0.23635488558197,0,0.266003853448692,0.0302010724835776,0,-0.0131961219518334,0,0,0,0.000544830233514525,0,0,0,0,0,0,0,0,0.114667554690507,0,0,-0.0223733528977858,0,0,0,0,0,0,0
X002304.SZ,0,0,0.124742862259044,0,0,0,0,0,0.27539360372994,0,0,0,0,0,0,0,0.0106081786847188,-0.0889671305801007,0.322958026276788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102760262053202,0,0,0,0,0,0,0,0,0,0,0,-7.83263706842022e-05,0,0,0,0,0,0,0.0414087658934492,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415081706369357,0,0,0.0320770007748022,0,-0.0087055530841889,0,0,0,0,0.042023974698386,-0.167001734085539,0,-0.111910598239186,0,0,0,0,0.0503191078678014,0,0,-0.117341730605031,0.019287243066094,0.13183553569097,0,0.239092469610539,0.173962984364858,0,0,0,0,0,0.143725538087109,-0.0575923579394712,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.133304760170728,0,0,0.193283283267819,0,0,0,0,0,0.0854318127786799,0,0,0,0,0,0.0765464597686858,0,0,0,0,0.0566438098323824,0,0,0.0400684026272262,0,0,0,0,0,0,0,0,-0.110100683789293,0,0,0,0,0,0.0840457063531017,0,0,-0.0227341346399903,0.0880972007475461,0,0,0,0,0,0,0.0662392990577549,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.146283620533776,0,0,0.142451020129278,0,0.0506587534430375,0,0,0,0.000572848497287941,0,0,0.0156696082625618,0,0,0,0,0,0.222274246525689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318389369596624,-0.0864156323212088,0,0,0,0.0761794414761562,0,0,0.00302232121248628,0.0454163953314596,0,0,0,0,0,0
