,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000568.SZ,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X002241.SZ,X000100.SZ,X600418.SH,X000596.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002236.SZ,X002049.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X000921.SZ,X600460.SH,X000988.SZ,X600839.SH,X002456.SZ,X002281.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0358700003638248,0,0,0,0,0,0.0552199573140936,0.0404534908090083,0,0.0044294164850816,0,0,0.230366118692121,0,0,0,0,0,0,0,0,0.165938267248125,0,0,0,0,0,0.0333017848919229,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.00736764649163506,0,0,0,-0.0534974257445803,0,0,0,0,0.00404808098001863,0,0,0,0,0,0,0
X000858.SZ,0.169268724285797,0,0.114216795688741,0,0,0,0,0,0,0,0,0,0,0.465537498055564,0,0,0,0,0,0,0,0,0.117426038618776,0,0,0,-0.0737985554367482,0.0336098594651755,0.00608970912916083,0,0,0.0143361444664896,0,0,0,0,0,0,0,0,-0.0176203314225147,0.0248945137392191,0,0,0,0.0411080528334945,-0.0397067345272963,0,0,0,-0.0370742144154194,0,-0.0013993417984829,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0273445423317158,0,0,0.0729476008041855,0,0.134115763515497,0,0,0,0,0,0,0.271369556739203,0,0,0,0.245171753762578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193389170295143,-0.0542124874940513,0,0,0,0.0804754268744877,0,0,0,0,0,0.0138945007924438,0.0178690380455787,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.05473387415742,0,0,0,-0.0952626230091432,0,0,0.111669012662775,0,0,0,0,0,0,0,0,0,0,0,0.0861667037054917,0,0,0,0,0,0,0,0,0,0,0.0819051708683689,0,0,0,0,1.73472347597681e-18,0,0,0,0.169536173114839,0,0,0.00913004502643432,0.0884061567365042,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0940557171000118,0.105846665386847,0.0486586679270882,0,0,0.0275552260117613,0.0412160898111564,0,0,0,0,0,0,0,0,0,0.0733932534566365,0,0,0.0253158986310717,0,0.0538291743665122,0,0,0,0,0,0,0,0.0109947336910148,0,0,0,-1.73472347597681e-18,0.00412029678179692,-0.0262408169958225,0,0,0,0,0,0,0,0,0,-0.00514627993873064,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,-0.0174707267777856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456589430854584,0,0,0,0,0.276579450405125,0,0,0.018051799422189,0.107815311781994,0,0,0,0,0,0,0,0,0,0,0.314895119754896,0,0,0,0,0,0,0,0,0.0130216861960949,5.42101086242752e-20,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0464251839901901,0,0,0,0,0.062142029428569,0,0,0,0,0,0,0,0,0,-0.0942621921754519,-0.0503942940129896,0,0,0,0,0,0,0,0.238202374728711,0,0,0,0,0,0,0,0,0,0,-0.0171475389012227,-0.0546573565465234,0,0,0.154866398916646,0,0,0,0,0,0,0,0.0174585267698227,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,-0.00105693985120293,0,0,0.663052002222898,0,0,-0.0435425929041247,0,0,0,0,0,0.187703678827602,0,0,0,0,0,0,0,0,0,0.0509463445207569,0,0,0,0,0,0,0,0,0,-0.0234086483941078,0,0,0,0,0,0,0,0.0287227698442208,-0.0107057166581027,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0965501754305254,0,0.0523392765723285,0,0,0,0,0,0,0,0,-0.0133313378935827,0,0,0,0,0.383368528429649,0.179530484334216,0,0,0,0,0,0,0,0,0,0.100899461297568,0,0,0,0,0,0,0.252734921077023,0,-0.140316000380069,0,0.0994213334394656,0,0.0176931260319411,0.042793349307658,-0.0244741757156805,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.03156399388382,0,0.152094237407258,0,0,0,0,0,0,0,0,0.0940940389993242,0.00526201960409483,0.140618698420044,0,0,0.278441385608306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12390121459722,0,0,0,0,-0.153080391478766,0.0148556796801208,0,0,0.00950844445530181,0.00644488239492935,0,0,0,0,0,0,0
