,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600183.SH,X600372.SH,X002049.SZ,X600741.SH,X002028.SZ,X002236.SZ,X600066.SH,X600522.SH,X000066.SZ,X601877.SH,X600839.SH,X600460.SH,X600487.SH,X002156.SZ,X002180.SZ,X002456.SZ,X000661.SZ,X000800.SZ,X002281.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.163442204037969,0,0,0,0,-0.029447936510769,0.137598036091063,0,4.33680868994202e-19,0,0,0,0,-4.33680868994202e-19,0,0,0.328368873832296,0,0,0,0,0,0.000428209243554204,0,0,-0.00572761780894981,0,0,0,0,0.0392300330255988,0,0,0,0,0,-0.0180855652932367,0,0,0,0,0,0,-0.00782570313102836,0,-0.0101371334391434,0,0,0,0,0.00885220624150781,-0.00629552548982442,0,0,0,-0.0567163097566211,0,0
X000858.SZ,0.53178858398939,0,0,0,0,0,0,0.0816773830505212,0,0.0603383797558905,0,0.23926016410697,0,0,0,0,0,0,0,0,0,0,0.0586880877879578,0,0,-0.0140837191028876,0,0,0,0,0.105193063689768,0,0,0,0,0.0915602759047023,0,0.0558388783247949,0,0,0,0.0331728208200088,0,0,0,0,0,0,0,-0.0160053875977578,0,0,0,0,0,0,-0.00431660829991767,0,0
X002475.SZ,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0367800555366755,0,0,0,0,0,0.0737571994725857,0.414148914913883,0,0,0.0126426340050187,0.0843296772889817,0,0,0,0,0,0.102478552324826,0,0,0,0,0,0,0,-0.00899337615560961,0,0.0652623864454585,0,0,0,0,0,0,0,0,0,-0.0273797989521919,0,0,0,0,0,0,0
X600276.SH,0,0,-0.0249004524397588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854297693713905,0,0.0981142841109265,0,0.135915107808679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297299125476464,0,0,0,-0.0144930374845101,0,0,0,0,0,0,0,0.0540666066481586,0,0.0835096248821803,0,0,0,0,-0.139260158285858,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0766764202872045,0.0377810704493304,0,0,0,0.0229873004246809,0,0.0478912124333312,0,0,0,0,0,0.150537986393559,0.0119149676568183,0,0,0,0,0,0,0,0,0,0.0759539483894581,0,0,0,0,0,0,0,0.0103265877435234,0,0,0.0159613550657909,0,0,0.12690671394168,0,0,0,0,0,0,0,0,0,0,-0.0441216565072018,0,0
X600690.SH,0,0,0.0919793823432213,0,0,0,0.295777018494252,0.0522367716099408,0,-0.143369975536271,0.0342785668816749,0.11176569978888,0,0,0,0,0,0.00444008176646797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102689489221543,0,0,0,0,0,0,0,-0.020597248830934,0,0,0,0,-0.0350768704737402,0,0.0596498301391016,0,0,0,0,0.0143094924884451,0,0,0,0,0,0,0
X000651.SZ,0,0,6.93889390390723e-18,0,0,0.258281065555132,0,0,0,0.00623787458669472,0,0,0,0,0.05371056348118,0,0,0.115773961340075,0,0,0,0,0,-0.131428101873059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274522629197702,0,0,0,0,-0.000785294365913416,0,-0.0172638620659744,0,0,0,0,0,0,-0.0194980928754493,0,0,0,0,0,0,0
X600809.SH,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.492562814814395,0,0,0,0,0,0,0,0,0,0,0.327004106264123,0,0,0,0,-0.0511108805757009,0.0412738991453543,0,0,0,0,0,0,0,0,0,0,-0.0121402750968543,0,0,3.46944695195361e-18,0,0,0.0668683394454452,0,0,0,0.00127289273654698,0,0,0,0,0,0,0.000786836556092508,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0881033982850429,0,0,0,0.369347271739077,0,0,0,0,0,0,0,0,0.0434904737364772,0,0,0.204587247940984,0,0,0,0,0,0,0.166201415762373,0,0,0,0,0,0.0387330919972227,0,0,0,0,0.0952964039735304,0,0,0,0,0,0,0,0,0,0,0,-0.0126793130219336,0,0
X600104.SH,0,0,0,0,0,0,0,0.231179524871042,0,0,0,0,0,0,0,0,0.0466691300729062,0,0,0,0,0,0,0.180100239636189,0,-0.074854312129253,0,0,0,0,0,0,0,-0.254459943284054,0.976858479195833,0,0,0,0,-0.156979962072621,0,0,-0.0934505910915277,0,0,0,0,0.0960330337345792,0,0,0,-0.0408500493320832,0,0,0,0,0.157000892385437,0,0
