,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600118.SH,X600031.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X600271.SH,X000016.SZ,X600839.SH,X000559.SZ,X000338.SZ,X600741.SH,X002475.SZ,X600089.SH,X002241.SZ,X000066.SZ,X000568.SZ,X300124.SZ,X002129.SZ,X600177.SH,X000800.SZ,X600312.SH,X600582.SH,X600006.SH,X000547.SZ,X600435.SH,X002465.SZ,X002294.SZ,X002506.SZ,X600525.SH,X600867.SH,X300142.SZ,X300003.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.157641853425997,0,0,0,0,0,0.0864603079889686,0.0756242887230899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.13500693985617,0,0,0,0.00625110648605082,0,0,0,0,0.00549955350877463,0,0,0.034539445110684,0,0,0,0.0145440792674294,0,0,0.102236695636333,0,0.012830198330761,0.0277471308449153,0,0,0,0,0,0
X600104.SH,0.0265041565037959,0,0,0,0,0,0,0.260753817675201,0.0738560889107593,0.263689607152559,0,0,0,0,0,0.135206629119899,0,0,0,0,0,0,0,0,0.0563791625098625,0.00162097840008679,0,0.141365649474339,0,0,0,0,0,0,0,0,-0.0924684468474111,-0.065182524765821,0,0,0,0,0,0,0,0,0,-0.142020673251459,0.0273232500459744,0,0,0,0,0,0,0
X002415.SZ,0.00118989740425227,0,0,0,0,0,0,-0.0462350886997442,0.0701429404224188,0,0,-0.0225489867961996,0,0.139208017398583,0,0,0,0,0,-0.143770186072532,0,0,0,0,0,0,0,0,0,0.183711559130929,0,-0.107644803450202,0,0,0,0,0.00371928707045319,0,0,0.0382010674365807,0,0,0,0.0897526920934343,0,0,0,0,-0.03739230593389,-0.0522983564590346,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00451954919362127,0.0530694305550248,0,0,0.0773828885796059,0,0,0,0,0,0.060648324434136,0,0,0,0,0,0,0.430474465048685,0.00430059422669789,0,0,0,0,0,0.02527301882624,0,0,0.0112793362892136,0,0,0,0,0,0,0,0,0,-0.00382944173925187,0,0,0,0,0,0
X000725.SZ,0,0,0.0814577614216229,0,0,0,0,0,0,0,0,0.200997452676759,0,0,0.109938470454687,0,0.0554341710989305,0,0.0136049671063526,0,0,0,0,0.107013388055075,0,0,0,0,0,0.0969697276194551,0,0,0,0,0,0,0,0.000366619874595187,0,0.143018221608043,0,0,0,0,0,0,0,0,0.0165361238076778,-0.012747725252801,0,0.0028809281222106,0,0,0,0
X000858.SZ,0,0,0,0.0901809722124685,0,0,0,0.204181226409278,0,0,0,0,0,0,0,0.0110433069066436,-4.33680868994202e-19,0,0,0,0,0,-0.0633120062151927,0.079816773681533,0,0,0,0,0,0.428982544243846,0,0,0,0,0,0,0,0,0,0,0,0,0.0490450472324987,0,0,-0.0757444208452383,0.0934321252928159,0,0.0142932943108609,-0.0454676155818959,0,0,0,0,0,0
X600276.SH,0,0,0,0.12281396990405,0,0,0,0,0,6.93889390390723e-18,0,0,0.0344777533834637,0.0173530621564499,0.255028921887831,0.299561771309408,0,0,0.0469831513953363,0,0,0,0,0,0.042190573678343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298156064859813,0,0,0,0,0,0,0,-0.0158348161772241,0,0,0,0,0,0,0
X002304.SZ,0.0129108979694952,0.319921689241467,0,0,0,0.249469151667488,0,0,0,0,0.0281746811976755,0,-0.0695660279501641,0,0,0,0.0482596041012668,0,0,0,0,0.117023959265521,0,0,0,0,0,0,0,0,0.0801291479670222,0.0527700411144222,0,0,0,0,0,-0.0517681059102774,0,0,0,0,0,0.129733130627681,0,0,0,0,0.00993280681866363,0.0475414224374311,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17010337795272,0,0,0.00105765790485253,0,0.165427553136966,0,0,0.156521657540011,0,0.00357198539165551,0,0.0426836216561076,0,0,0,0,0,0,0,0,0,0.00272627174966273,0,0,0,0,0,0,0,0,0.00756058718122,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0084439012753126,0,0.147611741096815,0,0,0,0.192803459559049,0,0,0.0461825910435583,0,0,0.0148954579791272,0,0.108083290337201,0,0.0236268660725037,0,0,0.145985695442795,0,0,0,0.0501229049336351,0,0,0,0,0.011022661744894,0,0,0,0,0,0,0,0,0,0,0.00603483837437433,0,0,0,0,0,0
