,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600031.SH,X600703.SH,X000100.SZ,X600118.SH,X000157.SZ,X600372.SH,X000338.SZ,X600271.SH,X600741.SH,X002241.SZ,X002292.SZ,X000568.SZ,X000559.SZ,X002129.SZ,X600089.SH,X600066.SH,X600839.SH,X601877.SH,X002223.SZ,X002475.SZ,X000800.SZ,X600177.SH,X000016.SZ,X300124.SZ,X002236.SZ,X600582.SH,X000727.SZ,X002276.SZ,X002456.SZ,X000550.SZ,X600435.SH,X000869.SZ,X300003.SZ,X002465.SZ,X000581.SZ,X600060.SH,X000066.SZ,X600198.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,1.73472347597681e-18,0,0,0.05584121503405,0.0144457407261271,0,0,0,-6.93889390390723e-18,0,0,0.0533740997413355,0,0,0,0,0.0200720582897124,0,0,0,0.182965315151314,0,0,0,0,0,0,0,0,0,0.149966357204275,0,-0.0464253876298418,0,0,0,0,0.0383706961512352,0,0,0,0,0,0,0.0574375347773096,0,0,0,0,0,0.0109130612587475,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0796483642255445,0.0354066016536086,0,0,0,0,0.0855424275177448,0,0.0141708962711349,0,0,0,0.015664267105289,0,0.015929234963752,0,0,0,0,0,0,0.133875348415651,0,0.0691094720896742,0,0,0,0,0,0,0,0,0,0,0.00200388465436161,0,0,0,0,0,4.33344238397513e-06,0,0.0218774267641495,0,0,0,0,-0.00317003853315942,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0512397914897299,0,0,0,0.132025726886947,0,0.0837471892346921,0,0,0.0995947360455464,0,0.00594859884040288,0.0858085631342813,0,0.0367476763453292,0.0493211138795385,0,0,0.116660147062217,0.000712624096146207,0,0,0,0.0044167232519476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455401509523183,0,0,0,0,0.00693561895868248,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.176761044842214,0,0.139998269044117,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0374346752403889,0,0,0,0,0.162928310323505,0.128169751841771,0.139000771653479,0,0,0,0.10909305022703,0,0,0,0,0.0812602650466026,0,0,0,0.0195713134750136,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0135212654138144,0,0,0,0,0,0.178199620380207,0,0.0604965373968248,0,0,0,0,0,0,0,0,0,0,0.0903755749159887,0,0,0,0,0,0.214983431630569,0,0,0.0645137780191162,0,0,0.0515121570871231,0,0.043315046232435,0,0,-2.16840434497101e-19,0.0210806073820236,0,0,0,-0.0212707172916032,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0023773160509817,0,0.170533850722852,0,0,0,0.00506062038763075,0,0.12772698925523,0,0,0,0,0.0341856441711968,0.0846585293563305,0,0,0,0.123157630912736,0,0,0.131718402288619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330919816017731,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0975259916926823,0.196414376647729,0,0,0,0,0,0,0.0551066677204001,0,0,0,0,0,0.0145960618775172,0,0.160477836197705,0,0.0589148495765061,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0292004138087323,0.00626080594115255,0,0,0,0,0,0,0,0,0.0488969376389666,0,0,0,0.103087174967266,0,0,0,-0.00154861520140709,0,0,0,0,0,0
X000625.SZ,0.0407003825313145,0,0,0,0,0,0,0,0,0,0,0,0,0.00375678831348797,0,0.0622804366293519,0,0.136518447345158,0,0.107061950602914,0,0,0,0,0,0.205524047403236,0,0,0,0,0,0,0,0,0,0,0.0429468747678089,0,0,0,0.0665511605558807,0,0,0,0,0,0,0,0,0,0,0.00220993479488075,0.0128997789123023,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0982270122199251,0,0,0,0,0,0,0,0,0,0,0.122988448112825,0.0418961530984664,0,0,0,0,0.0297043565312817,0,0,0,0.0498054422892572,0,0,0,0,0.00128943876747777,0,0,0,0,0,0,0,0,0,0,0,0.0394652707851132,0.0660687147619228,0.0341374509021076,0,0.00654804683312886,0,0,-0.0037039150820131,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.109422372144758,0,0,0,0,0,0,0,0,0,0.0175026332924359,0,0,0,0,0,0.172171861265282,0,0,0,4.33680868994202e-19,0,0,0.0701469387087962,0,0,0,0.0400599750065063,0.121517336036974,0,0,0,0.0993084141878205,0,0.000141315610121436,0,0,0,0,0,0.0312893533730288,0,0,0,0,0,0,-0.00446666257205581,0.0258688986622972,0,0,0,0,0,0
