,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X000100.SZ,X002007.SZ,X300014.SZ,X300124.SZ,X300142.SZ,X002371.SZ,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X300003.SZ,X002236.SZ,X000157.SZ,X002129.SZ,X002414.SZ,X600584.SH,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X002294.SZ,X600118.SH,X002185.SZ,X000050.SZ,X300146.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200945327108045,0.0103430651794453,0.04820242642995,0,0,0,0,0.146331557664962,0,0,0,0,0.117270542628954,0,0,0,0.0213013906833729,0,0,0,0,0,0,0,0,0,0.0375956009005112,0,0,0,0,0,0,0,0.0223652189663278,0,0.0251919717676969,0,0,0,0,0,0,0.0595156188551296,0,0,0,0.024455413464925,0,0,-0.0161776741178956,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.21700038420797,0,0,0,0,0.442047369391461,0,0,0,0.0125136054614011,0,0,0,0,0,0,0,0,0,0.0138040371331985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150714801374812,0,0,0,0,0,0.0299985015484456,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.244615602648088,0,0,-0.0719470267890253,0.176768679659734,0,0,0,0,0,0,0,0,0,0,0.0168516520400071,0,0,0,0,0.0098050148360679,0.0186823986871051,-0.0563593591653006,0.045911843233126,0,0,0,0.0434706672536521,0,0,0,0,0,0,0.0939288956414434,0.0153279231744419,0,0.0611329588917142,0,0,0,0,0,0,-0.0249027107350508,-8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347358949632208,0,0,0,0.0381845985503041,0.0547476061596574,0,0,0,0,0,0.0209774346903277,0,0,0,0,0,0.00499656592361731,0,0.0145200118272829,0,0,0,0,0,0,0,0,0.0957669347250689,0.0535625686149351,0.11747010964579,0,0,0,0,0.0157075187210214,-0.0174197210153536,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265908092217442,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765234445581538,0,0,0,-0.037839978215558,0.06554332067105,0,0.0760917439848539,0,0.00658237542988694,0,0,0,0,0,0,0,0.0713384280458114,0,0,0,-0.00305538503882865,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0499813279781423,0,0,0,0.146513910253631,0,0,0,0.00679649319124143,0,0,0,0.040643476389112,8.67361737988404e-19,0.146382795460779,0,0.00453906379797469,0,0,0,0,0,0,0.0341869386354266,0,0.0391835651553396,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0565077987112689,0,0,0,0,-0.0369288264185201,0.0512418591470715,0,-0.0308126093429785,-0.0092589364979427,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868783202083112,0.0162165725911754,0,0,0,0,0,0,0,0,0,0.1064435231677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183287696481102,0,0,0.0306203366198591,0,0,0,0,-0.040165334074582,-0.00638741862138864,0,0,0,0,0,0
X002304.SZ,0,0.305928889256414,0,0.0726993234452536,0,0,0,0,0.383849063433262,0,0.0168006821802577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692068482233423,0,0,0,0,0,0,0,0,0.00880819032498119,0,0,0,0,0,0.0781745350432289,0,0,0,0,-6.93889390390723e-18,-0.0449262955395605,0,0,0,0,0,0.0100149690496685,-0.00948019211833191,0,0,0,0,0,0
X000568.SZ,0,0.561231036578555,0,0,0,0,0,0.142169602638442,0,0,0,0,0,0,0,0,0.0324353616437499,0.0678464290251785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741546300786332,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402537822223174,0,0,0,0.00242809380879669,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.00878813001272576,0.0410543884132966,0,0,-0.0397293259377747,0,0,0,0,0,0.0243649902770711,0.35869322577411,0,0,0,0,0,0,0,0,0.083642302623365,0,0,0,0,0.309356292776095,0,0,0,0.0530894571744923,0.0358091483510723,0,0,-0.0674955651429748,0,0,0,0,0,0,0,0,0,0,-0.0401484758783442,0,0,0,0,0,0,0
