,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X002241.SZ,X600271.SH,X600118.SH,X000559.SZ,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X002475.SZ,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X002049.SZ,X000568.SZ,X600177.SH,X601877.SH,X002129.SZ,X000869.SZ,X002294.SZ,X300003.SZ,X600582.SH,X002074.SZ,X002506.SZ,X002085.SZ,X600498.SH,X600867.SH,X000547.SZ,X000977.SZ,X002426.SZ,X300001.SZ,X600839.SH,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.110040582671014,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583962769300122,0,0,0,0,0,0,0,0,0,0,0,0.119902724313228,0,0,0,0,0.0731163883091382,0,0.0160937088147404,0,0,0,-0.00938295040109772,0,0.0441073828719077,0.0258406571617639,0,0.0634073212076914,0.0151988382843531,-0.0532063664193133,0,0,0,0,0,-0.0120923686966543,0.0236037605749467,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.261923358546555,0,0.105893706625526,0,0,0.0113505029485391,0,0,0,0,0.0843713773802699,0,0,0,0,0,0,0,0.0936480471297757,0,0,0.0370536254669734,0,0,0,0,0,0,0,0,0,0.0296761259339752,-0.00358878543063192,0,0,0,-0.135958897908925,0,0,0,0,0,-0.0337694332611644,0.0367371386988233,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0255020047533147,0.0618425388133978,0,0.175831940515513,0,0,0,0,0,0,0.0913239672378898,0,0,0,0,0,0.189286536645306,0.0940687246122204,0,0,0,0,0,0,0,0.0404576826565235,0,0.0437328923059138,0,0.036272942358139,0,0,0.00711494666887785,0,0,0,0,0,-0.0149187708474951,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.178689306640663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915646408033505,0,0,0.316212632865947,0,0,0,0,0,0,0,0.00913592403244751,0,0,0,0,0,0,0,0,0,0,-0.0169037253279221,0,0.01667647781728,0,0,0,0.0115312290505718,0.0265555443415013,0,-0.0694452754090421,0,0,0,0
X000725.SZ,0,0,0,0.0249910598832185,0,0,0,0,0.0463362727541336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388078964784928,0,0.0182360105224903,0,0.130147028458018,0,0,0,0,0,0.0351812528791675,0,0,0,0.0415886544508284,0,0,0,0.163551053551906,0.0275387951562629,0,-0.00805919857679565,0,0,0,0,0,0,0
X002304.SZ,0,0.139043770970931,0,0.113647937658958,0,0,0,0,0,0,0,0,0,0,0,0.035291687655711,-0.00463174666628921,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375956689427231,0.105716687059511,0.0242166679478423,0,0.0989231445151953,0,0,0,0,0,0.0107770551998594,0,0,0.00153529022372961,0.0323808120730985,0,0,0,0,0,0,-0.00827917099607248,0.0135224155767261,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150986447542002,0,0,0,0,0,0,0,0,0,0,0,0,-0.00605449710123833,0,0.00119029986321171,0,0,0,0,0,0,-0.217653150051262,-0.00270734477993274,0.119336725561418,0.0576368424401797,0,0.107378878654514,0,0,-0.019510353373433,0,0,0,-0.0227346768369428,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0342950053229893,0,0.0748378038059885,0,-0.142522480283058,0,-0.0178063041665706,0,0,0.204968111937222,-0.224121080920457,0,0,0,0,0,0,0,0,-0.00897396291323531,0,0,0,0,0.122607815624519,0,0,0,0.0225236564304264,0,0,0,0,0.0858263857476868,-0.0132374692872981,-0.131520430415393,0.0480343940183145,0,0,0,0.0219661995285031,-0.00816926427486724,0,0,0,0,0,0
X000625.SZ,0,0.113164195204777,0,0.0416138479734275,0,0,0,0,0,0,0,0,0,0,0,0,0.15866418508827,0,0,0.359519142035124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236106954010871,0,0,0,0,0,0,0,0,0,0.0313895371323309,0,0,0.0181347020710578,0.1581411238369,0,0,-0.00202237040760635,-0.0373570319523745,0,0,0,0,0,0
X000063.SZ,0,0,0.0223685476332212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331943653648736,0,0,0,0,0,0,0,0.0261809658307473,0,0.207188315046623,0,0,0.107632327480008,0,0.0910338991193069,0,0,0,0,0,0.0229421765832508,0.0174821127522246,0.0620253940058089,0,0.0354511648725909,0.0668041201484888,0,0,0,0,0,0,0,0,0,0,0,0,0
