,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000157.SZ,X000625.SZ,X300142.SZ,X600741.SH,X002129.SZ,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X000799.SZ,X600183.SH,X002414.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600089.SH,X600702.SH,X600460.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0699368054085508,0,0,0,0,0,0,0.30488371087813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302336594733172,0,0,0,0,0,0.262766720200992,0,0,0,-0.000255041716862564,0,0,-0.0157571715593452,0,0,0,-0.0565657731059917,0,0,0,0,0,0
X000858.SZ,0.0621693741076699,0,0,0,0,0.0102976020417039,0.314778814888569,0,0.212870551476257,0,0,0,0,0,0,0,0,0,0,0,0.0151557985776087,0,0,0,0,0,0,0,0,0.0265692839120341,0,0,0.136689766244694,0,0,0.176654457894025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235889124047801,0,0,-0.0202457032027854,0,0,0,0.0147929854455679,0,0
X002415.SZ,0,0,0,0,0,0,0.0800199478776828,0,0.0845180050892651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00735087552889625,0,0.185851988371704,0.351097049481192,0,0,0.20472512401078,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00252482732208788,0,0.0387247407678139,0.00581517581751129,0,0,0,-0.0114056623189157,0,0
X600276.SH,0,0.0920963319255146,0,0,0,0,0.214914824669449,0,0.0823583674442673,0,0,0,-0.0713059428921051,0,0,-0.0684344116861108,0,0,0,0,0,0,0,0,0,0,0,0,0.00675427914409413,0.0196865949653167,0,0,0.0566084209241335,0,0,0,0,0,0,-0.153333609213538,0,0,0,0,0,0,0,0,0,0,0,0.0236870896376978,1.0842021724855e-19,0,0,0,0.035711864672862,0,0
X000651.SZ,0,0,0,0,0,0,0,-5.42101086242752e-20,0.108882181324239,0,0.0327435260303668,0,0,0,0,0.0298278588028747,0,0,0,0.171979721434072,0,0,0,0.0722721226806492,0,0,0.0744982766899944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235758167744083,0,0,0,-0.00380491302439196,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.214344763557778,0,0,0,0,0.108177070213382,0.0155878853029389,0,0,0,0,0,0,0,0,0,0,0,0,0.113812421433901,0,0.0653105378572527,0,0,0.0594801012756334,0,0.378830416253877,0,0,0,0,0,0,0.0302439401760112,0,0,0,0.0719579830407957,0,0,0,0,0,-0.064911295379078,0,0,0,-0.02776084971186,0,0
X000568.SZ,0,0.543430144546531,0,0,0,0,0,0,0,0,0,0,0,0.0203796240810732,0.0306405724308043,0,0,0,0,0,0,0,0.105914159045972,0,0,0.0159518558813936,0,0,0,0,0,0.256606408063803,0,0,0,0,0,0,0,0,0,0,0.0604291428931283,0,0,0,0,0,0,0,0,0,-0.0355020804607025,0,0,0,-0.023295664477834,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0217568436151486,0.102733670924885,0.0770394647364359,0,0,0,0,0,0.0123882629431017,0,0,0,0,0,0.504912523164366,0,0,0,0,0,0,0.133778881779438,0,0.0865171893579596,0,0,0.0615978266184053,0,0,0,0.0669680569253137,-0.00898492212917414,0.0546923035644794,0.0725250988954479,0,0,0,0,0,0,-0.00952270370209059,0,0,0,-0.00309192620707459,0,0
X002304.SZ,0,0,0.0374011446070206,0,0.11763298608563,0.0318834283979764,0.298886006043643,0.0114608535236556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315449827972964,0,0,-0.0634206819486074,0,0.21389992323287,0,0,0,0,0,0,0,0,0,0,0,0.0661468324697839,0,0,0,0.0119208416411878,0,0,0,0,0,0,0,0,-0.0291803070086721,-8.67361737988404e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0562814832504222,0,0,0,0,0,0,0,0.215599652121233,0,0,0,0,0,0.0984374383137431,0,0,0,0,0,0.175261837733979,0,0.420351059534667,0.022373119027646,0,0,0,0,0,0,0,0,0,0,0.246252616319777,0,0,0,0,0,0,0,0.148152245071514,0,-0.0287966991341809,0,0,0,0,0,0,0
