,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X601877.SH,X300142.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300136.SZ,X600867.SH,X300014.SZ,X002129.SZ,X002506.SZ,X000977.SZ,X600177.SH,X002180.SZ,X600498.SH,X600066.SH,X002049.SZ,X002456.SZ,X600487.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.031651890989504,0,0,0,0,-0.0249521816199103,0.00383784509769714,0,0,0,0.615993418173891,0,0,0,-0.0532214674097843,0,-0.0264621860774735,0.0368087904300357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185581420925606,0,0,0,0,0,-0.0622110342403557,0.0323675303667153,0,0,0,0.0149491336324863,0,0,0,0.00163570181498891,0,0.0241522158596662,0,0,0,0,0,0,0.0180391836744334,0,0
X000858.SZ,0.218941369318244,0,0,0,0.00359046554154945,0,0,0,0,0.0234096346932875,0,0.434545985314696,0,0,0,0,0.155316198764982,0,0,0,0,0,0,0,0.0195466120351596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114316675763523,0.0253752888887631,0,0,0,0,0,0,0,0.0676966593782294,0,0.00162325035486606,0,0.0105368084417233,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.00896248946079546,0.112520169399365,0.0470095259592217,0,0,0.162229360334753,0,0,0,0.0417818128111847,0,0.054081353931217,0,-0.00552882967705058,0.0995153212967482,0,0,0,0,0,0,0,0.0419289573095731,-0.0561012948209975,0,0,0.0283180526350503,0,0,0,0,0,-0.022123836091026,0,0.152137612943669,0.0404758026570667,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00779682326365994,0,0,0,0.0185662912371437,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210911494541859,0,0,-0.0644412056791373,0,0,0.25955961306057,0,0.0302736477129192,0,0,0,0,-0.0182243929310998,0,0.121144254184834,0,0,0.061567458837845,0,0,0,-0.00819054095722551,0.0189361279363406,-1.73472347597681e-18,0,0,-0.032492118772961,0,0,0,0,0,0,0,-0.000749400958780698,0,0,0,0,0.0106578174092983,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.151467968672311,0,0,0,0,0,0,0.107428740526051,0,0,0,0.0406815164450094,0,0,0,0,0.539923628815547,0,0,0.141354397312994,0,0,0,0,0,0,0,0,0,-0.0226606287960932,-0.0106568711283798,0,0,0.00304745523160672,0,0,0.0323576347758795,0,0,-0.0792917107833213,0,0,0,0.00672628941971825,-6.93889390390723e-18,0,0,0,-0.0101235288874843,0,0
X600104.SH,0,0,0,0,0,0,0.0298304865677861,0,0,0,0,0,0,0,0,0.176929444595368,0,0,0,-0.105312042075696,0,0,0,0,0,0,0,0.0871266744985416,0,-1.73472347597681e-18,0,0,0.0626949864276043,0,0,0.0693580173089115,0,-0.0652155829053972,0,0.00849245366112604,0,0.0120152395081549,0,0,0,0,0.0628302869353829,0,0,0,0,-0.0135456281740692,0,0,0,0,0.00791242669443166,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10036495076481,-0.0497558705362194,0,0,0,0.136089404746969,0,0,-0.214908756498568,0.0974744974539756,0,-0.0594362529388532,0,-0.172316957495195,0,0,0,0,0,0,-0.0794381372304289,0,0,0,0,0,0,0,0.0635352685802034,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.13075443377581,0,0
X002475.SZ,0,0,0,0,0.240909335412187,0,0,0,0,0,0,6.93889390390723e-18,0.0682459820388059,0,0,0.053679505749213,0.00933099246481732,0,1.73472347597681e-18,0,0,0,0,0,0.00540104138397709,0,0,0,0,0.0295671672326499,0,0,0.1475955043311,0,0,0,0.0749545945723753,0,0,0,0,0,0,0,0,0,0.05616476767617,0.180515908370541,0,0,0,0.0365936965753378,0.000206315111298734,0,0,0,0,0,0
X002304.SZ,0,0,0.0679543240916526,0,0,0,0.158565927505846,0.052768010849177,0,0,0,0.183012391052118,0,0,0,0.110239108198675,0,0,0,0,0.0392945369268709,0,0,0,0,0,0,0,0,0,0,0,0.051363664210042,0,0,0,0,0.0489996779264472,0,-0.0235182385260061,0,0,0,0,0,0,0,0,0,0,0,0,0.0250015328294549,0,0,0,-0.032438763008425,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0467770950266248,0,0,0,0,0,0,0,0,0.19099682793872,0,0,0,0,0.279474425800668,0,0,0.532209859788269,0,0.0258418583429893,0,0,0,0,0.0176358526724926,-0.18811924282073,0,0,0,-0.0116567655832924,0,0,0,0,0,0,0,0,0,0,0,0.140003923112209,0,0,0,0.0320063997141935,0,0,0,-0.0931237162839651,0,0
