,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X300014.SZ,X000338.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X002241.SZ,X000661.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X002463.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X601799.SH,X002028.SZ,X000066.SZ,X600487.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.360925904515135,0.0123956528548318,0,0.0570351438198835,0.0344008998352456,0,0,0,0.0331309618844783,0,0,0,0,0,0,0,0,0,0.0640481972372734,0,0.0298380786326662,0,-5.42101086242752e-20,0,0,0,0,-0.001121689845449,-0.0244189325751074,0,0,0,0,0,0,0,0,0.0777668838823313,0,0,-0.0315301393094736,0,0,0,0,0,0,0,0,0,-0.00799658703757165,0,0,0,0,0,0,0
X000858.SZ,0.0803154223792334,0,0.695527607923975,0,0,0,0,0.0252585097594875,0,0.0652460101883534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00393510368660336,0,0,0,0,0,0,0,0,0.0255442441732601,0,0,0,0,0,0,0,0.057440603304075,0,0,0.037731998980074,0,-0.00161468328400017,0,0,0,0,0,0,0
X000568.SZ,0.366915796900905,0.220766618198686,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0194879678408598,0,0,0,0,0.19438206545235,0.0815461940431214,0,0,0,0,0,0,0,0,0,0,0,-0.0359389058138518,0,0,0,0,0,0,0,0,0,0.233582149146302,0,0,-3.46944695195361e-18,0,0,0,0,-0.0680550639815012,0,0,0,0,0,0.0207382079465099,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.306528884889955,0,0.0682924235309419,0,0.00744385886775329,0,0,-0.0710747115831664,0,0,0,0,-8.67361737988404e-19,0.0223346558215126,0,0,0,0,0,0.0847677010855005,0,0,0,0,0.384804660895989,-0.00670246030275028,0,0,0,0,0,0,-0.334125727342689,0,0,0,0.287854070475037,-0.135567232955015,0,0,0,-0.093458336369912,0,0,0,0,0,0.0164250403031331,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0661606358028022,0,0,-0.122687901129966,0,0,0,0,-0.172387323620896,0,0,0,0,0.0513032091322832,0.0757936474157924,0,0,0,0,0,0.0478591983210125,0,0,0,0,0.0303163564529372,0,0,0,0,0,0,0,0,0,0.320398933363118,0,0,0,0,0,0,0,0,0,0.0529921762377866,0.146169581662931,0,0,0.00648190043224098,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.244845520263383,0,0,0.0688387724688532,0,0,0,0,0,0,-0.157403155643591,0,0,0,0,-0.542916726886679,0,0,-0.125663447471876,0,-0.201358872151475,0.242042949710853,0,0,0,0,0,0.494744070207562,0,0,0,0,0,-0.0348059072702157,0,0,0,0,0,0,0,0,0,-0.0573556318588854,0,0,0,0,0,0,0
X002475.SZ,0,0,-0.043142009749197,0,0,0,0,0,0,0,0.11613705032192,0,0,0,0,0,0,0,0,-0.0149228022219446,0,0,0,0.110442705112136,0.000163018729075227,0,0.180525006810525,0,0.0412160702352753,0,0,0.367145344194481,0,0,0.484863524765718,-0.0117719921827447,0,0,0,0,0,-0.0570557744877698,0,0,0,0.0619805201848192,0,0,0,0,0,0.0240049302512095,-0.0475573791296616,0,0,0,0,0,0
X600690.SH,0,0.158043995777122,0,0,0,0,0,0,0,0,0,0,0.0344880584277007,0,0.0666764863734216,0,0,0.145282290899751,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00435731416982682,0,0,0,0.190023565412528,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0.00385686247586672,0,0,0,0,-0.130553770923966,0,0.0568701336899722,0.0161906631632601,0,0,0,0,0,0,0
X002304.SZ,0,0.427381157029323,0.19284258614534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132129383145217,0,0,0,0,0,0,0,0,-0.0219939315994239,0,0.014104646071886,0,0,0,0,0,0,0,0,0,0,0,0.00130830435063866,0,0,0,0,0,0,0,0,0,-0.0152626798568906,0,0,0,0,0,0,0
X000651.SZ,0.115592621930549,0,0,0,0,0,0.0831017183571149,0.234682858272054,0,0,0,0,0,0,0,0,0,0,0.127847803756632,0,0,0.0337951463564447,0,0,0,0,0,0,-0.0889475784514862,-0.00518234562756636,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.00790728377335656,0,0,0,0.00534364878976827,0,0,0,0,0,0,0.0273956914427721,0,0,0,0,0,0
