,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000100.SZ,X600183.SH,X002007.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X000625.SZ,X002179.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002008.SZ,X002463.SZ,X600177.SH,X002456.SZ,X600066.SH,X002371.SZ,X002506.SZ,X600584.SH,X002180.SZ,X600867.SH,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0533523613982931,0,0,0,0,0,0.13821031558641,0,0,0,0,0.499913616083991,0,0,0,0.000884520826225145,0,0,0,0,0.0481440529871449,0,0,0,0,0,0,0,0,0,-0.0918803606706729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852458368982138,0,0,0,-0.0355546689585863,0,-0.0186629039618118,0.00964370127353381,0,0,0,-0.0183919960101212,0,0
X000858.SZ,0.0891641920676536,0,0,0,0.0314040668792117,0,0,0,0.047999448589544,0,0.0573940137312467,0,0.632845168584299,0,0,0,0.0467882753453803,0,0,0.0168505894857522,0.0230045932473954,0.0190299312593212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138611945149774,0.0155433103452459,0.0108719039581822,0,0,0,0,0,0,0,0,0.00226284244710676,-0.00298852129756576,0,0,0,-0.0340982615592796,0,0
X600276.SH,0.0460426147032078,0.0505461040643064,0,0,0,0,0,0,0,0,0,0,0.107830753224237,0,0,0,0,0.237205398291379,0,0.00788729695459836,0,0,0,0,0,0,0,0,0.065982016631421,0,0,-0.0149510162684217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310657907730865,0,0.00882116782618488,-0.0308842943851259,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0719031017493596,0,0,0,0,0,0,0.33010146975876,0,0,0,0,0,0,0,0,0,0,0,-0.0536626629990588,0,0,0,0,0.0508849276005119,0,-0.199783746165172,0,0,0,0,0,-0.137672664325941,0,0,0,-0.0117882700909529,0,0,0,0,0,0,0.128903330580839,0.0435737300687946,0,0,0,0,0,0.0835068559302673,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573483672300438,0.141499075541421,0,0,0,0,0,0.07705918991583,-0.00615767664358817,0,0,0,0,0.0308517751591611,0,0.0665908252746366,0,0,-0.0811326009669,0,-0.00125577287753556,0,-0.0158544108519599,0,0,0,0,0,0,0.0811384887308902,-0.0867144169477608,0,0,0,-0.00233041518640181,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0378976397202297,0,0,0,0,0,0.21798452328587,0.0408265968962728,0,0.0513142910513365,0,0,0,-0.0221170232106219,0.0474248312916719,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00856563486941027,0,0,0,0,0,-5.42101086242752e-20,-0.031986365691716,-0.0348298917486521,0,0,0.058528396862722,0,0.000805484928074937,0.00103676361457881,0,0,0,-1.0842021724855e-19,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.221582670510479,0,0,0,0,0.158030107406472,0.177905232338928,0,0,0,0.120419989590885,0,0,0,0,0,0.22703983267622,-0.118063876231787,0,0,-0.181810621839221,0,-0.124576940113156,-0.0720593300082259,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0241552713150732,0.0507975439344088,0,0,0,0.0575537512303448,0,0
X002475.SZ,0.174627204922401,0,0,0,0,0,0,0,0.17915250755624,0,0,0,0,-0.0736272604516704,0.0533573598229859,0,0,0,0,0,0.0405997766150403,0,0,0,0,0,0,0,0,0,0.221873512777207,0,0,0,0,-0.108128046825508,0.0572689562601456,0.382182563134146,0,0,0,0,-0.0104146550222872,0,0,0,0,0,0,0,0,0,0.0126930312090191,0,0,0,0,0,0
X002304.SZ,0.255071095045719,0.00483486135570813,0,0,0.0206473901544494,0,0.143183788768304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103027942973015,0,0.0782369104907069,0,0.042790116828328,0,0,0,0,0,-0.00927816219057665,0,0,0,0,0,0,0,0,0,0,-0.0164953841125692,0,0,0,0.115300223665531,0,0,0,0,-0.000232195646534692,0.0277644319204261,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.00475611261659364,0,0,0.0501011148960523,0,0,0,0.0190734011909067,0,0,0,0,0,0.0676177730747318,0,0,0,0.12866267828876,0,0,0,0,0,0.0302902670995857,0,0,0,0,0,0.01931256060846,0.0143122379285385,0,0,0,0,0,0,0.0721120615864502,0,0,0.13319525280688,0,0,0,0.00674681671141599,0.0360865625953859,0,0,0,4.33680868994202e-19,0,0
